bill_length_mm,flipper_length_mm,Adelie,Gentoo,Chinstrap
5.581875000000000142e+01,1.830625000000001705e+02,6.017377795562463098e-03,5.077650467040679960e-02,9.432061175340307191e-01
5.616250000000000142e+01,1.830625000000001705e+02,5.999451077334359665e-03,5.064787110401876985e-02,9.433526778186468453e-01
5.650625000000000142e+01,1.830625000000001705e+02,5.983954072145211342e-03,5.053663765625949350e-02,9.434794082715952657e-01
5.685000000000000142e+01,1.830625000000001705e+02,5.970549660848304373e-03,5.044040252531210161e-02,9.435890478138395654e-01
5.719375000000000142e+01,1.830625000000001705e+02,5.958949070899536085e-03,5.035710463929764930e-02,9.436839462898028996e-01
5.753750000000000142e+01,1.830625000000001705e+02,5.948904613328306196e-03,5.028497346695854492e-02,9.437661219197130968e-01
5.788125000000000142e+01,1.830625000000001705e+02,5.940203581911981078e-03,5.022248661002499948e-02,9.438373098080629076e-01
5.822500000000000142e+01,1.830625000000001705e+02,5.932663113060573402e-03,5.016833388689354023e-02,9.438990030000458109e-01
5.856875000000000142e+01,1.830625000000001705e+02,5.926125843223316661e-03,5.012138684942461786e-02,9.439524873073521505e-01
5.891250000000000142e+01,1.830625000000001705e+02,5.920456230932459943e-03,5.008067286116554828e-02,9.439988709079020213e-01
5.925625000000000142e+01,1.830625000000001705e+02,5.915537434725024434e-03,5.004535301593251995e-02,9.440391095493423368e-01
3.210000000000000142e+01,1.838000000000001819e+02,8.604891134775862760e-01,1.357349118892801909e-01,3.775974633133438122e-03
3.244375000000000142e+01,1.838000000000001819e+02,8.569354281008831897e-01,1.391515093618111432e-01,3.913062537305815429e-03
3.278750000000000142e+01,1.838000000000001819e+02,8.528154761373127890e-01,1.431099997155978742e-01,4.074524147089267356e-03
3.313125000000000142e+01,1.838000000000001819e+02,8.480395869446741841e-01,1.476952881525621375e-01,4.265124902763611607e-03
3.347500000000000142e+01,1.838000000000001819e+02,8.425049506760965423e-01,1.530043757015292494e-01,4.490673622374146724e-03
3.381875000000000142e+01,1.838000000000001819e+02,8.360944356693840174e-01,1.591472909369919808e-01,4.758273393623980128e-03
3.416250000000000142e+01,1.838000000000001819e+02,8.286757356129231811e-01,1.662476296278505850e-01,5.076634759226364944e-03
3.450625000000000142e+01,1.838000000000001819e+02,8.201011244051773508e-01,1.744424097836029253e-01,5.456465811219535743e-03
3.485000000000000142e+01,1.838000000000001819e+02,8.102082009033603205e-01,1.838808422163699108e-01,5.910956880269617811e-03
3.519375000000000142e+01,1.838000000000001819e+02,7.988221150117346125e-01,1.947215034869795025e-01,6.456381501286031534e-03
3.553750000000000142e+01,1.838000000000001819e+02,7.857598544452697453e-01,2.071273044607689073e-01,7.112841093961288358e-03
3.588125000000000142e+01,1.838000000000001819e+02,7.708371917318364019e-01,2.212576182895344690e-01,7.905189978629080516e-03
3.622500000000000142e+01,1.838000000000001819e+02,7.538787756374359939e-01,2.372570314066028974e-01,8.864192955961146952e-03
3.656875000000000142e+01,1.838000000000001819e+02,7.347315192317973587e-01,2.552404861440718542e-01,1.002799462413089988e-02
3.691250000000000142e+01,1.838000000000001819e+02,7.132808214332118091e-01,2.752751534823272839e-01,1.144402508446089838e-02
3.725625000000000142e+01,1.838000000000001819e+02,6.894682578753145163e-01,2.973602022125874100e-01,1.317153991209816556e-02
3.760000000000000142e+01,1.838000000000001819e+02,6.633083174811341687e-01,3.214065795008971826e-01,1.528510301796870592e-02
3.794375000000000142e+01,1.838000000000001819e+02,6.349008453724479528e-01,3.472196780535038996e-01,1.787947657404807128e-02
3.828750000000000142e+01,1.838000000000001819e+02,6.044355283991615924e-01,3.744878890127452675e-01,2.107658258809304991e-02
3.863125000000000142e+01,1.838000000000001819e+02,5.721854678870821331e-01,4.027790996608597851e-01,2.503543245205821013e-02
3.897500000000000142e+01,1.838000000000001819e+02,5.384888052669208891e-01,4.315450483652995550e-01,2.996614636777950036e-02
3.931875000000000142e+01,1.838000000000001819e+02,5.037201910778175140e-01,4.601304886379461445e-01,3.614932028423636229e-02
3.966250000000000142e+01,1.838000000000001819e+02,4.682568094145286297e-01,4.877813280157760056e-01,4.396186256969540629e-02
4.000625000000000142e+01,1.838000000000001819e+02,4.324456960943982020e-01,5.136446703893351451e-01,5.390963351626654881e-02
4.035000000000000142e+01,1.838000000000001819e+02,3.965795465444597045e-01,5.367554231020688071e-01,6.666503035347146056e-02
4.069375000000000142e+01,1.838000000000001819e+02,3.608871068660289283e-01,5.560100893762096597e-01,8.310280375776146755e-02
4.103750000000000142e+01,1.838000000000001819e+02,3.255421770384240854e-01,5.701395788792459340e-01,1.043182440823298140e-01
4.138125000000000142e+01,1.838000000000001819e+02,2.906927991771886544e-01,5.777095192036570959e-01,1.315976816191543608e-01
4.172500000000000142e+01,1.838000000000001819e+02,2.565089912085219970e-01,5.771953537398685219e-01,1.662956550516094811e-01
4.206875000000000142e+01,1.838000000000001819e+02,2.232415967970480530e-01,5.671881537440494059e-01,2.095702494589024578e-01
4.241250000000000142e+01,1.838000000000001819e+02,1.912745040896408344e-01,5.467599269047823674e-01,2.619655690055768260e-01
4.275625000000000142e+01,1.838000000000001819e+02,1.611402814796110694e-01,5.159276739471844175e-01,3.229320445732046241e-01
4.310000000000000142e+01,1.838000000000001819e+02,1.334678035114519323e-01,4.760214348909851956e-01,3.905107615975629276e-01
4.344375000000000142e+01,1.838000000000001819e+02,1.088564256107821676e-01,4.296917973315804162e-01,4.614517770576373468e-01
4.378750000000000142e+01,1.838000000000001819e+02,8.772068276102390483e-02,3.804240916456707589e-01,5.318552255933052253e-01
4.413125000000000142e+01,1.838000000000001819e+02,7.018199948506100017e-02,3.317304474254135216e-01,5.980875530895255476e-01
4.447500000000000142e+01,1.838000000000001819e+02,5.606017547327456912e-02,2.864074668584336569e-01,6.575323576682917670e-01
4.481875000000000142e+01,1.838000000000001819e+02,4.495459508916167801e-02,2.461668936565261923e-01,7.088785112543121159e-01
4.516250000000000142e+01,1.838000000000001819e+02,3.636070640752046834e-02,2.116745340909787221e-01,7.519647595015006569e-01
4.550625000000000142e+01,1.838000000000001819e+02,2.976987546499032869e-02,1.828291982015405881e-01,7.874009263334691422e-01
4.585000000000000142e+01,1.838000000000001819e+02,2.472993689387429500e-02,1.590884175238766740e-01,8.161816455822491490e-01
4.619375000000000142e+01,1.838000000000001819e+02,2.086917803787034092e-02,1.397280215850836005e-01,8.394028003770460655e-01
4.653750000000000142e+01,1.838000000000001819e+02,1.789673838729033406e-02,1.240062852893991929e-01,8.580969763233105008e-01
4.688125000000000142e+01,1.838000000000001819e+02,1.559178194092309885e-02,1.112483434820006056e-01,8.731598745770763337e-01
4.722500000000000142e+01,1.838000000000001819e+02,1.378945789988491460e-02,1.008783630471161846e-01,8.853321790529988800e-01
4.756875000000000142e+01,1.838000000000001819e+02,1.236766662183623640e-02,9.242289181758221728e-02,8.952094415605814648e-01
4.791250000000000142e+01,1.838000000000001819e+02,1.123611104467084343e-02,8.550088599207313067e-02,9.032630029632559010e-01
4.825625000000000142e+01,1.838000000000001819e+02,1.032782913313577168e-02,7.980920813391682855e-02,9.098629627329473113e-01
4.860000000000000142e+01,1.838000000000001819e+02,9.592884544466634411e-03,7.510796470023999027e-02,9.152991507552933337e-01
4.894375000000000142e+01,1.838000000000001819e+02,8.993760045789717453e-03,7.120751948519352115e-02,9.197987204690168950e-01
4.928750000000000142e+01,1.838000000000001819e+02,8.502027626779519454e-03,6.795771749968532172e-02,9.235402548735350825e-01
4.963125000000000142e+01,1.838000000000001819e+02,8.095949629141879073e-03,6.523925687928480710e-02,9.266647934915733797e-01
4.997500000000000142e+01,1.838000000000001819e+02,7.758748945782393582e-03,6.295691803538788767e-02,9.292843330188297335e-01
5.031875000000000142e+01,1.838000000000001819e+02,7.477356888406001649e-03,6.103430763227991190e-02,9.314883354793139780e-01
5.066250000000000142e+01,1.838000000000001819e+02,7.241501591004635870e-03,5.940979897274706323e-02,9.333486994362483191e-01
5.100625000000000142e+01,1.838000000000001819e+02,7.043039662528388992e-03,5.803340025180619283e-02,9.349235600856653505e-01
5.135000000000000142e+01,1.838000000000001819e+02,6.875462329624629394e-03,5.686433530054188501e-02,9.362602023698335385e-01
5.169375000000000142e+01,1.838000000000001819e+02,6.733527464487072504e-03,5.586916887691556477e-02,9.373973036585974139e-01
5.203750000000000142e+01,1.838000000000001819e+02,6.612983044379325097e-03,5.502034764274081613e-02,9.383666693128798197e-01
5.238125000000000142e+01,1.838000000000001819e+02,6.510357510523033173e-03,5.429505882931123795e-02,9.391945836601658382e-01
5.272500000000000142e+01,1.838000000000001819e+02,6.422799459209713527e-03,5.367433238335651835e-02,9.399028681574337352e-01
5.306875000000000142e+01,1.838000000000001819e+02,6.347954004509486804e-03,5.314233046552311462e-02,9.405097155299674272e-01
5.341250000000000142e+01,1.838000000000001819e+02,6.283866624571536781e-03,5.268578180785055132e-02,9.410303515675779717e-01
5.375625000000000142e+01,1.838000000000001819e+02,6.228907775040037030e-03,5.229352867879866196e-02,9.414775635461611891e-01
5.410000000000000142e+01,1.838000000000001819e+02,6.181713323010586299e-03,5.195616188969105764e-02,9.418621247872982494e-01
5.444375000000000142e+01,1.838000000000001819e+02,6.141137130719197257e-03,5.166572504779889247e-02,9.421931378214818409e-01
5.478750000000000142e+01,1.838000000000001819e+02,6.106213044000590590e-03,5.141547360476515782e-02,9.424783133512343314e-01
5.513125000000000142e+01,1.838000000000001819e+02,6.076124217123945147e-03,5.119967752834829466e-02,9.427241982545276899e-01
5.547500000000000142e+01,1.838000000000001819e+02,6.050178203511460961e-03,5.101345891109645286e-02,9.429363628853920654e-01
5.581875000000000142e+01,1.838000000000001819e+02,6.027786610852483434e-03,5.085265772219169089e-02,9.431195556669557112e-01
5.616250000000000142e+01,1.838000000000001819e+02,6.008448394558247620e-03,5.071372035700805192e-02,9.432778312484337846e-01
5.650625000000000142e+01,1.838000000000001819e+02,5.991736070550300088e-03,5.059360675313735733e-02,9.434146571763122324e-01
5.685000000000000142e+01,1.838000000000001819e+02,5.977284285126066229e-03,5.048971270362362374e-02,9.435330030112503152e-01
5.719375000000000142e+01,1.838000000000001819e+02,5.964780299152372400e-03,5.039980466884370208e-02,9.436354150320039880e-01
5.753750000000000142e+01,1.838000000000001819e+02,5.953956035591272816e-03,5.032196491339801375e-02,9.437240790510106336e-01
5.788125000000000142e+01,1.838000000000001819e+02,5.944581410293988018e-03,5.025454520763807109e-02,9.438008733820679730e-01
5.822500000000000142e+01,1.838000000000001819e+02,5.936458721208080595e-03,5.019612766072090171e-02,9.438674136180710272e-01
5.856875000000000142e+01,1.838000000000001819e+02,5.929417914401499158e-03,5.014549151274693556e-02,9.439250905728515662e-01
5.891250000000000142e+01,1.838000000000001819e+02,5.923312579423572512e-03,5.010158492233900140e-02,9.439751024982373506e-01
5.925625000000000142e+01,1.838000000000001819e+02,5.918016553598339814e-03,5.006350095419145885e-02,9.440184824922102091e-01
3.210000000000000142e+01,1.845375000000001933e+02,8.618405512957374448e-01,1.344369474357594851e-01,3.722501268503172842e-03
3.244375000000000142e+01,1.845375000000001933e+02,8.585024870848098066e-01,1.376473756656436953e-01,3.850137249546337157e-03
3.278750000000000142e+01,1.845375000000001933e+02,8.546325631095913478e-01,1.413671277619775180e-01,4.000309128431046683e-03
3.313125000000000142e+01,1.845375000000001933e+02,8.501463187343155647e-01,1.456763014190206318e-01,4.177379846663796525e-03
3.347500000000000142e+01,1.845375000000001933e+02,8.449467224900272244e-01,1.506666200572551184e-01,4.386657452717742170e-03
3.381875000000000142e+01,1.845375000000001933e+02,8.389229181310932093e-01,1.564424613272310249e-01,4.634620541675716320e-03
3.416250000000000142e+01,1.845375000000001933e+02,8.319492125601066768e-01,1.631215879698813265e-01,4.929199470011905691e-03
3.450625000000000142e+01,1.845375000000001933e+02,8.238845447865421612e-01,1.708353288266739878e-01,5.280126386783962067e-03
3.485000000000000142e+01,1.845375000000001933e+02,8.145727730911971332e-01,1.797278571534771385e-01,5.699369755325722244e-03
3.519375000000000142e+01,1.845375000000001933e+02,8.038442269029686393e-01,1.899541007669552917e-01,6.201672330076074199e-03
3.553750000000000142e+01,1.845375000000001933e+02,7.915190709630999244e-01,2.016757129477624311e-01,6.805216089137652337e-03
3.588125000000000142e+01,1.845375000000001933e+02,7.774130847331408578e-01,2.150544706309165388e-01,7.532444635942501035e-03
3.622500000000000142e+01,1.845375000000001933e+02,7.613464105169897023e-01,2.302425040804774448e-01,8.411085402532837360e-03
3.656875000000000142e+01,1.845375000000001933e+02,7.431555918102410452e-01,2.473689735906377529e-01,9.475434599121182813e-03
3.691250000000000142e+01,1.845375000000001933e+02,7.227087314078649571e-01,2.665232651989045687e-01,1.076800339323041519e-02
3.725625000000000142e+01,1.845375000000001933e+02,6.999228100456087454e-01,2.877355073505328265e-01,1.234168260385845595e-02
3.760000000000000142e+01,1.845375000000001933e+02,6.747811861256010069e-01,3.109561389704671441e-01,1.426267490393198605e-02
3.794375000000000142e+01,1.845375000000001933e+02,6.473482722024238578e-01,3.360371510458485811e-01,1.661457675172752640e-02
3.828750000000000142e+01,1.845375000000001933e+02,6.177777520596389182e-01,3.627180772303945089e-01,1.950417070996656940e-02
3.863125000000000142e+01,1.845375000000001933e+02,5.863109340581400541e-01,3.906193599694108287e-01,2.306970597244895060e-02
3.897500000000000142e+01,1.845375000000001933e+02,5.532632546183842148e-01,4.192440685691810054e-01,2.749267681243472428e-02
3.931875000000000142e+01,1.845375000000001933e+02,5.189994632713474942e-01,4.479862370250719539e-01,3.301429970358040616e-02
3.966250000000000142e+01,1.845375000000001933e+02,4.839010185771124850e-01,4.761410621094928630e-01,3.995791931339466585e-02
4.000625000000000142e+01,1.845375000000001933e+02,4.483317298735388645e-01,5.029100889790701912e-01,4.875818114739092352e-02
4.035000000000000142e+01,1.845375000000001933e+02,4.126088241707605020e-01,5.273947164026968615e-01,5.999645942654274061e-02
4.069375000000000142e+01,1.845375000000001933e+02,3.769861037036784657e-01,5.485751590472300876e-01,7.443873724909150225e-02
4.103750000000000142e+01,1.845375000000001933e+02,3.416540943173774214e-01,5.652804993468886208e-01,9.306540633573397170e-02
4.138125000000000142e+01,1.845375000000001933e+02,3.067597866571363241e-01,5.761693843735341547e-01,1.170708289693294796e-01
4.172500000000000142e+01,1.845375000000001933e+02,2.724459572754873715e-01,5.797592850484112326e-01,1.477947576761012849e-01
4.206875000000000142e+01,1.845375000000001933e+02,2.389060183745531085e-01,5.745582164261154867e-01,1.865357651993313493e-01
4.241250000000000142e+01,1.845375000000001933e+02,2.064426203197267107e-01,5.593477337510034397e-01,2.342096459292698496e-01
4.275625000000000142e+01,1.845375000000001933e+02,1.755062849237752076e-01,5.336105420187786663e-01,2.908831730574461538e-01
4.310000000000000142e+01,1.845375000000001933e+02,1.466812462561676855e-01,4.979779480057355823e-01,3.553408057380968987e-01
4.344375000000000142e+01,1.845375000000001933e+02,1.205958912316999476e-01,4.544515721351531368e-01,4.249525366331468601e-01
4.378750000000000142e+01,1.845375000000001933e+02,9.777504110978212093e-02,4.061705719600807729e-01,4.960543869301372033e-01
4.413125000000000142e+01,1.845375000000001933e+02,7.849862514787302181e-02,3.567308501679106736e-01,5.647705246842164017e-01
4.447500000000000142e+01,1.845375000000001933e+02,6.273874816459548698e-02,3.093613929889530434e-01,6.278998588464514974e-01
4.481875000000000142e+01,1.845375000000001933e+02,5.019885969540562043e-02,2.663428426968579843e-01,6.834582976077363536e-01
4.516250000000000142e+01,1.845375000000001933e+02,4.041853011814102586e-02,2.288496226496415376e-01,7.307318472322174019e-01
4.550625000000000142e+01,1.845375000000001933e+02,3.288575247216934949e-02,1.971314042888488716e-01,7.699828432389816957e-01
4.585000000000000142e+01,1.845375000000001933e+02,2.711813338098997134e-02,1.708340216754813401e-01,8.020478449435286539e-01
4.619375000000000142e+01,1.845375000000001933e+02,2.270426387778015642e-02,1.493004128426163313e-01,8.279953232796034568e-01
4.653750000000000142e+01,1.845375000000001933e+02,1.931462869225512857e-02,1.317832399754499395e-01,8.489021313322949736e-01
4.688125000000000142e+01,1.845375000000001933e+02,1.669545270401726761e-02,1.175668250368954726e-01,8.657377222590872945e-01
4.722500000000000142e+01,1.845375000000001933e+02,1.465577768564436077e-02,1.060227541926970218e-01,8.793214681216586781e-01
4.756875000000000142e+01,1.845375000000001933e+02,1.305365189161192090e-02,9.662562243262008688e-02,8.903207256757680321e-01
4.791250000000000142e+01,1.845375000000001933e+02,1.178403055606244351e-02,8.894847653431682544e-02,8.992674929096208247e-01
4.825625000000000142e+01,1.845375000000001933e+02,1.076912524455659291e-02,8.264990190326473862e-02,9.065809728521786459e-01
4.860000000000000142e+01,1.845375000000001933e+02,9.951086844775669168e-03,7.745911386827018796e-02,9.125897992869541619e-01
4.894375000000000142e+01,1.845375000000001933e+02,9.286611689041532336e-03,7.316199765258964149e-02,9.175513906583687707e-01
4.928750000000000142e+01,1.845375000000001933e+02,8.743023945944125921e-03,6.958918636074852559e-02,9.216677896933073155e-01
4.963125000000000142e+01,1.845375000000001933e+02,8.295448760062556701e-03,6.660636047355621148e-02,9.250981907663813342e-01
4.997500000000000142e+01,1.845375000000001933e+02,7.924774761101541914e-03,6.410656573095054045e-02,9.279686595079478240e-01
5.031875000000000142e+01,1.845375000000001933e+02,7.616181934926065898e-03,6.200422048030935357e-02,9.303795975847645172e-01
5.066250000000000142e+01,1.845375000000001933e+02,7.358072845311743569e-03,6.023047698299152652e-02,9.324114501716966874e-01
5.100625000000000142e+01,1.845375000000001933e+02,7.141291714891893211e-03,5.872964155724338248e-02,9.341290667278647764e-01
5.135000000000000142e+01,1.845375000000001933e+02,6.958549583369454811e-03,5.745641146578971820e-02,9.355850389508407750e-01
5.169375000000000142e+01,1.845375000000001933e+02,6.803997731698333863e-03,5.637373732685736077e-02,9.368222649414442715e-01
5.203750000000000142e+01,1.845375000000001933e+02,6.672908444397707833e-03,5.545116323074799486e-02,9.378759283248543355e-01
5.238125000000000142e+01,1.845375000000001933e+02,6.561434029148574716e-03,5.466353168557051834e-02,9.387750342852809737e-01
5.272500000000000142e+01,1.845375000000001933e+02,6.466423325403241468e-03,5.398996775162154260e-02,9.395436089229751708e-01
5.306875000000000142e+01,1.845375000000001933e+02,6.385280780442565730e-03,5.341307756022882491e-02,9.402016416593287351e-01
5.341250000000000142e+01,1.845375000000001933e+02,6.315857300297551824e-03,5.291831218303245238e-02,9.407658305166700652e-01
5.375625000000000142e+01,1.845375000000001933e+02,6.256365013878892670e-03,5.249345968522643735e-02,9.412501753008947203e-01
5.410000000000000142e+01,1.845375000000001933e+02,6.205310181379718008e-03,5.212823710543849909e-02,9.416664527131818341e-01
5.444375000000000142e+01,1.845375000000001933e+02,6.161439981743547026e-03,5.181396079228202389e-02,9.420245992259743684e-01
5.478750000000000142e+01,1.845375000000001933e+02,6.123700001696322920e-03,5.154327855475619030e-02,9.423330214435473584e-01
5.513125000000000142e+01,1.845375000000001933e+02,6.091200041022821164e-03,5.130995087290639300e-02,9.425988490860707225e-01
5.547500000000000142e+01,1.845375000000001933e+02,6.063186429748177939e-03,5.110867128152061373e-02,9.428281422887311303e-01
5.581875000000000142e+01,1.845375000000001933e+02,6.039019481978155808e-03,5.093491821711409323e-02,9.430260623009076859e-01
5.616250000000000142e+01,1.845375000000001933e+02,6.018155030315977018e-03,5.078483228049359560e-02,9.431970126891903172e-01
5.650625000000000142e+01,1.845375000000001933e+02,6.000129223858666726e-03,5.065511414236564119e-02,9.433447566337755941e-01
5.685000000000000142e+01,1.845375000000001933e+02,5.984545953146093271e-03,5.054293930315045813e-02,9.434725147437035275e-01
5.719375000000000142e+01,1.845375000000001933e+02,5.971066402473978324e-03,5.044588668132565096e-02,9.435830469162003187e-01
5.753750000000000142e+01,1.845375000000001933e+02,5.959400334830162842e-03,5.036187860013523893e-02,9.436787210650346980e-01
5.788125000000000142e+01,1.845375000000001933e+02,5.949298795490939179e-03,5.028913020992578642e-02,9.437615709945833542e-01
5.822500000000000142e+01,1.845375000000001933e+02,5.940547982975378193e-03,5.022610675242753647e-02,9.438333452645971677e-01
5.856875000000000142e+01,1.845375000000001933e+02,5.932964084990921191e-03,5.017148736638818440e-02,9.438955485486207886e-01
5.891250000000000142e+01,1.845375000000001933e+02,5.926388915472030096e-03,5.012413436806530814e-02,9.439494767164627875e-01
5.925625000000000142e+01,1.845375000000001933e+02,5.920686219248883463e-03,5.008306712810887268e-02,9.439962466526423679e-01
3.210000000000000142e+01,1.852750000000002046e+02,8.631098376769428260e-01,1.332174449661969462e-01,3.672717356860211776e-03
3.244375000000000142e+01,1.852750000000002046e+02,8.599742103077387956e-01,1.362341760996061413e-01,3.791613592655064015e-03
3.278750000000000142e+01,1.852750000000002046e+02,8.563390821659470076e-01,1.397295544610685225e-01,3.931363372984428284e-03
3.313125000000000142e+01,1.852750000000002046e+02,8.521249485582574890e-01,1.437790860254151981e-01,4.095965416327317261e-03
3.347500000000000142e+01,1.852750000000002046e+02,8.472403112468671615e-01,1.484694132662368327e-01,4.290275486895919928e-03
3.381875000000000142e+01,1.852750000000002046e+02,8.415803798540802960e-01,1.538994109836086532e-01,4.520209162311037733e-03
3.416250000000000142e+01,1.852750000000002046e+02,8.350259408755146273e-01,1.601810645266800170e-01,4.792994597805300128e-03
3.450625000000000142e+01,1.852750000000002046e+02,8.274425981157942367e-01,1.674399149214793880e-01,5.117486962726448992e-03
3.485000000000000142e+01,1.852750000000002046e+02,8.186806788545073488e-01,1.758147626300042288e-01,5.504558515488516997e-03
3.519375000000000142e+01,1.852750000000002046e+02,8.085762061520496147e-01,1.854562128075157579e-01,5.967581040434616173e-03
3.553750000000000142e+01,1.852750000000002046e+02,7.969534455243140192e-01,1.965235334834179171e-01,6.523020992267975285e-03
3.588125000000000142e+01,1.852750000000002046e+02,7.836296144479873993e-01,2.091792124819703280e-01,7.191173070042384576e-03
3.622500000000000142e+01,1.852750000000002046e+02,7.684223458794620099e-01,2.235805872766634950e-01,7.997066843874632222e-03
3.656875000000000142e+01,1.852750000000002046e+02,7.511603510880345835e-01,2.398680522543240323e-01,8.971596657641262712e-03
3.691250000000000142e+01,1.852750000000002046e+02,7.316973514638674958e-01,2.581496960862121326e-01,1.015295244992042711e-02
3.725625000000000142e+01,1.852750000000002046e+02,7.099286832383080448e-01,2.784828410400643772e-01,1.158847572162756065e-02
3.760000000000000142e+01,1.852750000000002046e+02,6.858090376981785807e-01,3.008538225348200701e-01,1.333713976700140989e-02
3.794375000000000142e+01,1.852750000000002046e+02,6.593687363547825475e-01,3.251582979308318966e-01,1.547296571438561662e-02
3.828750000000000142e+01,1.852750000000002046e+02,6.307250864591678052e-01,3.511850714853951283e-01,1.808984205543701096e-02
3.863125000000000142e+01,1.852750000000002046e+02,6.000851777335401982e-01,3.786064084799165008e-01,2.130841378654329404e-02
3.897500000000000142e+01,1.852750000000002046e+02,5.677373834379231266e-01,4.069766831105273153e-01,2.528593345154967961e-02
3.931875000000000142e+01,1.852750000000002046e+02,5.340309296261872563e-01,4.357388870068404363e-01,3.023018336697234562e-02
3.966250000000000142e+01,1.852750000000002046e+02,4.993457964127014370e-01,4.642354976710344472e-01,3.641870591626392151e-02
4.000625000000000142e+01,1.852750000000002046e+02,4.640580453451830234e-01,4.917175117282920338e-01,4.422444292652504688e-02
4.035000000000000142e+01,1.852750000000002046e+02,4.285074490532079783e-01,5.173444362159783649e-01,5.414811473081364984e-02
4.069375000000000142e+01,1.852750000000002046e+02,3.929744532303973137e-01,5.401700130580461279e-01,6.685553371155651681e-02
4.103750000000000142e+01,1.852750000000002046e+02,3.576721582636174790e-01,5.591145392101429801e-01,8.321330252623945767e-02
4.138125000000000142e+01,1.852750000000002046e+02,3.227568545502429997e-01,5.729357604974726348e-01,1.043073849522842683e-01
4.172500000000000142e+01,1.852750000000002046e+02,2.883582757327616819e-01,5.802266538342278901e-01,1.314150704330104003e-01
4.206875000000000142e+01,1.852750000000002046e+02,2.546277679763216395e-01,5.794868761099374321e-01,1.658853559137409284e-01
4.241250000000000142e+01,1.852750000000002046e+02,2.217971699028036814e-01,5.693233814583661401e-01,2.088794486388301785e-01
4.275625000000000142e+01,1.852750000000002046e+02,1.902313267964192978e-01,5.488096689480589374e-01,2.609590042555218758e-01
4.310000000000000142e+01,1.852750000000002046e+02,1.604451728499604601e-01,5.179457873603181550e-01,3.216090397897212738e-01
4.344375000000000142e+01,1.852750000000002046e+02,1.330543073807234355e-01,4.780287717147740922e-01,3.889169209045025832e-01
4.378750000000000142e+01,1.852750000000002046e+02,1.086525706116770046e-01,4.316711009283204503e-01,4.596763284600026145e-01
4.413125000000000142e+01,1.852750000000002046e+02,8.765837128241689424e-02,3.823299021510258022e-01,5.300117265665572619e-01
4.447500000000000142e+01,1.852750000000002046e+02,7.020473232916268902e-02,3.335088313797147097e-01,5.962864362911225458e-01
4.481875000000000142e+01,1.852750000000002046e+02,5.612663378465625186e-02,2.880147446759115382e-01,6.558586215394323071e-01
4.516250000000000142e+01,1.852750000000002046e+02,4.503799734318418568e-02,2.475794570583397525e-01,7.073825455984760202e-01
4.550625000000000142e+01,1.852750000000002046e+02,3.644567095001109702e-02,2.128890609231266495e-01,7.506652681268621841e-01
4.585000000000000142e+01,1.852750000000002046e+02,2.984872884764149664e-02,1.838572927020075132e-01,7.862939784503509832e-01
4.619375000000000142e+01,1.852750000000002046e+02,2.479962988065565963e-02,1.599500300588522494e-01,8.152503400604920181e-01
4.653750000000000142e+01,1.852750000000002046e+02,2.092914911465020705e-02,1.404461214712348638e-01,8.386247294141148112e-01
4.688125000000000142e+01,1.852750000000002046e+02,1.794760854394894523e-02,1.246034538761726096e-01,8.574489375798783897e-01
4.722500000000000142e+01,1.852750000000002046e+02,1.563463094576899790e-02,1.117450070608007467e-01,8.726203619934301825e-01
4.756875000000000142e+01,1.852750000000002046e+02,1.382545745151419862e-02,1.012921254695343110e-01,8.848824170789515442e-01
4.791250000000000142e+01,1.852750000000002046e+02,1.239791374060475460e-02,9.276849231175292310e-02,8.948335939476422807e-01
4.825625000000000142e+01,1.852750000000002046e+02,1.126156594103261584e-02,8.579045805323028129e-02,9.029479760057370630e-01
4.860000000000000142e+01,1.852750000000002046e+02,1.034930367769203510e-02,8.005264842112257140e-02,9.095980479011854802e-01
4.894375000000000142e+01,1.852750000000002046e+02,9.611052839026565375e-03,7.531331207850959497e-02,9.150756350824638119e-01
4.928750000000000142e+01,1.852750000000002046e+02,9.009176837186320952e-03,7.138129893379174806e-02,9.196095242290219796e-01
4.963125000000000142e+01,1.852750000000002046e+02,8.515147886606309890e-03,6.810523321840041000e-02,9.233796188949932038e-01
4.997500000000000142e+01,1.852750000000002046e+02,8.107146484118095409e-03,6.536483352180066930e-02,9.265280199940812977e-01
5.031875000000000142e+01,1.852750000000002046e+02,7.768329020806629889e-03,6.306409529674451842e-02,9.291675756824488985e-01
5.066250000000000142e+01,1.852750000000002046e+02,7.485572980544577190e-03,6.112599544888138586e-02,9.313884315705740491e-01
5.100625000000000142e+01,1.852750000000002046e+02,7.248562941172666772e-03,5.948840060893752918e-02,9.332630364498897269e-01
5.135000000000000142e+01,1.852750000000002046e+02,7.049120198318984364e-03,5.810090973108526791e-02,9.348499700705956705e-01
5.169375000000000142e+01,1.852750000000002046e+02,6.880707251670638985e-03,5.692241457902062762e-02,9.361968781693086328e-01
5.203750000000000142e+01,1.852750000000002046e+02,6.738058505476414960e-03,5.591920911983834508e-02,9.373427323746852391e-01
5.238125000000000142e+01,1.852750000000002046e+02,6.616902675126249203e-03,5.506351805755790169e-02,9.383195792673157953e-01
5.272500000000000142e+01,1.852750000000002046e+02,6.513752314717017461e-03,5.433234575819898687e-02,9.391539019270839228e-01
