bill_length_mm,bill_depth_mm,Adelie,Gentoo,Chinstrap
4.619375000000000142e+01,1.362500000000000178e+01,4.420916253665839088e-04,9.876093873829276948e-01,1.194852099170575464e-02
4.653750000000000142e+01,1.362500000000000178e+01,4.182647801243917951e-04,9.883652341513181616e-01,1.121650106855729551e-02
4.688125000000000142e+01,1.362500000000000178e+01,3.982403695420982655e-04,9.889970614391596637e-01,1.060469819129821779e-02
4.722500000000000142e+01,1.362500000000000178e+01,3.813396679220975292e-04,9.895277913624144217e-01,1.009086896966339408e-02
4.756875000000000142e+01,1.362500000000000178e+01,3.670204203779467737e-04,9.899755667844766238e-01,9.657412795145502160e-03
4.791250000000000142e+01,1.362500000000000178e+01,3.548463440886456756e-04,9.903548552258749638e-01,9.290298430036311034e-03
4.825625000000000142e+01,1.362500000000000178e+01,3.444640241956537820e-04,9.906772774551367844e-01,8.978258520667643794e-03
4.860000000000000142e+01,1.362500000000000178e+01,3.355853048091640809e-04,9.909522332073590345e-01,8.712181487831746618e-03
4.894375000000000142e+01,1.362500000000000178e+01,3.279737828030263513e-04,9.911873767321043305e-01,8.484649485092515125e-03
4.928750000000000142e+01,1.362500000000000178e+01,3.214343807603143905e-04,9.913889806096223278e-01,8.289585009617421799e-03
4.963125000000000142e+01,1.362500000000000178e+01,3.158052436187515312e-04,9.915622159729450269e-01,8.121978783436177227e-03
4.997500000000000142e+01,1.362500000000000178e+01,3.109513990511443538e-04,9.917113698214279349e-01,7.977678779520965338e-03
5.031875000000000142e+01,1.362500000000000178e+01,3.067597645355017288e-04,9.918400147059226457e-01,7.853225529541754332e-03
5.066250000000000142e+01,1.362500000000000178e+01,3.031351889406907335e-04,9.919511421309519239e-01,7.745722680107375822e-03
5.100625000000000142e+01,1.362500000000000178e+01,2.999972937239288946e-04,9.920472681429968187e-01,7.652734563279309926e-03
5.135000000000000142e+01,1.362500000000000178e+01,2.972779360244531301e-04,9.921305174619705625e-01,7.572204602005087187e-03
5.169375000000000142e+01,1.362500000000000178e+01,2.949191584612516478e-04,9.922026909545472728e-01,7.502389886991258153e-03
5.203750000000000142e+01,1.362500000000000178e+01,2.928715222151659619e-04,9.922653200923748917e-01,7.441808385409785960e-03
5.238125000000000142e+01,1.362500000000000178e+01,2.910927438325375130e-04,9.923197111768139456e-01,7.389196079353408178e-03
5.272500000000000142e+01,1.362500000000000178e+01,2.895465741907750682e-04,9.923669814664840549e-01,7.343471959325097512e-03
5.306875000000000142e+01,1.362500000000000178e+01,2.882018717208146468e-04,9.924080888578241666e-01,7.303709270455089990e-03
5.341250000000000142e+01,1.362500000000000178e+01,2.870318323909390912e-04,9.924438564008798425e-01,7.269111766729184458e-03
5.375625000000000142e+01,1.362500000000000178e+01,2.860133469328413969e-04,9.924749926524520927e-01,7.238994000614997100e-03
5.410000000000000142e+01,1.362500000000000178e+01,2.851264619348003819e-04,9.925021086544462134e-01,7.212764883619056377e-03
5.444375000000000142e+01,1.362500000000000178e+01,2.843539261842174207e-04,9.925257321604418204e-01,7.189913913374120294e-03
5.478750000000000142e+01,1.362500000000000178e+01,2.836808073450112328e-04,9.925463196060514415e-01,7.169999586603592774e-03
5.513125000000000142e+01,1.362500000000000178e+01,2.830941669536308895e-04,9.925642662195534038e-01,7.152639613492944512e-03
5.547500000000000142e+01,1.362500000000000178e+01,2.825827839979104549e-04,9.925799145918414723e-01,7.137502624160513634e-03
5.581875000000000142e+01,1.362500000000000178e+01,2.821369191472136327e-04,9.925935619638796004e-01,7.124301116973170284e-03
5.616250000000000142e+01,1.362500000000000178e+01,2.817481131375787463e-04,9.926054664417562901e-01,7.112785445106081274e-03
5.650625000000000142e+01,1.362500000000000178e+01,2.814090139635787627e-04,9.926158523112339482e-01,7.102738674802560118e-03
5.685000000000000142e+01,1.362500000000000178e+01,2.811132284519584040e-04,9.926249145931588247e-01,7.093972178389164156e-03
5.719375000000000142e+01,1.362500000000000178e+01,2.808551945386940666e-04,9.926328229565906103e-01,7.086321848870661723e-03
5.753750000000000142e+01,1.362500000000000178e+01,2.806300711781550871e-04,9.926397250866975108e-01,7.079644842124398381e-03
5.788125000000000142e+01,1.362500000000000178e+01,2.804336433090789840e-04,9.926457495883957982e-01,7.073816768295049240e-03
5.822500000000000142e+01,1.362500000000000178e+01,2.802622397095463013e-04,9.926510084935817879e-01,7.068729266708599808e-03
5.856875000000000142e+01,1.362500000000000178e+01,2.801126619095273555e-04,9.926555994290339191e-01,7.064287909056584172e-03
5.891250000000000142e+01,1.362500000000000178e+01,2.799821226085260511e-04,9.926596074931884894e-01,7.060410384203004083e-03
5.925625000000000142e+01,1.362500000000000178e+01,2.798681922782994677e-04,9.926631068826301529e-01,7.057024925091588685e-03
3.210000000000000142e+01,1.373000000000000220e+01,8.256062544733815400e-01,2.886928074822688733e-02,1.455244647783914824e-01
3.244375000000000142e+01,1.373000000000000220e+01,7.648182528939457825e-01,3.670769901111285705e-02,1.984740480949414299e-01
3.278750000000000142e+01,1.373000000000000220e+01,6.880677626169620087e-01,4.605942574830279579e-02,2.658728116347351955e-01
3.313125000000000142e+01,1.373000000000000220e+01,5.976752736078179140e-01,5.654424857718653302e-02,3.457804778149954905e-01
3.347500000000000142e+01,1.373000000000000220e+01,4.998085358585466764e-01,6.751470878968054978e-02,4.326767553517728015e-01
3.381875000000000142e+01,1.373000000000000220e+01,4.030771897339653353e-01,7.829889058334647822e-02,5.186239196826882836e-01
3.416250000000000142e+01,1.373000000000000220e+01,3.155383517683921224e-01,8.851546811678560889e-02,5.959461801148221438e-01
3.450625000000000142e+01,1.373000000000000220e+01,2.421399423574108478e-01,9.824704944876143375e-02,6.596130081938276213e-01
3.485000000000000142e+01,1.373000000000000220e+01,1.841294167959277028e-01,1.079931146033074468e-01,7.078774686007647254e-01
3.519375000000000142e+01,1.373000000000000220e+01,1.401065612664778581e-01,1.185088837678098528e-01,7.413845549657123168e-01
3.553750000000000142e+01,1.373000000000000220e+01,1.074881135523646919e-01,1.306661641461063228e-01,7.618457223015290269e-01
3.588125000000000142e+01,1.373000000000000220e+01,8.356548438848324101e-02,1.453886704719780931e-01,7.710458451395387769e-01
3.622500000000000142e+01,1.373000000000000220e+01,6.601274007664646726e-02,1.636431941944698210e-01,7.703440657288838089e-01
3.656875000000000142e+01,1.373000000000000220e+01,5.302081884878549062e-02,1.864458423784466634e-01,7.605333387727678529e-01
3.691250000000000142e+01,1.373000000000000220e+01,4.325465993951311400e-02,2.148450575213821934e-01,7.419002825391046718e-01
3.725625000000000142e+01,1.373000000000000220e+01,3.575561886845464443e-02,2.498489945298467685e-01,7.143953866016985454e-01
3.760000000000000142e+01,1.373000000000000220e+01,2.984545313662464311e-02,2.922719702275929365e-01,6.778825766357824412e-01
3.794375000000000142e+01,1.373000000000000220e+01,2.505051743242656462e-02,3.424932763524464741e-01,6.324562062151269926e-01
3.828750000000000142e+01,1.373000000000000220e+01,2.104760683320599374e-02,4.001636355163951664e-01,5.787887576503988329e-01
3.863125000000000142e+01,1.373000000000000220e+01,1.762617581491204150e-02,4.639579226040035920e-01,5.184159015810844151e-01
3.897500000000000142e+01,1.373000000000000220e+01,1.465985230128118329e-02,5.315224990270550620e-01,4.538176486716637981e-01
3.931875000000000142e+01,1.373000000000000220e+01,1.208136944595300695e-02,5.997381523605708198e-01,3.881804781934760640e-01
3.966250000000000142e+01,1.373000000000000220e+01,9.858551579624006897e-03,6.652814459784237577e-01,3.248600024419522336e-01
4.000625000000000142e+01,1.373000000000000220e+01,7.973037385232846150e-03,7.252880499902598643e-01,2.667389126245072739e-01
4.035000000000000142e+01,1.373000000000000220e+01,6.405253758981759027e-03,7.778473318253602553e-01,2.157474144156579510e-01
4.069375000000000142e+01,1.373000000000000220e+01,5.127583379570502427e-03,8.221604061696472510e-01,1.727120104507821607e-01
4.103750000000000142e+01,1.373000000000000220e+01,4.104495131454119830e-03,8.583836909266083781e-01,1.375118139419373442e-01
4.138125000000000142e+01,1.373000000000000220e+01,3.296383476977737207e-03,8.873074281063709767e-01,1.093961884166512327e-01
4.172500000000000142e+01,1.373000000000000220e+01,2.663992540958570916e-03,9.100253241950354566e-01,8.731068326400595603e-02
4.206875000000000142e+01,1.373000000000000220e+01,2.171664200240607315e-03,9.276852269992406086e-01,7.014310880051867481e-02
4.241250000000000142e+01,1.373000000000000220e+01,1.788985456836149953e-03,9.413412435956854951e-01,5.686977094747840827e-02
4.275625000000000142e+01,1.373000000000000220e+01,1.491147511288498477e-03,9.518883146378954718e-01,4.662053785081608781e-02
4.310000000000000142e+01,1.373000000000000220e+01,1.258526236996536374e-03,9.600495182492040369e-01,3.869195551379926712e-02
4.344375000000000142e+01,1.373000000000000220e+01,1.075913181023003401e-03,9.663907766928279131e-01,3.253331012614919804e-02
4.378750000000000142e+01,1.373000000000000220e+01,9.316718941940968241e-04,9.713462176145739591e-01,2.772211049123192786e-02
4.413125000000000142e+01,1.373000000000000220e+01,8.169619652390839194e-04,9.752449280026842526e-01,2.393811003207662810e-02
4.447500000000000142e+01,1.373000000000000220e+01,7.250864473259753095e-04,9.783348535859619499e-01,2.094005996671197134e-02
4.481875000000000142e+01,1.373000000000000220e+01,6.509708825560747269e-04,9.808024482334882777e-01,1.854658088395571419e-02
4.516250000000000142e+01,1.373000000000000220e+01,5.907604329280546950e-04,9.827880807928984774e-01,1.662115877417357987e-02
4.550625000000000142e+01,1.373000000000000220e+01,5.415144096868752376e-04,9.843977757370795389e-01,1.506070985323348065e-02
4.585000000000000142e+01,1.373000000000000220e+01,5.009773573952271261e-04,9.857120077720505913e-01,1.378701487055422267e-02
4.619375000000000142e+01,1.373000000000000220e+01,4.674085949005122014e-04,9.867922252279675011e-01,1.274036617713208454e-02
4.653750000000000142e+01,1.373000000000000220e+01,4.394556152217405764e-04,9.876856653103218697e-01,1.187487907445658117e-02
4.688125000000000142e+01,1.373000000000000220e+01,4.160600525033158743e-04,9.884289035055244810e-01,1.115503644197229222e-02
4.722500000000000142e+01,1.373000000000000220e+01,3.963876983861215012e-04,9.890504726674157476e-01,1.055313963419803915e-02
4.756875000000000142e+01,1.373000000000000220e+01,3.797762396577639751e-04,9.895728010731625890e-01,1.004742268717952192e-02
4.791250000000000142e+01,1.373000000000000220e+01,3.656960570869065351e-04,9.900136524006373229e-01,9.620651542275726956e-03
4.825625000000000142e+01,1.373000000000000220e+01,3.537206693626812441e-04,9.903872009899676865e-01,9.259078340669623167e-03
4.860000000000000142e+01,1.373000000000000220e+01,3.435043220415139086e-04,9.907048393107721340e-01,8.951656367186137941e-03
4.894375000000000142e+01,1.373000000000000220e+01,3.347648909276016945e-04,9.909757880440447364e-01,8.689447065027656320e-03
4.928750000000000142e+01,1.373000000000000220e+01,3.272707569190645379e-04,9.912075600010573639e-01,8.465169242023491344e-03
4.963125000000000142e+01,1.373000000000000220e+01,3.208306640914035889e-04,9.914063152462452289e-01,8.272854089663286836e-03
4.997500000000000142e+01,1.373000000000000220e+01,3.152858310620576055e-04,9.915771347843824746e-01,8.107579384555385973e-03
5.031875000000000142e+01,1.373000000000000220e+01,3.105037741038001089e-04,9.917242329330989703e-01,7.965263292797354275e-03
5.066250000000000142e+01,1.373000000000000220e+01,3.063734383505674081e-04,9.918511232497086993e-01,7.842503311940786370e-03
5.100625000000000142e+01,1.373000000000000220e+01,3.028013346954048579e-04,9.919607490570806485e-01,7.736449608223836157e-03
5.135000000000000142e+01,1.373000000000000220e+01,2.997084546487794915e-04,9.920555868169562697e-01,7.644704728394819716e-03
5.169375000000000142e+01,1.373000000000000220e+01,2.970277907324041971e-04,9.921377285450178052e-01,7.565243664249802873e-03
5.203750000000000142e+01,1.373000000000000220e+01,2.947023311405656365e-04,9.922089479457708583e-01,7.496349723088550215e-03
5.238125000000000142e+01,1.373000000000000220e+01,2.926834281755816497e-04,9.922707538204547095e-01,7.436562751369584466e-03
5.272500000000000142e+01,1.373000000000000220e+01,2.909294630886547633e-04,9.923244334624093943e-01,7.384637074502009048e-03
5.306875000000000142e+01,1.373000000000000220e+01,2.894047474205662437e-04,9.923710881256109229e-01,7.339507126968484660e-03
5.341250000000000142e+01,1.373000000000000220e+01,2.880786141909312298e-04,9.924116621783600767e-01,7.300259207448945957e-03
5.375625000000000142e+01,1.373000000000000220e+01,2.869246623959473166e-04,9.924469671952749206e-01,7.266108142328952732e-03
5.410000000000000142e+01,1.373000000000000220e+01,2.859201260276824849e-04,9.924777019675281586e-01,7.236377906444167556e-03
5.444375000000000142e+01,1.373000000000000220e+01,2.850453448038675250e-04,9.925044692021202097e-01,7.210485453075902301e-03
5.478750000000000142e+01,1.373000000000000220e+01,2.842833184274237267e-04,9.925277895200532718e-01,7.187927161519341510e-03
5.513125000000000142e+01,1.373000000000000220e+01,2.836193298016522250e-04,9.925481132387551364e-01,7.168267431443254255e-03
5.547500000000000142e+01,1.373000000000000220e+01,2.830406254514834926e-04,9.925658303272759664e-01,7.151129047272707442e-03
5.581875000000000142e+01,1.373000000000000220e+01,2.825361436250417167e-04,9.925812788470482761e-01,7.136185009326689345e-03
5.616250000000000142e+01,1.373000000000000220e+01,2.820962823103471007e-04,9.925947521314701927e-01,7.123151586219476916e-03
5.650625000000000142e+01,1.373000000000000220e+01,2.817127008033553856e-04,9.926065049104958460e-01,7.111782388700848070e-03
5.685000000000000142e+01,1.373000000000000220e+01,2.813781495852300959e-04,9.926167585490126566e-01,7.101863301402088977e-03
5.719375000000000142e+01,1.373000000000000220e+01,2.810863241693322724e-04,9.926257055378752137e-01,7.093208137955274092e-03
5.753750000000000142e+01,1.373000000000000220e+01,2.808317393088541488e-04,9.926335133524351040e-01,7.085654908256014059e-03
5.788125000000000142e+01,1.373000000000000220e+01,2.806096205500840522e-04,9.926403277739854758e-01,7.079062605464542766e-03
5.822500000000000142e+01,1.373000000000000220e+01,2.804158106021558241e-04,9.926462757537675152e-01,7.073308435630192015e-03
5.856875000000000142e+01,1.373000000000000220e+01,2.802466883933937749e-04,9.926514678862973229e-01,7.068285425309368125e-03
5.891250000000000142e+01,1.373000000000000220e+01,2.800990990141622827e-04,9.926560005481926963e-01,7.063900352793234423e-03
5.925625000000000142e+01,1.373000000000000220e+01,2.799702930197945630e-04,9.926599577499669591e-01,7.060071957013303035e-03
3.210000000000000142e+01,1.383500000000000263e+01,8.593865814276494541e-01,2.406531987319000115e-02,1.165480986991604961e-01
3.244375000000000142e+01,1.383500000000000263e+01,8.094605060893179660e-01,3.068189585920509665e-02,1.598575980514768125e-01
3.278750000000000142e+01,1.383500000000000263e+01,7.439592286193277282e-01,3.884755721216345131e-02,2.171932141685088136e-01
3.313125000000000142e+01,1.383500000000000263e+01,6.627756340173993621e-01,4.840233830973816181e-02,2.888220276728625246e-01
3.347500000000000142e+01,1.383500000000000263e+01,5.693733733566468391e-01,5.886977286606401988e-02,3.717568537772891757e-01
3.381875000000000142e+01,1.383500000000000263e+01,4.708858373595602997e-01,6.956446383159875513e-02,4.595496988088408341e-01
3.416250000000000142e+01,1.383500000000000263e+01,3.761028995580124046e-01,7.987491835312267308e-02,5.440221820888649917e-01
3.450625000000000142e+01,1.383500000000000263e+01,2.923652460493575966e-01,8.955207280291650751e-02,6.180826811477259097e-01
3.485000000000000142e+01,1.383500000000000263e+01,2.235032545054267683e-01,9.881123188710114191e-02,6.776855136074720898e-01
3.519375000000000142e+01,1.383500000000000263e+01,1.698347688287666635e-01,1.082334834870714996e-01,7.219317476841619063e-01
3.553750000000000142e+01,1.383500000000000263e+01,1.294672182982065378e-01,1.186004619331459398e-01,7.519323197686474947e-01
3.588125000000000142e+01,1.383500000000000263e+01,9.969490651033903472e-02,1.307778355165794548e-01,7.695272579730816354e-01
3.622500000000000142e+01,1.383500000000000263e+01,7.788853779277921108e-02,1.456733816769453516e-01,7.764380805302754096e-01
3.656875000000000142e+01,1.383500000000000263e+01,6.187052455029289078e-02,1.642405320644874100e-01,7.738889433852196298e-01
3.691250000000000142e+01,1.383500000000000263e+01,4.997932317631816057e-02,1.874873829698936734e-01,7.625332938537880967e-01
3.725625000000000142e+01,1.383500000000000263e+01,4.100085896913430172e-02,2.164561386925525355e-01,7.425430023383132738e-01
3.760000000000000142e+01,1.383500000000000263e+01,3.406730151764054970e-02,2.521428527810773423e-01,7.137898457012822329e-01
3.794375000000000142e+01,1.383500000000000263e+01,2.856568303150903293e-02,2.953339175344110723e-01,6.761003994340799572e-01
3.828750000000000142e+01,1.383500000000000263e+01,2.406846064120464479e-02,3.463555054511202047e-01,6.295760339076751366e-01
3.863125000000000142e+01,1.383500000000000263e+01,2.028496345977017293e-02,4.047766025688775415e-01,5.749384339713522474e-01
3.897500000000000142e+01,1.383500000000000263e+01,1.702776330760713205e-02,4.691708706591272704e-01,5.138013660332656496e-01
3.931875000000000142e+01,1.383500000000000263e+01,1.418692622948860595e-02,5.370884598164995527e-01,4.487246139540117529e-01
3.966250000000000142e+01,1.383500000000000263e+01,1.170663020107425185e-02,6.053513806035257794e-01,3.829419891953999566e-01
4.000625000000000142e+01,1.383500000000000263e+01,9.562287806823834349e-03,6.706381310452119715e-01,3.197995811479642514e-01
4.035000000000000142e+01,1.383500000000000263e+01,7.740274141945985460e-03,7.301460776471497827e-01,2.621136482109043264e-01
4.069375000000000142e+01,1.383500000000000263e+01,6.223905334765864397e-03,7.820612875556649524e-01,2.117148071095692474e-01
4.103750000000000142e+01,1.383500000000000263e+01,4.987482524320497289e-03,8.256836171628415544e-01,1.693289003128380377e-01
4.138125000000000142e+01,1.383500000000000263e+01,3.997006086516887401e-03,8.612460886756165834e-01,1.347569052378664867e-01
4.172500000000000142e+01,1.383500000000000263e+01,3.214279540291799155e-03,8.895847784984249884e-01,1.072009419612831305e-01
4.206875000000000142e+01,1.383500000000000263e+01,2.601380623949226412e-03,9.118119463888016973e-01,8.558667298724900729e-02
4.241250000000000142e+01,1.383500000000000263e+01,2.123866937606612437e-03,9.290753750468437877e-01,6.880075801554959292e-02
4.275625000000000142e+01,1.383500000000000263e+01,1.752375765096456702e-03,9.424190686200919487e-01,5.582855561481175899e-02
4.310000000000000142e+01,1.383500000000000263e+01,1.462962307364515510e-03,9.527240558564099571e-01,4.581298183622538323e-02
4.344375000000000142e+01,1.383500000000000263e+01,1.236686252561159782e-03,9.606993640899876841e-01,3.806394965745107939e-02
4.378750000000000142e+01,1.383500000000000263e+01,1.058865230293339716e-03,9.668984774737852117e-01,3.204265729592140760e-02
4.413125000000000142e+01,1.383500000000000263e+01,9.182596595618268583e-04,9.717452754855795405e-01,2.733646485485864350e-02
4.447500000000000142e+01,1.383500000000000263e+01,8.063247425985379732e-04,9.755607552319399689e-01,2.363292002546148879e-02
4.481875000000000142e+01,1.383500000000000263e+01,7.165821126892627652e-04,9.785866419128320670e-01,2.069677597447872747e-02
4.516250000000000142e+01,1.383500000000000263e+01,6.441184030383005979e-04,9.810046815077783089e-01,1.835120008918339138e-02
4.550625000000000142e+01,1.383500000000000263e+01,5.851974719232391764e-04,9.829517113712433751e-01,1.646309115683336488e-02
4.585000000000000142e+01,1.383500000000000263e+01,5.369662704191689858e-04,9.845311177489758370e-01,1.493191598060507677e-02
4.619375000000000142e+01,1.383500000000000263e+01,4.972342965238514155e-04,9.858214058071782526e-01,1.368135989629783167e-02
4.653750000000000142e+01,1.383500000000000263e+01,4.643092506835146257e-04,9.868825509735201784e-01,1.265313977579643132e-02
4.688125000000000142e+01,1.383500000000000263e+01,4.368748775553103932e-04,9.877606850990565679e-01,1.180244002338813776e-02
4.722500000000000142e+01,1.383500000000000263e+01,4.139001527589370420e-04,9.884915501902870050e-01,1.109454965695412347e-02
4.756875000000000142e+01,1.383500000000000263e+01,3.945716339401273624e-04,9.891030470601933633e-01,1.050238130586654377e-02
4.791250000000000142e+01,1.383500000000000263e+01,3.782428949107290053e-04,9.896171216775588864e-01,1.000463542753024515e-02
4.825625000000000142e+01,1.383500000000000263e+01,3.643965614589480856e-04,9.900511671942109349e-01,9.584436244330134247e-03
4.860000000000000142e+01,1.383500000000000263e+01,3.526156611697537366e-04,9.904190713057444695e-01,9.228313033085876194e-03
4.894375000000000142e+01,1.383500000000000263e+01,3.425618791435992437e-04,9.907320031434320162e-01,8.925434977424406488e-03
4.928750000000000142e+01,1.383500000000000263e+01,3.339589548812617109e-04,9.909990081216657476e-01,8.667032923452992754e-03
4.963125000000000142e+01,1.383500000000000263e+01,3.265799245484365802e-04,9.912274605234374647e-01,8.445959552014114385e-03
4.997500000000000142e+01,1.383500000000000263e+01,3.202372542856229574e-04,9.914234101476590011e-01,8.256352598055450437e-03
5.031875000000000142e+01,1.383500000000000263e+01,3.147751590393042353e-04,9.915918496224581657e-01,8.093375218502603038e-03
5.066250000000000142e+01,1.383500000000000263e+01,3.100635830668023213e-04,9.917369219562555127e-01,7.953014460677814909e-03
5.100625000000000142e+01,1.383500000000000263e+01,3.059934513179669489e-04,9.918620827954598429e-01,7.831923753222306758e-03
5.135000000000000142e+01,1.383500000000000263e+01,3.024728986906156589e-04,9.919702281409182865e-01,7.727298960391239258e-03
5.169375000000000142e+01,1.383500000000000263e+01,2.994242563304721052e-04,9.920637955566653510e-01,7.636780187004164888e-03
5.203750000000000142e+01,1.383500000000000263e+01,2.967816276475889348e-04,9.921448449067731268e-01,7.558373465579335676e-03
5.238125000000000142e+01,1.383500000000000263e+01,2.944889265650075844e-04,9.922151231808719052e-01,7.490387892563098345e-03
5.272500000000000142e+01,1.383500000000000263e+01,2.924982803303621446e-04,9.922761168740367177e-01,7.431384845632815588e-03
5.306875000000000142e+01,1.383500000000000263e+01,2.907687216409853633e-04,9.923290945699392296e-01,7.380136708419757566e-03
5.341250000000000142e+01,1.383500000000000263e+01,2.892651117758626299e-04,9.923751417636659244e-01,7.335593124558309475e-03
5.375625000000000142e+01,1.383500000000000263e+01,2.879572492961231679e-04,9.924151894988852973e-01,7.296853251818604010e-03
5.410000000000000142e+01,1.383500000000000263e+01,2.868191286990527233e-04,9.924500380441603209e-01,7.263142827140637442e-03
5.444375000000000142e+01,1.383500000000000263e+01,2.858283209480733090e-04,9.924803765666646571e-01,7.233795112387137252e-03
5.478750000000000142e+01,1.383500000000000263e+01,2.849654536146089623e-04,9.925067995574498037e-01,7.208234988935464764e-03
5.513125000000000142e+01,1.383500000000000263e+01,2.842137728751038795e-04,9.925298206052579619e-01,7.185965621867013500e-03
5.547500000000000142e+01,1.383500000000000263e+01,2.835587731196604656e-04,9.925498839942522578e-01,7.166557232627971188e-03
5.581875000000000142e+01,1.383500000000000263e+01,2.829878826817942535e-04,9.925673745063899878e-01,7.149637610928084516e-03
5.616250000000000142e+01,1.383500000000000263e+01,2.824901963677936491e-04,9.925826257351103576e-01,7.134884068521899284e-03
5.650625000000000142e+01,1.383500000000000263e+01,2.820562471823899920e-04,9.925959271587715405e-01,7.122016594045964440e-03
5.685000000000000142e+01,1.383500000000000263e+01,2.816778110159619958e-04,9.926075301761968506e-01,7.110792012787128455e-03
5.719375000000000142e+01,1.383500000000000263e+01,2.813477391545681069e-04,9.926176532700458077e-01,7.100998990799594138e-03
5.753750000000000142e+01,1.383500000000000263e+01,2.810598143566723811e-04,9.926264864344379601e-01,7.092453751205378583e-03
5.788125000000000142e+01,1.383500000000000263e+01,2.808086269549800234e-04,9.926341949796889663e-01,7.084996393356165004e-03
5.822500000000000142e+01,1.383500000000000263e+01,2.805894680234182858e-04,9.926409228079781100e-01,7.078487723998472779e-03
5.856875000000000142e+01,1.383500000000000263e+01,2.803982371251408741e-04,9.926467952382864723e-01,7.072806524588440454e-03
5.891250000000000142e+01,1.383500000000000263e+01,2.802313625487462675e-04,9.926519214462925511e-01,7.067847191158647437e-03
5.925625000000000142e+01,1.383500000000000263e+01,2.800857322632760698e-04,9.926563965745324181e-01,7.063517693204470448e-03
3.210000000000000142e+01,1.394000000000000306e+01,8.865026405881901717e-01,2.011155742607263069e-02,9.338580198573719071e-02
3.244375000000000142e+01,1.394000000000000306e+01,8.462834154877586501e-01,2.560726332836207181e-02,1.281093211838793544e-01
3.278750000000000142e+01,1.394000000000000306e+01,7.919547799255742815e-01,3.257323921667586858e-02,1.754719808577497042e-01
3.313125000000000142e+01,1.394000000000000306e+01,7.217150010965075468e-01,4.103278770508890505e-02,2.372522111984036175e-01
3.347500000000000142e+01,1.394000000000000306e+01,6.363890209728274572e-01,5.072707139922409680e-02,3.128839076279484877e-01
3.381875000000000142e+01,1.394000000000000306e+01,5.406013505338831404e-01,6.109577466573944821e-02,3.983028748003775155e-01
3.416250000000000142e+01,1.394000000000000306e+01,4.422724088385113772e-01,7.144428262766319704e-02,4.862833085338255645e-01
3.450625000000000142e+01,1.394000000000000306e+01,3.500883740647756648e-01,8.124861566320447370e-02,5.686630102720199309e-01
3.485000000000000142e+01,1.394000000000000306e+01,2.704868330216069205e-01,9.039834276685153325e-02,6.391148242115415323e-01
3.519375000000000142e+01,1.394000000000000306e+01,2.061846344960008293e-01,9.922744859520840621e-02,6.945879169087907368e-01
3.553750000000000142e+01,1.394000000000000306e+01,1.566897952061759303e-01,1.083790264043448803e-01,7.349311783894793004e-01
3.588125000000000142e+01,1.394000000000000306e+01,1.197414056208410543e-01,1.186474744097706230e-01,7.616111199693883504e-01
3.622500000000000142e+01,1.394000000000000306e+01,9.258805387235356787e-02,1.308867692170303243e-01,7.765251769106161772e-01
3.656875000000000142e+01,1.394000000000000306e+01,7.271108096595507719e-02,1.459884798865422051e-01,7.813004391475026900e-01
3.691250000000000142e+01,1.394000000000000306e+01,5.808598372620173839e-02,1.648945307641183911e-01,7.770194855096799191e-01
3.725625000000000142e+01,1.394000000000000306e+01,4.719238320623238281e-02,1.886070064121768142e-01,7.642006103815908169e-01
3.760000000000000142e+01,1.394000000000000306e+01,3.892820286712863481e-02,2.181630396676227379e-01,7.429087574652486481e-01
3.794375000000000142e+01,1.394000000000000306e+01,3.250828815235699831e-02,2.545464785098690563e-01,7.129452333377739315e-01
3.828750000000000142e+01,1.394000000000000306e+01,2.737861834038037012e-02,2.985143146630848121e-01,6.741070669965348872e-01
3.863125000000000142e+01,1.394000000000000306e+01,2.315317663920263627e-02,3.503370899000493588e-01,6.265097334607478974e-01
3.897500000000000142e+01,1.394000000000000306e+01,1.957063473971445977e-02,4.094994966501227518e-01,5.709298686101628162e-01
3.931875000000000142e+01,1.394000000000000306e+01,1.646448341756048123e-02,4.744729678066192391e-01,5.090625487758203560e-01
3.966250000000000142e+01,1.394000000000000306e+01,1.373969809182513761e-02,5.427134336991049635e-01,4.435468682090699111e-01
4.000625000000000142e+01,1.394000000000000306e+01,1.135081313495032648e-02,6.109892874415284725e-01,3.776598994235212392e-01
4.035000000000000142e+01,1.394000000000000306e+01,9.280042221277758768e-03,6.759875582933412286e-01,3.147323994853808982e-01
4.069375000000000142e+01,1.394000000000000306e+01,7.517935131573388365e-03,7.349726573444150812e-01,2.575094075240116354e-01
4.103750000000000142e+01,1.394000000000000306e+01,6.050311604039525053e-03,7.862296219276756482e-01,2.077200664682847808e-01
4.138125000000000142e+01,1.394000000000000306e+01,4.853135597899959318e-03,8.291562487506034529e-01,1.659906156514967257e-01
4.172500000000000142e+01,1.394000000000000306e+01,3.893768944096550645e-03,8.640595986618198054e-01,1.320466323940836795e-01
4.206875000000000142e+01,1.394000000000000306e+01,3.135305124014474594e-03,8.918187073237021645e-01,1.050459875522834069e-01
4.241250000000000142e+01,1.394000000000000306e+01,2.541066158111586568e-03,9.135620878542395351e-01,8.389684598764877987e-02
4.275625000000000142e+01,1.394000000000000306e+01,2.077755350856287306e-03,9.304359882185648800e-01,6.748625643057902523e-02
4.310000000000000142e+01,1.394000000000000306e+01,1.717004921846325676e-03,9.434735542329875102e-01,5.480944084516634757e-02
