bill_depth_mm,flipper_length_mm,Adelie,Gentoo,Chinstrap
2.013500000000002643e+01,1.852750000000002046e+02,7.221545228677066497e-01,4.836022623321916368e-03,2.730094545089714053e-01
2.024000000000003041e+01,1.852750000000002046e+02,7.229933102804345646e-01,4.799317684056806851e-03,2.722073720355087101e-01
2.034500000000002728e+01,1.852750000000002046e+02,7.238148240047206361e-01,4.765428801081034345e-03,2.714197471941982576e-01
2.045000000000003126e+01,1.852750000000002046e+02,7.246200877514207273e-01,4.734063504439751414e-03,2.706458487441394944e-01
2.055500000000002814e+01,1.852750000000002046e+02,7.254100047083538172e-01,4.704962632264733657e-03,2.698850326593814630e-01
2.066000000000003212e+01,1.852750000000002046e+02,7.261853700934136624e-01,4.677896284443250167e-03,2.691367336221429651e-01
2.076500000000002899e+01,1.852750000000002046e+02,7.269468825671547840e-01,4.652660314916961734e-03,2.684004571179282594e-01
2.087000000000003297e+01,1.852750000000002046e+02,7.276951546015790750e-01,4.629073282470768172e-03,2.676757721159500614e-01
2.097500000000002984e+01,1.852750000000002046e+02,7.284307218938990136e-01,4.606973793151798030e-03,2.669623043129490947e-01
2.108000000000003382e+01,1.852750000000002046e+02,7.291540519067620796e-01,4.586218178334556736e-03,2.662597299149033758e-01
2.118500000000003070e+01,1.852750000000002046e+02,7.298655516097185547e-01,4.566678461385535043e-03,2.655677699288958027e-01
2.129000000000003467e+01,1.852750000000002046e+02,7.305655744905464877e-01,4.548240573249840227e-03,2.648861849362036391e-01
2.139500000000003155e+01,1.852750000000002046e+02,7.312544268993568242e-01,4.530802783379547435e-03,2.642147703172635920e-01
1.309999999999999964e+01,1.860125000000002160e+02,2.260901448278931219e-02,9.573685379278025209e-01,2.002244758940832994e-02
1.320500000000000007e+01,1.860125000000002160e+02,2.542447725714359896e-02,9.522772920529650742e-01,2.229823068989137541e-02
1.331000000000000050e+01,1.860125000000002160e+02,2.883712036715227467e-02,9.461319116886561797e-01,2.503096794419150742e-02
1.341500000000000092e+01,1.860125000000002160e+02,3.299270262760636147e-02,9.386826262676720711e-01,2.832467110472162292e-02
1.352000000000000135e+01,1.860125000000002160e+02,3.807358522264118333e-02,9.296194513755526856e-01,3.230696340180620046e-02
1.362500000000000178e+01,1.860125000000002160e+02,4.430616334706038995e-02,9.185610431989879032e-01,3.713279345395182479e-02
1.373000000000000220e+01,1.860125000000002160e+02,5.196804899338133138e-02,9.050446803964836695e-01,4.298727061013510320e-02
1.383500000000000263e+01,1.860125000000002160e+02,6.139335756453535853e-02,8.885203706789311928e-01,5.008627175653334457e-02
1.394000000000000306e+01,1.860125000000002160e+02,7.297325707683539886e-02,8.683540524521961013e-01,5.867269047096861784e-02
1.404500000000000348e+01,1.860125000000002160e+02,8.714741392418354216e-02,8.438472675726034211e-01,6.900531850321317551e-02
1.415000000000000391e+01,1.860125000000002160e+02,1.043804746419410567e-01,8.142828215745442355e-01,8.133670378351473551e-02
1.425500000000000433e+01,1.860125000000002160e+02,1.251171829074992359e-01,7.790061860253619797e-01,9.587663106713875671e-02
1.436000000000000476e+01,1.860125000000002160e+02,1.497117945728297372e-01,7.375479771038364607e-01,1.127402283233339686e-01
1.446500000000000519e+01,1.860125000000002160e+02,1.783341377130519545e-01,6.897806472758093443e-01,1.318852150111385901e-01
1.457000000000000561e+01,1.860125000000002160e+02,2.108668749017608146e-01,6.360817008442936071e-01,1.530514242539455505e-01
1.467500000000000604e+01,1.860125000000002160e+02,2.468234117218534307e-01,5.774520283217076111e-01,1.757245599564389027e-01
1.478000000000000647e+01,1.860125000000002160e+02,2.853249349682380753e-01,5.155262439489806114e-01,1.991488210827813132e-01
1.488500000000000689e+01,1.860125000000002160e+02,3.251668953924196637e-01,4.524304254820705196e-01,2.224026791255098445e-01
1.499000000000000732e+01,1.860125000000002160e+02,3.649753124950246841e-01,3.904963398688132692e-01,2.445283476361620467e-01
1.509500000000000774e+01,1.860125000000002160e+02,4.034134784855551992e-01,3.319070491216686847e-01,2.646794723927760051e-01
1.520000000000000817e+01,1.860125000000002160e+02,4.393746450418541949e-01,2.783848143562456801e-01,2.822405406019001251e-01
1.530500000000000860e+01,1.860125000000002160e+02,4.721038946084152865e-01,2.310118719679565558e-01,2.968842334236281300e-01
1.541000000000000902e+01,1.860125000000002160e+02,5.012268716494072684e-01,1.902122375688207467e-01,3.085608907817719571e-01
1.551500000000000945e+01,1.860125000000002160e+02,5.267007219639431304e-01,1.558599894331379743e-01,3.174392886029189231e-01
1.562000000000000988e+01,1.860125000000002160e+02,5.487230513761336415e-01,1.274491397586087482e-01,3.238278088652576936e-01
1.572500000000001030e+01,1.860125000000002160e+02,5.676341569431665457e-01,1.042655036137175029e-01,3.281003394431158959e-01
1.583000000000001073e+01,1.860125000000002160e+02,5.838351394234813085e-01,8.552487107028598767e-02,3.306399895062326899e-01
1.593500000000001116e+01,1.860125000000002160e+02,5.977304594121023440e-01,7.046607191597233089e-02,3.318034686719253390e-01
1.604000000000001336e+01,1.860125000000002160e+02,6.096938836162091313e-01,5.840314899011652544e-02,3.319029673936742530e-01
1.614500000000001023e+01,1.860125000000002160e+02,6.200524080608696975e-01,4.874727160261996955e-02,3.312003203365103676e-01
1.625000000000001421e+01,1.860125000000002160e+02,6.290820362992481929e-01,4.100941547906243601e-02,3.299085482216893572e-01
1.635500000000001108e+01,1.860125000000002160e+02,6.370103401089532991e-01,3.479255025569766291e-02,3.281971096353489270e-01
1.646000000000001506e+01,1.860125000000002160e+02,6.440222465298961474e-01,2.977925498716514977e-02,3.261984984829386369e-01
1.656500000000001194e+01,1.860125000000002160e+02,6.502668477881377029e-01,2.571830411899176175e-02,3.240148480928706776e-01
1.667000000000001592e+01,1.860125000000002160e+02,6.558640223569809358e-01,2.241208619279221395e-02,3.217238914502268954e-01
1.677500000000001279e+01,1.860125000000002160e+02,6.609102988287869351e-01,1.970566215249921690e-02,3.193840390187138167e-01
1.688000000000001677e+01,1.860125000000002160e+02,6.654837727084564891e-01,1.747767065022108601e-02,3.170385566413224110e-01
1.698500000000001364e+01,1.860125000000002160e+02,6.696480873093787478e-01,1.563298358979340122e-02,3.147189291008278267e-01
1.709000000000001762e+01,1.860125000000002160e+02,6.734555825234715964e-01,1.409688592694158076e-02,3.124475315495869321e-01
1.719500000000001450e+01,1.860125000000002160e+02,6.769497465397662506e-01,1.281051981496414242e-02,3.102397336452695775e-01
1.730000000000001847e+01,1.860125000000002160e+02,6.801671052104986126e-01,1.172734610369044125e-02,3.081055486858110815e-01
1.740500000000001535e+01,1.860125000000002160e+02,6.831386690539278383e-01,1.081040851303115453e-02,3.060509224330409950e-01
1.751000000000001933e+01,1.860125000000002160e+02,6.858910383484840834e-01,1.003022304769028358e-02,3.040787386038255047e-01
1.761500000000001620e+01,1.860125000000002160e+02,6.884472472246313535e-01,9.363150482719722473e-03,3.021896022926490177e-01
1.772000000000002018e+01,1.860125000000002160e+02,6.908274102429233787e-01,8.790140254124471572e-03,3.003824495029520647e-01
1.782500000000001705e+01,1.860125000000002160e+02,6.930492203722754541e-01,8.295759179439683370e-03,2.986550204482848470e-01
1.793000000000002103e+01,1.860125000000002160e+02,6.951283355526521879e-01,7.867438442805988960e-03,2.970042260045416826e-01
1.803500000000001791e+01,1.860125000000002160e+02,6.970786818291210274e-01,7.494887923177265959e-03,2.954264302477016546e-01
1.814000000000002188e+01,1.860125000000002160e+02,6.989126939648729886e-01,7.169639018211235691e-03,2.939176670169156291e-01
1.824500000000001876e+01,1.860125000000002160e+02,7.006415090656018529e-01,6.884686357519361442e-03,2.924738045768786598e-01
1.835000000000002274e+01,1.860125000000002160e+02,7.022751247086447268e-01,6.634205835608563036e-03,2.910906694557467977e-01
1.845500000000001961e+01,1.860125000000002160e+02,7.038225300600582379e-01,6.413331737651404782e-03,2.897641382022902445e-01
1.856000000000002359e+01,1.860125000000002160e+02,7.052918162339152364e-01,6.217979783182068891e-03,2.884902039829025933e-01
1.866500000000002046e+01,1.860125000000002160e+02,7.066902705064606049e-01,6.044705986099584843e-03,2.872650235074398761e-01
1.877000000000002444e+01,1.860125000000002160e+02,7.080244577938548112e-01,5.890593562789524576e-03,2.860849486433557076e-01
1.887500000000002132e+01,1.860125000000002160e+02,7.093002919223305724e-01,5.753161895006905953e-03,2.849465461826624080e-01
1.898000000000002530e+01,1.860125000000002160e+02,7.105230985781727515e-01,5.630292907255701404e-03,2.838466085145714968e-01
1.908500000000002217e+01,1.860125000000002160e+02,7.116976713581543157e-01,5.520171252802689305e-03,2.827821573890429430e-01
1.919000000000002615e+01,1.860125000000002160e+02,7.128283220016154997e-01,5.421235495651900542e-03,2.817504425027324566e-01
1.929500000000002302e+01,1.860125000000002160e+02,7.139189256383635662e-01,5.332138086032654246e-03,2.807489362756036555e-01
1.940000000000002700e+01,1.860125000000002160e+02,7.149729617064817244e-01,5.251712398042691216e-03,2.797753258954756017e-01
1.950500000000002387e+01,1.860125000000002160e+02,7.159935510622873478e-01,5.178945463063276862e-03,2.788275034746493519e-01
1.961000000000002785e+01,1.860125000000002160e+02,7.169834897075484381e-01,5.112955316355092053e-03,2.779035549760964785e-01
1.971500000000002473e+01,1.860125000000002160e+02,7.179452794868371734e-01,5.052972095725151956e-03,2.770017484174376876e-01
1.982000000000002871e+01,1.860125000000002160e+02,7.188811560535537382e-01,4.998322204643550724e-03,2.761205217418026825e-01
1.992500000000002558e+01,1.860125000000002160e+02,7.197931143615824423e-01,4.948414988588095871e-03,2.752584706498294453e-01
2.003000000000002956e+01,1.860125000000002160e+02,7.206829319071694773e-01,4.902731481026624365e-03,2.744143366118039218e-01
2.013500000000002643e+01,1.860125000000002160e+02,7.215521899198503730e-01,4.860814860689209767e-03,2.735869952194603383e-01
2.024000000000003041e+01,1.860125000000002160e+02,7.224022926802829980e-01,4.822262329536060668e-03,2.727754449901809708e-01
2.034500000000002728e+01,1.860125000000002160e+02,7.232344851253652562e-01,4.786718174873988256e-03,2.719787966997607165e-01
2.045000000000003126e+01,1.860125000000002160e+02,7.240498688861602972e-01,4.753867822339340014e-03,2.711962632915004279e-01
2.055500000000002814e+01,1.860125000000002160e+02,7.248494168912210656e-01,4.723432721222058268e-03,2.704271503875569360e-01
2.066000000000003212e+01,1.860125000000002160e+02,7.256339866565326702e-01,4.695165931623954472e-03,2.696708474118434395e-01
2.076500000000002899e+01,1.860125000000002160e+02,7.264043323730835500e-01,4.668848305609436811e-03,2.689268193213071867e-01
2.087000000000003297e+01,1.860125000000002160e+02,7.271611158938754427e-01,4.644285172904262689e-03,2.681945989332202851e-01
2.097500000000002984e+01,1.860125000000002160e+02,7.279049167137963128e-01,4.621303456682945149e-03,2.674737798295206415e-01
2.108000000000003382e+01,1.860125000000002160e+02,7.286362410281030932e-01,4.599749157232234376e-03,2.667640098146646377e-01
2.118500000000003070e+01,1.860125000000002160e+02,7.293555299482169518e-01,4.579485151321762738e-03,2.660649849004612655e-01
2.129000000000003467e+01,1.860125000000002160e+02,7.300631669470556417e-01,4.560389263377543495e-03,2.653764437895668737e-01
2.139500000000003155e+01,1.860125000000002160e+02,7.307594846001463917e-01,4.542352571378124003e-03,2.646981628284754140e-01
1.309999999999999964e+01,1.867500000000002274e+02,2.116359971331996381e-02,9.599858829130643034e-01,1.885051737361565297e-02
1.320500000000000007e+01,1.867500000000002274e+02,2.367979434781531528e-02,9.554245015980792344e-01,2.089570405410564810e-02
1.331000000000000050e+01,1.867500000000002274e+02,2.672084287768342406e-02,9.499335071548845599e-01,2.334564996743215479e-02
1.341500000000000092e+01,1.867500000000002274e+02,3.041399989164357900e-02,9.432938387401967884e-01,2.629216136815953203e-02
1.352000000000000135e+01,1.867500000000002274e+02,3.491894239024157659e-02,9.352326873726038992e-01,2.984837023715454507e-02
1.362500000000000178e+01,1.867500000000002274e+02,4.043491254784117167e-02,9.254125113817709414e-01,3.415257607038790777e-02
1.373000000000000220e+01,1.867500000000002274e+02,4.720818509909522481e-02,9.134200888595598311e-01,3.937172604134488857e-02
1.383500000000000263e+01,1.867500000000002274e+02,5.553873714049440552e-02,8.987577118542844357e-01,4.570355100522112413e-02
1.394000000000000306e+01,1.867500000000002274e+02,6.578403763464582554e-02,8.808402484192054960e-01,5.337571394614868542e-02
1.404500000000000348e+01,1.867500000000002274e+02,7.835652784520470704e-02,8.590039874432010558e-01,6.263948471159408449e-02
1.415000000000000391e+01,1.867500000000002274e+02,9.370978275075754482e-02,8.325356070716232182e-01,7.375461017761929250e-02
1.425500000000000433e+01,1.867500000000002274e+02,1.123070845571549486e-01,8.007312389040628364e-01,8.696167653878220105e-02
1.436000000000000476e+01,1.867500000000002274e+02,1.345664170402029458e-01,7.629943371706533473e-01,1.024392457891437347e-01
1.446500000000000519e+01,1.867500000000002274e+02,1.607795944506165142e-01,7.189738239848466606e-01,1.202465815645367836e-01
1.457000000000000561e+01,1.867500000000002274e+02,1.910121936777376406e-01,6.687281280488721613e-01,1.402596782733902259e-01
1.467500000000000604e+01,1.867500000000002274e+02,2.250048969388826203e-01,6.128775355660212032e-01,1.621175674950961210e-01
1.478000000000000647e+01,1.867500000000002274e+02,2.621106932966542624e-01,5.526861799458533397e-01,1.852031267574924256e-01
1.488500000000000689e+01,1.867500000000002274e+02,3.013057158907047617e-01,4.900136279762635216e-01,2.086806561330317722e-01
1.499000000000000732e+01,1.867500000000002274e+02,3.412942699287331849e-01,4.271095862115056319e-01,2.315961438597612665e-01
1.509500000000000774e+01,1.867500000000002274e+02,3.806922424990402676e-01,3.662882306800707699e-01,2.530195268208889625e-01
1.520000000000000817e+01,1.867500000000002274e+02,4.182361768236805277e-01,3.095774693745616535e-01,2.721863538017577633e-01
1.530500000000000860e+01,1.867500000000002274e+02,4.529525146308811534e-01,2.584527493516863283e-01,2.885947360174326293e-01
1.541000000000000902e+01,1.867500000000002274e+02,4.842420903495676110e-01,2.137236427259323890e-01,3.020342669245000278e-01
1.551500000000000945e+01,1.867500000000002274e+02,5.118738707293482015e-01,1.755736037441018582e-01,3.125525255265499402e-01
1.562000000000000988e+01,1.867500000000002274e+02,5.359142465657577015e-01,1.437013249016190763e-01,3.203844285326232777e-01
1.572500000000001030e+01,1.867500000000002274e+02,5.566296378016369895e-01,1.174973956400087727e-01,3.258729665583541824e-01
1.583000000000001073e+01,1.867500000000002274e+02,5.743933191051565634e-01,9.620529366171944041e-02,3.294013872331240655e-01
1.593500000000001116e+01,1.867500000000002274e+02,5.896130889953080656e-01,7.904154691786281772e-02,3.313453640868291861e-01
1.604000000000001336e+01,1.867500000000002274e+02,6.026837851666393409e-01,6.527119420786348103e-02,3.320450206254972336e-01
1.614500000000001023e+01,1.867500000000002274e+02,6.139612629853236081e-01,5.424631612231732569e-02,3.317924208923588858e-01
1.625000000000001421e+01,1.867500000000002274e+02,6.237518162582363912e-01,4.541893997629920660e-02,3.308292437654642981e-01
1.635500000000001108e+01,1.867500000000002274e+02,6.323112235557838412e-01,3.833858898130091536e-02,3.293501874629153336e-01
1.646000000000001506e+01,1.867500000000002274e+02,6.398489552244460699e-01,3.264206116604818908e-02,3.275089836095056439e-01
1.656500000000001194e+01,1.867500000000002274e+02,6.465345712206105322e-01,2.804031657562431126e-02,3.254251122037651323e-01
1.667000000000001592e+01,1.867500000000002274e+02,6.525045536724902728e-01,2.430525109877068948e-02,3.231901952287390412e-01
1.677500000000001279e+01,1.867500000000002274e+02,6.578686607906580885e-01,2.125772594257626172e-02,3.208736132667656671e-01
1.688000000000001677e+01,1.867500000000002274e+02,6.627154136052866296e-01,1.875737215546246020e-02,3.185272142392509553e-01
1.698500000000001364e+01,1.867500000000002274e+02,6.671166238873463827e-01,1.669422694500384552e-02,3.161891491676497856e-01
1.709000000000001762e+01,1.867500000000002274e+02,6.711310217441249781e-01,1.498203717209406136e-02,3.138869410837810681e-01
1.719500000000001450e+01,1.867500000000002274e+02,6.748071046063814915e-01,1.355298228799914698e-02,3.116399131056193372e-01
1.730000000000001847e+01,1.867500000000002274e+02,6.781853450644673709e-01,1.235355840879080215e-02,3.094610965267418634e-01
1.740500000000001535e+01,1.867500000000002274e+02,6.812998872903965886e-01,1.134138838057262288e-02,3.073587243290308857e-01
1.751000000000001933e+01,1.867500000000002274e+02,6.841798443126508866e-01,1.048275819368122384e-02,3.053373974936677282e-01
1.761500000000001620e+01,1.867500000000002274e+02,6.868502884891305449e-01,9.750717071357852678e-03,3.033989944395117377e-01
1.772000000000002018e+01,1.867500000000002274e+02,6.893330086904221332e-01,9.123612065811989233e-03,3.015433792437659521e-01
1.782500000000001705e+01,1.867500000000002274e+02,6.916470914114268842e-01,8.583956305887719893e-03,2.997689522826855191e-01
1.793000000000002103e+01,1.867500000000002274e+02,6.938093696351443906e-01,8.117552999344742476e-03,2.980730773655108079e-01
1.803500000000001791e+01,1.867500000000002274e+02,6.958347726177939174e-01,7.712815437781972601e-03,2.964524119444241212e-01
1.814000000000002188e+01,1.867500000000002274e+02,6.977366014783825676e-01,7.360237355550078471e-03,2.949031611660674068e-01
1.824500000000001876e+01,1.867500000000002274e+02,6.995267491359081768e-01,7.051978837472854499e-03,2.934212720266191066e-01
1.835000000000002274e+01,1.867500000000002274e+02,7.012158783453814603e-01,6.781541249839651009e-03,2.920025804047788887e-01
1.845500000000001961e+01,1.867500000000002274e+02,7.028135679958020798e-01,6.543510965067995781e-03,2.906429210391299756e-01
1.856000000000002359e+01,1.867500000000002274e+02,7.043284351665962673e-01,6.333356427834978437e-03,2.893382084055687864e-01
1.866500000000002046e+01,1.867500000000002274e+02,7.057682384690588950e-01,6.147266733376890654e-03,2.880844947975642611e-01
1.877000000000002444e+01,1.867500000000002274e+02,7.071399667511101272e-01,5.982022637450191624e-03,2.868780106114397488e-01
1.887500000000002132e+01,1.867500000000002274e+02,7.084499161831819825e-01,5.834893005882788898e-03,2.857151908109352156e-01
1.898000000000002530e+01,1.867500000000002274e+02,7.097037579688998399e-01,5.703551301554577596e-03,2.845926907295455166e-01
1.908500000000002217e+01,1.867500000000002274e+02,7.109065983603342076e-01,5.586007920073264577e-03,2.835073937195927152e-01
1.919000000000002615e+01,1.867500000000002274e+02,7.120630322474423846e-01,5.480555114169727293e-03,2.824564126383878326e-01
1.929500000000002302e+01,1.867500000000002274e+02,7.131771912930192636e-01,5.385721959959379780e-03,2.814370867470214477e-01
1.940000000000002700e+01,1.867500000000002274e+02,7.142527873672861460e-01,5.300237367606630209e-03,2.804469752651070902e-01
1.950500000000002387e+01,1.867500000000002274e+02,7.152931518776887154e-01,5.222999563667314951e-03,2.794838485586439991e-01
1.961000000000002785e+01,1.867500000000002274e+02,7.163012714731167296e-01,5.153050801932952500e-03,2.785456777249503135e-01
1.971500000000002473e+01,1.867500000000002274e+02,7.172798205157651097e-01,5.089556316231595018e-03,2.776306231680034653e-01
1.982000000000002871e+01,1.867500000000002274e+02,7.182311906496161580e-01,5.031786729222497388e-03,2.767370226211613438e-01
1.992500000000002558e+01,1.867500000000002274e+02,7.191575177458867651e-01,4.979103288578636162e-03,2.758633789655346447e-01
2.003000000000002956e+01,1.867500000000002274e+02,7.200607064683282044e-01,4.930945425850570031e-03,2.750083481058212542e-01
2.013500000000002643e+01,1.867500000000002274e+02,7.209424526718410942e-01,4.886820231219859284e-03,2.741707270969390153e-01
2.024000000000003041e+01,1.867500000000002274e+02,7.218042638242410103e-01,4.846293515010254710e-03,2.733494426607486760e-01
2.034500000000002728e+01,1.867500000000002274e+02,7.226474776215884299e-01,4.808982188642911895e-03,2.725435401897687848e-01
2.045000000000003126e+01,1.867500000000002274e+02,7.234732789511771900e-01,4.774547747103980756e-03,2.717521733017188024e-01
2.055500000000002814e+01,1.867500000000002274e+02,7.242827153422635167e-01,4.742690674581532921e-03,2.709745939831549322e-01
2.066000000000003212e+01,1.867500000000002274e+02,7.250767110323657061e-01,4.713145626776036635e-03,2.702101433408581332e-01
2.076500000000002899e+01,1.867500000000002274e+02,7.258560797660907893e-01,4.685677269098765911e-03,2.694582429648105237e-01
2.087000000000003297e+01,1.867500000000002274e+02,7.266215364336723326e-01,4.660076670798527811e-03,2.687183868955291821e-01
2.097500000000002984e+01,1.867500000000002274e+02,7.273737076475410568e-01,4.636158171986041326e-03,2.679901341804730719e-01
2.108000000000003382e+01,1.867500000000002274e+02,7.281131413471637615e-01,4.613756654332765161e-03,2.672731019985035150e-01
2.118500000000003070e+01,1.867500000000002274e+02,7.288403155149782986e-01,4.592725157521458310e-03,2.665669593275002414e-01
2.129000000000003467e+01,1.867500000000002274e+02,7.295556460794316855e-01,4.572932792805641487e-03,2.658714211277627970e-01
2.139500000000003155e+01,1.867500000000002274e+02,7.302594940748635688e-01,4.554262912682605600e-03,2.651862430124537484e-01
1.309999999999999964e+01,1.874875000000002387e+02,1.986853464688527124e-02,9.623363093352109709e-01,1.779515601790386536e-02
1.320500000000000007e+01,1.874875000000002387e+02,2.212130366091833236e-02,9.582428235272995032e-01,1.963587281178231711e-02
1.331000000000000050e+01,1.874875000000002387e+02,2.483585815269076166e-02,9.533287666441903063e-01,2.183537520311899446e-02
1.341500000000000092e+01,1.874875000000002387e+02,2.812319201735044918e-02,9.474022439072111723e-01,2.447456407543834381e-02
1.352000000000000135e+01,1.874875000000002387e+02,3.212284607633127814e-02,9.402237106408565248e-01,2.765344328281218664e-02
1.362500000000000178e+01,1.874875000000002387e+02,3.700958610775009761e-02,9.314955083269088609e-01,3.149490556534113167e-02
1.373000000000000220e+01,1.874875000000002387e+02,4.300076438394220824e-02,9.208507217691337399e-01,3.614851384692397557e-02
1.383500000000000263e+01,1.874875000000002387e+02,5.036364267744140172e-02,9.078427685112665513e-01,4.179358881129208864e-02
1.394000000000000306e+01,1.874875000000002387e+02,5.942121227953154478e-02,8.919384097406272138e-01,4.864037797984133160e-02
1.404500000000000348e+01,1.874875000000002387e+02,7.055392799952751870e-02,8.725187341655286088e-01,5.692733783494368510e-02
1.415000000000000391e+01,1.874875000000002387e+02,8.419329715919096624e-02,8.488950208084501403e-01,6.691168203235881018e-02
1.425500000000000433e+01,1.874875000000002387e+02,1.008017153619706480e-01,8.203486681697118588e-01,7.884961646831747939e-02
1.436000000000000476e+01,1.874875000000002387e+02,1.208321155136795472e-01,7.862051555968667671e-01,9.296272888945364410e-02
1.446500000000000519e+01,1.874875000000002387e+02,1.446624090301162346e-01,7.459487188126763257e-01,1.093888721572075229e-01
1.457000000000000561e+01,1.874875000000002387e+02,1.725053656031393656e-01,6.993738932813661213e-01,1.281207411154944853e-01
1.467500000000000604e+01,1.874875000000002387e+02,2.043057932590136017e-01,6.467507229439951599e-01,1.489434837969911829e-01
1.478000000000000647e+01,1.874875000000002387e+02,2.396517256153893605e-01,5.889564010346461931e-01,1.713918733499643354e-01
1.488500000000000689e+01,1.874875000000002387e+02,2.777373469052413779e-01,5.275106515192139467e-01,1.947520015755446476e-01
1.499000000000000732e+01,1.874875000000002387e+02,3.174112188144915803e-01,4.644638619089205833e-01,2.181249192765878642e-01
1.509500000000000774e+01,1.874875000000002387e+02,3.573172497406885695e-01,4.021348001617324197e-01,2.405479500975790941e-01
1.520000000000000817e+01,1.874875000000002387e+02,3.960962473919301674e-01,3.427612452699119738e-01,2.611425073381579143e-01
1.530500000000000860e+01,1.874875000000002387e+02,4.325862085641820620e-01,2.881715729207011689e-01,2.792422185151166025e-01
1.541000000000000902e+01,1.874875000000002387e+02,4.659605556729408127e-01,2.395759461856560302e-01,2.944634981414031016e-01
1.551500000000000945e+01,1.874875000000002387e+02,4.957743987856604861e-01,1.975185238792240838e-01,3.067070773351154855e-01
1.562000000000000988e+01,1.874875000000002387e+02,5.219278883887605858e-01,1.619662236158413149e-01,3.161058879953980716e-01
1.572500000000001030e+01,1.874875000000002387e+02,5.445802808500127545e-01,1.324719192704976178e-01,3.229477998794895721e-01
1.583000000000001073e+01,1.874875000000002387e+02,5.640513333673118357e-01,1.083494313885190324e-01,3.275992352441692290e-01
1.593500000000001116e+01,1.874875000000002387e+02,5.807354105036354186e-01,8.881959731157308691e-02,3.304449921847913973e-01
1.604000000000001336e+01,1.874875000000002387e+02,5.950392895255239845e-01,7.311191935624809790e-02,3.318487911182279038e-01
1.614500000000001023e+01,1.874875000000002387e+02,6.073440161201609788e-01,6.052379707049125590e-02,3.321321868093478624e-01
1.625000000000001421e+01,1.874875000000002387e+02,6.179858911803637334e-01,5.044732237488595838e-02,3.315667864447504054e-01
1.635500000000001108e+01,1.874875000000002387e+02,6.272504211699819754e-01,4.237487667412838388e-02,3.303747021558897101e-01
1.646000000000001506e+01,1.874875000000002387e+02,6.353738991019644011e-01,3.589279050901351964e-02,3.287333103890221486e-01
1.656500000000001194e+01,1.874875000000002387e+02,6.425487748465698035e-01,3.066950453252843822e-02,3.267817206209017167e-01
1.667000000000001592e+01,1.874875000000002387e+02,6.489303808470074930e-01,2.644217433694466546e-02,3.246274448160478832e-01
1.677500000000001279e+01,1.874875000000002387e+02,6.546436418878830432e-01,2.300384903618871851e-02,3.223525090759283285e-01
1.688000000000001677e+01,1.874875000000002387e+02,6.597891013290095863e-01,2.019219148504626180e-02,3.200187071859441623e-01
1.698500000000001364e+01,1.874875000000002387e+02,6.644480178073142174e-01,1.788003508478197209e-02,3.176719471079037516e-01
1.709000000000001762e+01,1.874875000000002387e+02,6.686865152107972499e-01,1.596772225212455404e-02,3.153457625370781892e-01
1.719500000000001450e+01,1.874875000000002387e+02,6.725588777290710807e-01,1.437701425178289187e-02,3.130641080191460257e-01
1.730000000000001847e+01,1.874875000000002387e+02,6.761101220528621392e-01,1.304631444807089966e-02,3.108435634990668883e-01
1.740500000000001535e+01,1.874875000000002387e+02,6.793779828504206142e-01,1.192695357649726541e-02,3.086950635730822401e-01
1.751000000000001933e+01,1.874875000000002387e+02,6.823944347836121693e-01,1.098031561838492924e-02,3.066252495980029691e-01
1.761500000000001620e+01,1.874875000000002387e+02,6.851868552590036909e-01,1.017561983224773807e-02,3.046375249087485693e-01
1.772000000000002018e+01,1.874875000000002387e+02,6.877789123597979337e-01,9.488210414515217683e-03,3.027328772256868694e-01
1.782500000000001705e+01,1.874875000000002387e+02,6.901912445106570537e-01,8.898236750865535019e-03,3.009105187384773505e-01
1.793000000000002103e+01,1.874875000000002387e+02,6.924419833082869902e-01,8.389633324035300835e-03,2.991683833676776483e-01
1.803500000000001791e+01,1.874875000000002387e+02,6.945471587056908369e-01,7.949329265794228411e-03,2.975035120285149381e-01
1.814000000000002188e+01,1.874875000000002387e+02,6.965210160951691432e-01,7.566633951141252257e-03,2.959123499536895907e-01
1.824500000000001876e+01,1.874875000000002387e+02,6.983762673895829165e-01,7.232757725072697444e-03,2.943909748853443253e-01
1.835000000000002274e+01,1.874875000000002387e+02,7.001242925348776236e-01,6.940436580018942946e-03,2.929352708851034603e-01
1.845500000000001961e+01,1.874875000000002387e+02,7.017753036213201234e-01,6.683637015448701431e-03,2.915410593632312142e-01
1.856000000000002359e+01,1.874875000000002387e+02,7.033384805773160720e-01,6.457322942517462229e-03,2.902041964801663765e-01
1.866500000000002046e+01,1.874875000000002387e+02,7.048220850697423101e-01,6.257270768134672728e-03,2.889206441621229304e-01
1.877000000000002444e+01,1.874875000000002387e+02,7.062335574950143746e-01,6.079922032426027766e-03,2.876865204725596592e-01
1.887500000000002132e+01,1.874875000000002387e+02,7.075796006683230388e-01,5.922265432729297181e-03,2.864981338989476822e-01
1.898000000000002530e+01,1.874875000000002387e+02,7.088662528848193034e-01,5.781741937067545051e-03,2.853520051781131550e-01
1.908500000000002217e+01,1.874875000000002387e+02,7.100989523456441299e-01,5.656168114909268345e-03,2.842448795394466043e-01
1.919000000000002615e+01,1.874875000000002387e+02,7.112825944461236283e-01,5.543673901726429466e-03,2.831737316521500403e-01
