sepal width (cm),petal width (cm),setosa,versicolor,virginica
3.520000000000001350e+00,5.800000000000000711e-01,9.104827214737943875e-01,8.939704963828380702e-02,1.202288879218181041e-04
3.560000000000001386e+00,5.800000000000000711e-01,9.152462738942884757e-01,8.464463871656241478e-02,1.090873891490744090e-04
3.600000000000001421e+00,5.800000000000000711e-01,9.196776642956817627e-01,8.022317242126776604e-02,9.916328305048109680e-05
3.640000000000001457e+00,5.800000000000000711e-01,9.238005463693401698e-01,7.610914134454523083e-02,9.031228611452654653e-05
3.680000000000001492e+00,5.800000000000000711e-01,9.276371264115129689e-01,7.228046564276154051e-02,8.240794572551694060e-05
3.720000000000001528e+00,5.800000000000000711e-01,9.312081916395682502e-01,6.871646893961659563e-02,7.533942081510236022e-05
3.760000000000001563e+00,5.800000000000000711e-01,9.345331519813895316e-01,6.539783848964382529e-02,6.900952896650659936e-05
3.800000000000001599e+00,5.800000000000000711e-01,9.376300918267735929e-01,6.230657514176559525e-02,6.333303146070600039e-05
3.840000000000001634e+00,5.800000000000000711e-01,9.405158288035058156e-01,5.942593606662493338e-02,5.823512986935961105e-05
3.880000000000001670e+00,5.800000000000000711e-01,9.432059771543710447e-01,5.674037269561964247e-02,5.365015000930719121e-05
3.920000000000001705e+00,5.800000000000000711e-01,9.457150137433983916e-01,5.423546586531151348e-02,4.952039129020121584e-05
3.960000000000001741e+00,5.800000000000000711e-01,9.480563451117465235e-01,5.189785976660680339e-02,4.579512164671862916e-05
4.000000000000001776e+00,5.800000000000000711e-01,9.502423743393528799e-01,4.971519596034124078e-02,4.242970030590951798e-05
4.040000000000001812e+00,5.800000000000000711e-01,9.522845667524233448e-01,4.767604843500641842e-02,3.938481257023507780e-05
4.080000000000001847e+00,5.800000000000000711e-01,9.541935137543042789e-01,4.576986044311416590e-02,3.662580258149055406e-05
4.120000000000001883e+00,5.800000000000000711e-01,9.559789942536308649e-01,4.398688365470622419e-02,3.412209166295233041e-05
4.160000000000001918e+00,5.800000000000000711e-01,9.576500333241937390e-01,4.231812000448998551e-02,3.184667131622912758e-05
4.200000000000001954e+00,5.800000000000000711e-01,9.592149578607029881e-01,4.075526647801720054e-02,2.977566127966339117e-05
4.240000000000001990e+00,5.800000000000000711e-01,9.606814490981387955e-01,3.929066297761725501e-02,2.788792424405037867e-05
4.280000000000002025e+00,5.800000000000000711e-01,9.620565919438105462e-01,3.791724332631114108e-02,2.616472987826730384e-05
4.320000000000002061e+00,5.800000000000000711e-01,9.633469211342583494e-01,3.662848940398905073e-02,2.458946175250714908e-05
4.360000000000002096e+00,5.800000000000000711e-01,9.645584642768975092e-01,3.541838836153147346e-02,2.314736157100742183e-05
2.000000000000000000e+00,6.200000000000001066e-01,2.753765970317905709e-01,7.130818292239793355e-01,1.154157374423015088e-02
2.040000000000000036e+00,6.200000000000001066e-01,2.939356697108198024e-01,6.956307220657065304e-01,1.043360822347370875e-02
2.080000000000000071e+00,6.200000000000001066e-01,3.132355383130820403e-01,6.773450229587176796e-01,9.419438728200307809e-03
2.120000000000000107e+00,6.200000000000001066e-01,3.332267128515807864e-01,6.582809897401472599e-01,8.492297408271981540e-03
2.160000000000000142e+00,6.200000000000001066e-01,3.538488506735957828e-01,6.385052812253485532e-01,7.645868101055754151e-03
2.200000000000000178e+00,6.200000000000001066e-01,3.750311532829201933e-01,6.180945975071979737e-01,6.874249209881782771e-03
2.240000000000000213e+00,6.200000000000001066e-01,3.966931138707531779e-01,5.971349672266957898e-01,6.171918902550982064e-03
2.280000000000000249e+00,6.200000000000001066e-01,4.187456140334035459e-01,5.757206828516445718e-01,5.533703114951923907e-03
2.320000000000000284e+00,6.200000000000001066e-01,4.410923477420181649e-01,5.539529055273565428e-01,4.954746730625301035e-03
2.360000000000000320e+00,6.200000000000001066e-01,4.636315299355149300e-01,5.319379818909791835e-01,4.430488173505858773e-03
2.400000000000000355e+00,6.200000000000001066e-01,4.862578280460500002e-01,5.097855344498204433e-01,3.956637504129608546e-03
2.440000000000000391e+00,6.200000000000001066e-01,5.088644392393101290e-01,4.876064028024814090e-01,3.529157958208512750e-03
2.480000000000000426e+00,6.200000000000001066e-01,5.313452257903732434e-01,4.655105234883039622e-01,3.144250721322936187e-03
2.520000000000000462e+00,6.200000000000001066e-01,5.535968169402561978e-01,4.436048404541412804e-01,2.798342605602517890e-03
2.560000000000000497e+00,6.200000000000001066e-01,5.755205882287012242e-01,4.219913355777892283e-01,2.488076193509585615e-03
2.600000000000000533e+00,6.200000000000001066e-01,5.970244383679124134e-01,4.007652596846237869e-01,2.210301947463876038e-03
2.640000000000000568e+00,6.200000000000001066e-01,6.180242982042297717e-01,3.800136300400357992e-01,1.962071755734335482e-03
2.680000000000000604e+00,6.200000000000001066e-01,6.384453246615677813e-01,3.598140419439705417e-01,1.740633394461790382e-03
2.720000000000000639e+00,6.200000000000001066e-01,6.582227529099075047e-01,3.402338216613036703e-01,1.543425428788711747e-03
2.760000000000000675e+00,6.200000000000001066e-01,6.773024004382407481e-01,3.213295274159734816e-01,1.368072145785797838e-03
2.800000000000000711e+00,6.200000000000001066e-01,6.956408355059355841e-01,3.031467862948140080e-01,1.212378199250468622e-03
2.840000000000000746e+00,6.200000000000001066e-01,7.132052382457435558e-01,2.857204390122574655e-01,1.074322741999027275e-03
2.880000000000000782e+00,6.200000000000001066e-01,7.299729946238868727e-01,2.690749524600401510e-01,9.520529160730430498e-04
2.920000000000000817e+00,6.200000000000001066e-01,7.459310711634394853e-01,2.532250521786218456e-01,8.438766579386705819e-04
2.960000000000000853e+00,6.200000000000001066e-01,7.610752219018116493e-01,2.381765232492336071e-01,7.482548489545980900e-04
3.000000000000000888e+00,6.200000000000001066e-01,7.754090789389632699e-01,2.239271281629877930e-01,6.637928980490509934e-04
3.040000000000000924e+00,6.200000000000001066e-01,7.889431748362208952e-01,2.104675932810616823e-01,5.892318827174564859e-04
3.080000000000000959e+00,6.200000000000001066e-01,8.016939398566100827e-01,1.977826207464798980e-01,5.234393969101522066e-04
3.120000000000000995e+00,6.200000000000001066e-01,8.136827104123710575e-01,1.858518893254707260e-01,4.654002621582404111e-04
3.160000000000001030e+00,6.200000000000001066e-01,8.249347778434973355e-01,1.746510149023367542e-01,4.142072541658766457e-04
3.200000000000001066e+00,6.200000000000001066e-01,8.354784994045134638e-01,1.641524486113397352e-01,3.690519841467694096e-04
3.240000000000001101e+00,6.200000000000001066e-01,8.453444865459072144e-01,1.543262973986990194e-01,3.292160553936784276e-04
3.280000000000001137e+00,6.200000000000001066e-01,8.545648795502774897e-01,1.451410578561148357e-01,2.940625936077733869e-04
3.320000000000001172e+00,6.200000000000001066e-01,8.631727124933682438e-01,1.365642592800571098e-01,2.630282265744964725e-04
3.360000000000001208e+00,6.200000000000001066e-01,8.712013684064219277e-01,1.285630160270526401e-01,2.356155665254218163e-04
3.400000000000001243e+00,6.200000000000001066e-01,8.786841213937995887e-01,1.211044923780667526e-01,2.113862281334951256e-04
3.440000000000001279e+00,6.200000000000001066e-01,8.856537602262540831e-01,1.141562853764830632e-01,1.899543972628552524e-04
3.480000000000001315e+00,6.200000000000001066e-01,8.921422864692938326e-01,1.076867325800316411e-01,1.709809506744969080e-04
3.520000000000001350e+00,6.200000000000001066e-01,8.981806793867280758e-01,1.016651524983392119e-01,1.541681149326432825e-04
3.560000000000001386e+00,6.200000000000001066e-01,9.037987195497713122e-01,9.606202580660734569e-02,1.392546436214487586e-04
3.600000000000001421e+00,6.200000000000001066e-01,9.090248631588783157e-01,9.084912535572442494e-02,1.260114853972926015e-04
3.640000000000001457e+00,6.200000000000001066e-01,9.138861594398561827e-01,8.599960264911452046e-02,1.142379110293149322e-04
3.680000000000001492e+00,6.200000000000001066e-01,9.184082040158227933e-01,8.148803791912145877e-02,1.037580650557637596e-04
3.720000000000001528e+00,6.200000000000001066e-01,9.226151218077482952e-01,7.729046028560335180e-02,9.441790664836425531e-05
3.760000000000001563e+00,6.200000000000001066e-01,9.265295737205196946e-01,7.338434377508028239e-02,8.608250439994813983e-05
3.800000000000001599e+00,6.200000000000001066e-01,9.301727820853366024e-01,6.974858426392474553e-02,7.863365073865368122e-05
3.840000000000001634e+00,6.200000000000001066e-01,9.335645705218394985e-01,6.636346171488567702e-02,7.196776327476778223e-05
3.880000000000001670e+00,6.200000000000001066e-01,9.367234145340053164e-01,6.321059142359782002e-02,6.599404239675794414e-05
3.920000000000001705e+00,6.200000000000001066e-01,9.396664997498817007e-01,6.027286739343318961e-02,6.063285668526031318e-05
3.960000000000001741e+00,6.200000000000001066e-01,9.424097852502288930e-01,5.753440041969284241e-02,5.581433007842241732e-05
4.000000000000001776e+00,6.200000000000001066e-01,9.449680699031369757e-01,5.498045298976139000e-02,5.147710710163551855e-05
4.040000000000001812e+00,6.200000000000001066e-01,9.473550600319357029e-01,5.259737269326571901e-02,4.756727479839591220e-05
4.080000000000001847e+00,6.200000000000001066e-01,9.495834370955675841e-01,5.037252548221474169e-02,4.403742221773207532e-05
4.120000000000001883e+00,6.200000000000001066e-01,9.516649243586831064e-01,4.829422982092131805e-02,4.084582039541390845e-05
4.160000000000001918e+00,6.200000000000001066e-01,9.536103517783631744e-01,4.635169251394431061e-02,3.795570769253408920e-05
4.200000000000001954e+00,6.200000000000001066e-01,9.554297185410844939e-01,4.453494679179784838e-02,3.533466711763124865e-05
4.240000000000001990e+00,6.200000000000001066e-01,9.571322528528383167e-01,4.283479306330544023e-02,3.295408385630724344e-05
4.280000000000002025e+00,6.200000000000001066e-01,9.587264687222868398e-01,4.124274260504368766e-02,3.078867266951944162e-05
4.320000000000002061e+00,6.200000000000001066e-01,9.602202195863580592e-01,3.975096434753586788e-02,2.881606610614529388e-05
4.360000000000002096e+00,6.200000000000001066e-01,9.616207487139740717e-01,3.835223483040894887e-02,2.701645561700166342e-05
2.000000000000000000e+00,6.600000000000000311e-01,2.343565938023595141e-01,7.505977096412694838e-01,1.504569655637095528e-02
2.040000000000000036e+00,6.600000000000000311e-01,2.511068251615391489e-01,7.352573199534874204e-01,1.363585488497346190e-02
2.080000000000000071e+00,6.600000000000000311e-01,2.686777136099196550e-01,7.189798404120747444e-01,1.234244597800575327e-02
2.120000000000000107e+00,6.600000000000000311e-01,2.870444508397404504e-01,7.017984120303484286e-01,1.115713712991120779e-02
2.160000000000000142e+00,6.600000000000000311e-01,3.061715282821180217e-01,6.837563109310595966e-01,1.007216078682239904e-02
2.200000000000000178e+00,6.600000000000000311e-01,3.260124080889449938e-01,6.649073185930268748e-01,9.080273318028294488e-03
2.240000000000000213e+00,6.600000000000000311e-01,3.465094898253457401e-01,6.453157956070835199e-01,8.174714567570778162e-03
2.280000000000000249e+00,6.600000000000000311e-01,3.675944096184468601e-01,6.250564214659207751e-01,7.349168915632397700e-03
2.320000000000000284e+00,6.600000000000000311e-01,3.891886940525182137e-01,6.042135774408362581e-01,6.597728506645500479e-03
2.360000000000000320e+00,6.600000000000000311e-01,4.112047730040338522e-01,5.828803677896223778e-01,5.914859206343834122e-03
2.400000000000000355e+00,6.600000000000000311e-01,4.335473350594517550e-01,5.611572952088031974e-01,5.295369731745103170e-03
2.440000000000000391e+00,6.600000000000000311e-01,4.561149877947283660e-01,5.391506279470162921e-01,4.734384258255394835e-03
2.480000000000000426e+00,6.600000000000000311e-01,4.788021649532913093e-01,5.169705163943678627e-01,4.227318652340791502e-03
2.520000000000000462e+00,6.600000000000000311e-01,5.015012054339873515e-01,4.947289342506375753e-01,3.769860315375016344e-03
2.560000000000000497e+00,6.600000000000000311e-01,5.241045167797937498e-01,4.725375317547704790e-01,3.357951465435694838e-03
2.600000000000000533e+00,6.600000000000000311e-01,5.465067298619419311e-01,4.505054945972005176e-01,2.987775540857654042e-03
2.640000000000000568e+00,6.600000000000000311e-01,5.686067523355544662e-01,4.287375013711978156e-01,2.655746293247726944e-03
2.680000000000000604e+00,6.600000000000000311e-01,5.903096360874594550e-01,4.073318648555894206e-01,2.358499056951046322e-03
2.720000000000000639e+00,6.600000000000000311e-01,6.115281874422269226e-01,3.863789289162586904e-01,2.092883641514364443e-03
2.760000000000000675e+00,6.600000000000000311e-01,6.321842668639024998e-01,3.659597748419481378e-01,1.855958294149340953e-03
2.800000000000000711e+00,6.600000000000000311e-01,6.522097454239678127e-01,3.461452703590003899e-01,1.644984217031826698e-03
2.840000000000000746e+00,6.600000000000000311e-01,6.715471064128727408e-01,3.269954733946222603e-01,1.457420192504882981e-03
2.880000000000000782e+00,6.600000000000000311e-01,6.901497003016757725e-01,3.085593827397035693e-01,1.290916958620690665e-03
2.920000000000000817e+00,6.600000000000000311e-01,7.079816783073907827e-01,2.908750106148357273e-01,1.143311077773401588e-03
2.960000000000000853e+00,6.600000000000000311e-01,7.250176430560206775e-01,2.739697388013307422e-01,1.012618142648592443e-03
3.000000000000000888e+00,6.600000000000000311e-01,7.412420637721810479e-01,2.578609109698116741e-01,8.970252580073203403e-04
3.040000000000000924e+00,6.600000000000000311e-01,7.566485080477391989e-01,2.425566091345262854e-01,7.948828177345612818e-04
3.080000000000000959e+00,6.600000000000000311e-01,7.712387429492268964e-01,2.280565613904458055e-01,7.046956603272845794e-04
3.120000000000000995e+00,6.600000000000000311e-01,7.850217556874524716e-01,2.143531305814325993e-01,6.251137311149276626e-04
3.160000000000001030e+00,6.600000000000000311e-01,7.980127391116061952e-01,2.014323384818939855e-01,5.549224064999011335e-04
3.200000000000001066e+00,6.600000000000000311e-01,8.102320807519433066e-01,1.892748866017154030e-01,4.930326463412670933e-04
3.240000000000001101e+00,6.600000000000000311e-01,8.217043868048534705e-01,1.778571420569966810e-01,4.384711381498243273e-04
3.280000000000001137e+00,6.600000000000000311e-01,8.324575649937605570e-01,1.671520644219570140e-01,3.903705842824453068e-04
3.320000000000001172e+00,6.600000000000000311e-01,8.425219831575876395e-01,1.571300565783475267e-01,3.479602640647592310e-04
3.360000000000001208e+00,6.600000000000000311e-01,8.519297140658428358e-01,1.477597289544873571e-01,3.105569796696826430e-04
3.400000000000001243e+00,6.600000000000000311e-01,8.607138715406472684e-01,1.390085719892692473e-01,2.775564700833420815e-04
3.440000000000001279e+00,6.600000000000000311e-01,8.689080385644930571e-01,1.308435360820182358e-01,2.484253534885428336e-04
3.480000000000001315e+00,6.600000000000000311e-01,8.765457846581883317e-01,1.232315217055886675e-01,2.226936362230510396e-04
3.520000000000001350e+00,6.600000000000000311e-01,8.836602673515375761e-01,1.161397848415015172e-01,1.999478069608262196e-04
3.560000000000001386e+00,6.600000000000000311e-01,8.902839109255115124e-01,1.095362645561480802e-01,1.798245183403618754e-04
3.600000000000001421e+00,6.600000000000000311e-01,8.964481546458991090e-01,1.033898405090740713e-01,1.620048450268298033e-04
3.640000000000001457e+00,6.600000000000000311e-01,9.021832622983686489e-01,9.767052860461450381e-02,1.462090970168941747e-04
3.680000000000001492e+00,6.600000000000000311e-01,9.075181848444994204e-01,9.234962299589920265e-02,1.321921596014810087e-04
3.720000000000001528e+00,6.600000000000000311e-01,9.124804683327050192e-01,8.739979234086053816e-02,1.197393264344069440e-04
3.760000000000001563e+00,6.600000000000000311e-01,9.170961997191164894e-01,8.279513769166044201e-02,1.086625892229032680e-04
3.800000000000001599e+00,6.600000000000000311e-01,9.213899839015872173e-01,7.851121875214082946e-02,9.879734627190087885e-05
3.840000000000001634e+00,6.600000000000000311e-01,9.253849459823212387e-01,7.452505452556260068e-02,8.999949211610219887e-05
3.880000000000001670e+00,6.600000000000000311e-01,9.291027535040534691e-01,7.081510364450574468e-02,8.214285144079231553e-05
3.920000000000001705e+00,6.600000000000000311e-01,9.325636541173113470e-01,6.736122896054000386e-02,7.511692214857060138e-05
3.960000000000001741e+00,6.600000000000000311e-01,9.357865248091188359e-01,6.414465029633480142e-02,6.882489454630908755e-05
4.000000000000001776e+00,6.600000000000000311e-01,9.387889294422713249e-01,6.114788864170775384e-02,6.318191602093074257e-05
4.040000000000001812e+00,6.600000000000000311e-01,9.415871819114309815e-01,5.835470451546827947e-02,5.811357310061426472e-05
4.080000000000001847e+00,6.600000000000000311e-01,9.441964127150496155e-01,5.575003271959893397e-02,5.355456535133089075e-05
4.120000000000001883e+00,6.600000000000000311e-01,9.466306371713462120e-01,5.331991528059580598e-02,4.944754805808367342e-05
4.160000000000001918e+00,6.600000000000000311e-01,9.489028238753705047e-01,5.105143400159876943e-02,4.574212303083710851e-05
4.200000000000001954e+00,6.600000000000000311e-01,9.510249623071600489e-01,4.893264373371897236e-02,4.239395912090555287e-05
4.240000000000001990e+00,6.600000000000000311e-01,9.530081287635111531e-01,4.695250721037545066e-02,3.936402611343199160e-05
4.280000000000002025e+00,6.600000000000000311e-01,9.548625500035990976e-01,4.510083206883528512e-02,3.661792756566873552e-05
4.320000000000002061e+00,6.600000000000000311e-01,9.565976641772313549e-01,4.336821050288117846e-02,3.412531988740432850e-05
4.360000000000002096e+00,6.600000000000000311e-01,9.582221787492375409e-01,4.174596184424919643e-02,3.185940651329673308e-05
2.000000000000000000e+00,7.000000000000000666e-01,1.976276977805220270e-01,7.828435035965816136e-01,1.952879862289631091e-02
2.040000000000000036e+00,7.000000000000000666e-01,2.124560421405998767e-01,7.698023492814259905e-01,1.774160857797410507e-02
2.080000000000000071e+00,7.000000000000000666e-01,2.281315191413232635e-01,7.557697131288914072e-01,1.609876772978540219e-02
2.120000000000000107e+00,7.000000000000000666e-01,2.446516963743362305e-01,7.407582633757551216e-01,1.459004024990874331e-02
2.160000000000000142e+00,7.000000000000000666e-01,2.620049452140660318e-01,7.247891814576747915e-01,1.320587332825911946e-02
2.200000000000000178e+00,7.000000000000000666e-01,2.801696009301137824e-01,7.078930422759343033e-01,1.193735679395198195e-02
2.240000000000000213e+00,7.000000000000000666e-01,2.991133058547311707e-01,6.901105128170164082e-01,1.077618132825240022e-02
2.280000000000000249e+00,7.000000000000000666e-01,3.187925904301017188e-01,6.714928133751414396e-01,9.714596194756890124e-03
2.320000000000000284e+00,7.000000000000000666e-01,3.391527424199514695e-01,6.521018902156466845e-01,8.745367364401936128e-03
2.360000000000000320e+00,7.000000000000000666e-01,3.601280055069860930e-01,6.320102576378395787e-01,7.861736855174380340e-03
2.400000000000000355e+00,7.000000000000000666e-01,3.816421349103594762e-01,6.113004810581065263e-01,7.057384031534129354e-03
2.440000000000000391e+00,7.000000000000000666e-01,4.036093200645535783e-01,5.900642904241537590e-01,6.326389511292699989e-03
2.480000000000000426e+00,7.000000000000000666e-01,4.259354638748639732e-01,5.684013339195848058e-01,5.663202205551181104e-03
2.520000000000000462e+00,7.000000000000000666e-01,4.485197861797309282e-01,5.464176039488448655e-01,5.062609871424193254e-03
2.560000000000000497e+00,7.000000000000000666e-01,4.712566977406817958e-01,5.242235888665971455e-01,4.519713392721099419e-03
2.600000000000000533e+00,7.000000000000000666e-01,4.940378724168875690e-01,5.019322227538893788e-01,4.029904829223052154e-03
2.640000000000000568e+00,7.000000000000000666e-01,5.167544310959889531e-01,4.796567198019136002e-01,3.588849102097423690e-03
2.680000000000000604e+00,7.000000000000000666e-01,5.392991429638602785e-01,4.575083880121483260e-01,3.192469023991380793e-03
2.720000000000000639e+00,7.000000000000000666e-01,5.615685486776819113e-01,4.355945180727266997e-01,2.836933249591354778e-03
2.760000000000000675e+00,7.000000000000000666e-01,5.834649160549435498e-01,4.140164373192474212e-01,2.518646625809007299e-03
2.800000000000000711e+00,7.000000000000000666e-01,6.048979513101135908e-01,3.928678063234137818e-01,2.234242366472612238e-03
2.840000000000000746e+00,7.000000000000000666e-01,6.257862062844716800e-01,3.722332182493264807e-01,1.980575466201883999e-03
2.880000000000000782e+00,7.000000000000000666e-01,6.460581426780519498e-01,3.521871405227419705e-01,1.754716799206046526e-03
2.920000000000000817e+00,7.000000000000000666e-01,6.656528359618042456e-01,3.327932166238767864e-01,1.553947414319007021e-03
2.960000000000000853e+00,7.000000000000000666e-01,6.845203224556732913e-01,3.141039249161719504e-01,1.375752628154893603e-03
3.000000000000000888e+00,7.000000000000000666e-01,7.026216113485491688e-01,2.961605730284575522e-01,1.217815622993158277e-03
3.040000000000000924e+00,7.000000000000000666e-01,7.199283980237978220e-01,2.789935916120238613e-01,1.078010364178264057e-03
3.080000000000000959e+00,7.000000000000000666e-01,7.364225252942586675e-01,2.626230809516527098e-01,9.543937540885347745e-04
3.120000000000000995e+00,7.000000000000000666e-01,7.520952449222207958e-01,2.470595580488618714e-01,8.451970289172342811e-04
3.160000000000001030e+00,7.000000000000000666e-01,7.669463334228727724e-01,2.323048501011154288e-01,7.488164760119059120e-04
3.200000000000001066e+00,7.000000000000000666e-01,7.809831142621381783e-01,2.183530821365827490e-01,6.638036012791648319e-04
3.240000000000001101e+00,7.000000000000000666e-01,7.942194339815731308e-01,2.051917111100902968e-01,5.888549083364661395e-04
3.280000000000001137e+00,7.000000000000000666e-01,8.066746333895464804e-01,1.928025651449325473e-01,5.228014655209476747e-04
3.320000000000001172e+00,7.000000000000000666e-01,8.183725475785774695e-01,1.811628539849432784e-01,4.645984364791874688e-04
3.360000000000001208e+00,7.000000000000000666e-01,8.293405608768413817e-01,1.702461243848415184e-01,4.133147383172476380e-04
3.400000000000001243e+00,7.000000000000000666e-01,8.396087354770525035e-01,1.600231415512477218e-01,3.681229716999425382e-04
3.440000000000001279e+00,7.000000000000000666e-01,8.492090258036921746e-01,1.504626844532299113e-01,3.282897430779266107e-04
3.480000000000001315e+00,7.000000000000000666e-01,8.581745849211016575e-01,1.415322486057799256e-01,2.931664731183450975e-04
3.520000000000001350e+00,7.000000000000000666e-01,8.665391645602771309e-01,1.331986546801712801e-01,2.621807595516081738e-04
3.560000000000001386e+00,7.000000000000000666e-01,8.743366066587058283e-01,1.254285650027417987e-01,2.348283385524547020e-04
3.600000000000001421e+00,7.000000000000000666e-01,8.816004215999554416e-01,1.181889127326174183e-01,2.106656674270801727e-04
3.640000000000001457e+00,7.000000000000000666e-01,8.883634464969507594e-01,1.114472503697527817e-01,1.893031332964423112e-04
3.680000000000001492e+00,7.000000000000000666e-01,8.946575757505836890e-01,1.051720253716111608e-01,1.703988778050221557e-04
3.720000000000001528e+00,7.000000000000000666e-01,9.005135555930672275e-01,9.933279119039392646e-02,1.536532165387734716e-04
3.760000000000001563e+00,7.000000000000000666e-01,9.059608342585475649e-01,9.390036211792418541e-02,1.388036235283714376e-04
3.800000000000001599e+00,7.000000000000000666e-01,9.110274596906441369e-01,8.884692006378794304e-02,1.256202455678842036e-04
3.840000000000001634e+00,7.000000000000000666e-01,9.157400171936735944e-01,8.414608089865023566e-02,1.139019076762843056e-04
3.880000000000001670e+00,7.000000000000000666e-01,9.201236000757690991e-01,7.977292735478080932e-02,1.034725694500903006e-04
3.920000000000001705e+00,7.000000000000000666e-01,9.242018070503738025e-01,7.570401475772044197e-02,9.417819190582158849e-05
3.960000000000001741e+00,7.000000000000000666e-01,9.279967609063537459e-01,7.191735511830769922e-02,8.588397533842049235e-05
4.000000000000001776e+00,7.000000000000000666e-01,9.315291436891670607e-01,6.839238438040959323e-02,7.847193042318591260e-05
4.040000000000001812e+00,7.000000000000000666e-01,9.348182443306369827e-01,6.510991692235124084e-02,7.183874701180076382e-05
4.080000000000001847e+00,7.000000000000000666e-01,9.378820153068517795e-01,6.205209076553415415e-02,6.589392761426065984e-05
4.120000000000001883e+00,7.000000000000000666e-01,9.407371354836252531e-01,5.920230636111595973e-02,6.055815525859363198e-05
4.160000000000001918e+00,7.000000000000000666e-01,9.433990768232833890e-01,5.654516130855812700e-02,5.576186815839519976e-05
4.200000000000001954e+00,7.000000000000000666e-01,9.458821730755579971e-01,5.406638290813596537e-02,5.144401630600791255e-05
4.240000000000001990e+00,7.000000000000000666e-01,9.481996889619751512e-01,5.175276006033997789e-02,4.755097768483316112e-05
4.280000000000002025e+00,7.000000000000000666e-01,9.503638886917574746e-01,4.959207569402550309e-02,4.403561421718586196e-05
4.320000000000002061e+00,7.000000000000000666e-01,9.523861029233872122e-01,4.757304062680263457e-02,4.085644981014462655e-05
4.360000000000002096e+00,7.000000000000000666e-01,9.542767935153338987e-01,4.568522952974679585e-02,3.797695491939607641e-05
2.000000000000000000e+00,7.400000000000001021e-01,1.653099893497880224e-01,8.094485615384442445e-01,2.524144911176779554e-02
2.040000000000000036e+00,7.400000000000001021e-01,1.782141745607905559e-01,7.988018274911685701e-01,2.298399794804086710e-02
2.080000000000000071e+00,7.400000000000001021e-01,1.919470670798848200e-01,7.871478625266954410e-01,2.090507039341973211e-02
2.120000000000000107e+00,7.400000000000001021e-01,2.065240588132572497e-01,7.744837398565804776e-01,1.899220133016230397e-02
2.160000000000000142e+00,7.400000000000001021e-01,2.219536150206368741e-01,7.608126709633623586e-01,1.723371401600067368e-02
2.200000000000000178e+00,7.400000000000001021e-01,2.382361978801925961e-01,7.461451144511811462e-01,1.561868766862622125e-02
2.240000000000000213e+00,7.400000000000001021e-01,2.553632509819884766e-01,7.304998282718565550e-01,1.413692074615497188e-02
2.280000000000000249e+00,7.400000000000001021e-01,2.733162968169348672e-01,7.139048121206451603e-01,1.277889106242002804e-02
2.320000000000000284e+00,7.400000000000001021e-01,2.920662032487266191e-01,6.963980829318110466e-01,1.153571381946247483e-02
2.360000000000000320e+00,7.400000000000001021e-01,3.115726756613374504e-01,6.780282257496862419e-01,1.039909858897627125e-02
2.400000000000000355e+00,7.400000000000001021e-01,3.317840281590035412e-01,6.588546656182644456e-01,9.361306222732119001e-03
2.440000000000000391e+00,7.400000000000001021e-01,3.526372793136109407e-01,6.389476140750509625e-01,8.415106611338129747e-03
2.480000000000000426e+00,7.400000000000001021e-01,3.740586053614530782e-01,6.183876565050485663e-01,7.553738133498179470e-03
2.520000000000000462e+00,7.400000000000001021e-01,3.959641668179536000e-01,5.972649636439603116e-01,6.770869538085973888e-03
2.560000000000000497e+00,7.400000000000001021e-01,4.182613041470691351e-01,5.756781309775118594e-01,6.060564875418998632e-03
2.600000000000000533e+00,7.400000000000001021e-01,4.408500758788359009e-01,5.537326721788560224e-01,5.417251942308225036e-03
2.640000000000000568e+00,7.400000000000001021e-01,4.636250903249928834e-01,5.315392151428592893e-01,4.835694532147798673e-03
2.680000000000000604e+00,7.400000000000001021e-01,4.864775619228602910e-01,5.092114694822318377e-01,4.310968594907822748e-03
2.720000000000000639e+00,7.400000000000001021e-01,5.092975073049862411e-01,4.868640504709903505e-01,3.838442224023417074e-03
2.760000000000000675e+00,7.400000000000001021e-01,5.319759861569468562e-01,4.646102546318285342e-01,3.413759211224587017e-03
2.800000000000000711e+00,7.400000000000001021e-01,5.544072888892741524e-01,4.425598853510915864e-01,3.032825759634330542e-03
2.840000000000000746e+00,7.400000000000001021e-01,5.764909774336931525e-01,4.208172227350172601e-01,2.691799831289567492e-03
2.880000000000000782e+00,7.400000000000001021e-01,5.981336965725383426e-01,3.994792208921659760e-01,2.387082535295670643e-03
2.920000000000000817e+00,7.400000000000001021e-01,6.192506898717313746e-01,3.786339991881467193e-01,2.115310940121935181e-03
2.960000000000000853e+00,7.400000000000001021e-01,6.397669747109179239e-01,3.583596735729336347e-01,1.873351716148339728e-03
3.000000000000000888e+00,7.400000000000001021e-01,6.596181530077059874e-01,3.387235519161825859e-01,1.658295076111439585e-03
3.040000000000000924e+00,7.400000000000001021e-01,6.787508559439149325e-01,3.197816954841847248e-01,1.467448571900276371e-03
3.080000000000000959e+00,7.400000000000001021e-01,6.971228405147754659e-01,3.015788290704515262e-01,1.298330414772902106e-03
3.120000000000000995e+00,7.400000000000001021e-01,7.147027716853329160e-01,2.841485662138057977e-01,1.148662100861103704e-03
3.160000000000001030e+00,7.400000000000001021e-01,7.314697355491013298e-01,2.675139042165374237e-01,1.016360234361190834e-03
