sepal length (cm),petal width (cm),setosa,versicolor,virginica
6.879999999999983018e+00,4.200000000000000400e-01,9.004870482446645230e-01,9.945020497356665823e-02,6.274678176874492596e-05
6.939999999999982627e+00,4.200000000000000400e-01,9.010100609521889403e-01,9.892809957197577775e-02,6.183947583539695211e-05
6.999999999999982236e+00,4.200000000000000400e-01,9.015277350391248667e-01,9.841131513178215384e-02,6.094982909300947915e-05
7.059999999999981846e+00,4.200000000000000400e-01,9.020401229170766921e-01,9.789979963161955789e-02,6.007745130372465743e-05
7.119999999999981455e+00,4.200000000000000400e-01,9.025472765643240969e-01,9.739350147405261005e-02,5.922196162338443104e-05
7.179999999999981064e+00,4.200000000000000400e-01,9.030492475259246365e-01,9.689236948571211538e-02,5.838298836325159772e-05
7.239999999999980673e+00,4.200000000000000400e-01,9.035460869139390061e-01,9.639635291730312694e-02,5.756016875793075027e-05
7.299999999999980282e+00,4.200000000000000400e-01,9.040378454077775405e-01,9.590540144348304319e-02,5.675314873932517460e-05
7.359999999999979892e+00,4.200000000000000400e-01,9.045245732546669526e-01,9.541946516261662348e-02,5.596158271647507036e-05
7.419999999999979501e+00,4.200000000000000400e-01,9.050063202702279819e-01,9.493849459641093280e-02,5.518513336112203943e-05
7.479999999999979110e+00,4.200000000000000400e-01,9.054831358391651763e-01,9.446244068943594752e-02,5.442347139885493889e-05
7.539999999999978719e+00,4.200000000000000400e-01,9.059550689160613679e-01,9.399125480853288972e-02,5.367627540568778330e-05
7.599999999999978328e+00,4.200000000000000400e-01,9.064221680262756209e-01,9.352488874211443981e-02,5.294323160993152840e-05
7.659999999999977938e+00,4.200000000000000400e-01,9.068844812669389910e-01,9.306329469936179544e-02,5.222403369921881701e-05
7.719999999999977547e+00,4.200000000000000400e-01,9.073420563080470957e-01,9.260642530932049199e-02,5.151838263254942803e-05
7.779999999999977156e+00,4.200000000000000400e-01,9.077949403936423911e-01,9.215423361990046636e-02,5.082598645722578211e-05
7.839999999999976765e+00,4.200000000000000400e-01,9.082431803430873751e-01,9.170667309678211254e-02,5.014656013054710564e-05
4.299999999999999822e+00,4.600000000000000755e-01,8.487592250540466621e-01,1.510586953505184959e-01,1.820795954347901268e-04
4.359999999999999432e+00,4.600000000000000755e-01,8.497329604574672679e-01,1.500882894137322288e-01,1.787501288004957761e-04
4.419999999999999041e+00,4.600000000000000755e-01,8.506974515070324649e-01,1.491270546293671506e-01,1.754938636003407703e-04
4.479999999999998650e+00,4.600000000000000755e-01,8.516527686352191040e-01,1.481749223138339733e-01,1.723090509469084417e-04
4.539999999999998259e+00,4.600000000000000755e-01,8.525989822660834383e-01,1.472318237484076531e-01,1.691939855088380742e-04
4.599999999999997868e+00,4.600000000000000755e-01,8.535361627982055444e-01,1.462976901973733201e-01,1.661470044210128791e-04
4.659999999999997478e+00,4.600000000000000755e-01,8.544643805880803855e-01,1.453724529256986420e-01,1.631664862209811098e-04
4.719999999999997087e+00,4.600000000000000755e-01,8.553837059339531868e-01,1.444560432162357022e-01,1.602508498110391576e-04
4.779999999999996696e+00,4.600000000000000755e-01,8.562942090600956790e-01,1.435483923864588895e-01,1.573985534454247969e-04
4.839999999999996305e+00,4.600000000000000755e-01,8.571959601015149977e-01,1.426494318047429044e-01,1.546080937420731395e-04
4.899999999999995914e+00,4.600000000000000755e-01,8.580890290890932359e-01,1.417590929061882388e-01,1.518780047184017609e-04
4.959999999999995524e+00,4.600000000000000755e-01,8.589734859351528806e-01,1.408773072079965161e-01,1.492068568505876692e-04
5.019999999999995133e+00,4.600000000000000755e-01,8.598494004194394691e-01,1.400040063244046284e-01,1.465932561558289538e-04
5.079999999999994742e+00,4.600000000000000755e-01,8.607168421755213572e-01,1.391391219811815294e-01,1.440358432970675515e-04
5.139999999999994351e+00,4.600000000000000755e-01,8.615758806775979384e-01,1.382825860296924558e-01,1.415332927096779494e-04
5.199999999999993960e+00,4.600000000000000755e-01,8.624265852277087641e-01,1.374343304605415428e-01,1.390843117496315471e-04
5.259999999999993570e+00,4.600000000000000755e-01,8.632690249433456753e-01,1.365942874167916099e-01,1.366876398626414696e-04
5.319999999999993179e+00,4.600000000000000755e-01,8.641032687454531791e-01,1.357623892067731097e-01,1.343420477738223014e-04
5.379999999999992788e+00,4.600000000000000755e-01,8.649293853468168480e-01,1.349385683164859018e-01,1.320463366973922189e-04
5.439999999999992397e+00,4.600000000000000755e-01,8.657474432408338583e-01,1.341227574216001528e-01,1.297993375659600159e-04
5.499999999999992006e+00,4.600000000000000755e-01,8.665575106906568958e-01,1.333148893990643014e-01,1.275999102789478906e-04
5.559999999999991616e+00,4.600000000000000755e-01,8.673596557187069900e-01,1.325148973383231676e-01,1.254469429697038991e-04
5.619999999999991225e+00,4.600000000000000755e-01,8.681539460965528310e-01,1.317227145521564502e-01,1.233393512908790689e-04
5.679999999999990834e+00,4.600000000000000755e-01,8.689404493351411407e-01,1.309382745871411902e-01,1.212760777176352878e-04
5.739999999999990443e+00,4.600000000000000755e-01,8.697192326753857561e-01,1.301615112337460023e-01,1.192560908682727025e-04
5.799999999999990052e+00,4.600000000000000755e-01,8.704903630790946645e-01,1.293923585360636785e-01,1.172783848418674368e-04
5.859999999999989662e+00,4.600000000000000755e-01,8.712539072202402091e-01,1.286307508011871881e-01,1.153419785725163463e-04
5.919999999999989271e+00,4.600000000000000755e-01,8.720099314765625831e-01,1.278766226082376500e-01,1.134459151998006373e-04
5.979999999999988880e+00,4.600000000000000755e-01,8.727585019214969542e-01,1.271299088170479985e-01,1.115892614550783229e-04
6.039999999999988489e+00,4.600000000000000755e-01,8.734996843164229974e-01,1.263905445765137192e-01,1.097711070632372530e-04
6.099999999999988098e+00,4.600000000000000755e-01,8.742335441032308418e-01,1.256584653326095480e-01,1.079905641595265775e-04
6.159999999999987708e+00,4.600000000000000755e-01,8.749601463971917736e-01,1.249336068360869800e-01,1.062467667211212295e-04
6.219999999999987317e+00,4.600000000000000755e-01,8.756795559801346940e-01,1.242159051498522571e-01,1.045388700130517350e-04
6.279999999999986926e+00,4.600000000000000755e-01,8.763918372939158985e-01,1.235052966560358373e-01,1.028660500481611185e-04
6.339999999999986535e+00,4.600000000000000755e-01,8.770970544341828434e-01,1.228017180627565680e-01,1.012275030607455109e-04
6.399999999999986144e+00,4.600000000000000755e-01,8.777952711444177991e-01,1.221051064105885819e-01,9.962244499355085367e-05
6.459999999999985754e+00,4.600000000000000755e-01,8.784865508102643883e-01,1.214153990787377319e-01,9.805011099779484295e-05
6.519999999999985363e+00,4.600000000000000755e-01,8.791709564541213551e-01,1.207325337909328500e-01,9.650975494590397559e-05
6.579999999999984972e+00,4.600000000000000755e-01,8.798485507300075614e-01,1.200564486210357329e-01,9.500064895664584559e-05
6.639999999999984581e+00,4.600000000000000755e-01,8.805193959186847774e-01,1.193870819983829518e-01,9.352208293236260019e-05
6.699999999999984190e+00,4.600000000000000755e-01,8.811835539230344905e-01,1.187243727128575038e-01,9.207336410799872681e-05
6.759999999999983800e+00,4.600000000000000755e-01,8.818410862636866243e-01,1.180682599197016708e-01,9.065381661163910961e-05
6.819999999999983409e+00,4.600000000000000755e-01,8.824920540748878439e-01,1.174186831440757056e-01,8.926278103627025907e-05
6.879999999999983018e+00,4.600000000000000755e-01,8.831365181006105569e-01,1.167755822853668995e-01,8.789961402248646770e-05
6.939999999999982627e+00,4.600000000000000755e-01,8.837745386908903988e-01,1.161388976212578278e-01,8.656368785186963793e-05
6.999999999999982236e+00,4.600000000000000755e-01,8.844061757983920913e-01,1.155085698115572712e-01,8.525439005078014776e-05
7.059999999999981846e+00,4.600000000000000755e-01,8.850314889751963454e-01,1.148845399017994068e-01,8.397112300429246075e-05
7.119999999999981455e+00,4.600000000000000755e-01,8.856505373698002614e-01,1.142667493266197043e-01,8.271330358002849882e-05
7.179999999999981064e+00,4.600000000000000755e-01,8.862633797243293365e-01,1.136551399129091255e-01,8.148036276163846288e-05
7.239999999999980673e+00,4.600000000000000755e-01,8.868700743719514223e-01,1.130496538827569369e-01,8.027174529168721576e-05
7.299999999999980282e+00,4.600000000000000755e-01,8.874706792344927431e-01,1.124502338561835235e-01,7.908690932370819073e-05
7.359999999999979892e+00,4.600000000000000755e-01,8.880652518202468704e-01,1.118568228536698100e-01,7.792532608319799716e-05
7.419999999999979501e+00,4.600000000000000755e-01,8.886538492219715479e-01,1.112693642984910747e-01,7.678647953732154700e-05
7.479999999999979110e+00,4.600000000000000755e-01,8.892365281150709233e-01,1.106878020188559741e-01,7.566986607311133612e-05
7.539999999999978719e+00,4.600000000000000755e-01,8.898133447559555265e-01,1.101120802498604390e-01,7.457499418394265768e-05
7.599999999999978328e+00,4.600000000000000755e-01,8.903843549805766644e-01,1.095421436352591732e-01,7.350138416407914210e-05
7.659999999999977938e+00,4.600000000000000755e-01,8.909496142031299026e-01,1.089779372290588105e-01,7.244856781107717717e-05
7.719999999999977547e+00,4.600000000000000755e-01,8.915091774149228598e-01,1.084194064969412064e-01,7.141608813585729088e-05
7.779999999999977156e+00,4.600000000000000755e-01,8.920630991834019863e-01,1.078664973175179065e-01,7.040349908023965642e-05
7.839999999999976765e+00,4.600000000000000755e-01,8.926114336513347736e-01,1.073191559834233838e-01,6.941036524175844260e-05
4.299999999999999822e+00,5.000000000000001110e-01,8.209938635903880622e-01,1.787406462119159323e-01,2.654901976959549376e-04
4.359999999999999432e+00,5.000000000000001110e-01,8.221579018779564541e-01,1.775816243609134037e-01,2.604737611302167938e-04
4.419999999999999041e+00,5.000000000000001110e-01,8.233114547713861198e-01,1.764329762234852494e-01,2.555690051286054723e-04
4.479999999999998650e+00,5.000000000000001110e-01,8.244545887979780607e-01,1.752946379432921420e-01,2.507732587298655276e-04
4.539999999999998259e+00,5.000000000000001110e-01,8.255873708519049226e-01,1.741665452313494178e-01,2.460839167456538041e-04
4.599999999999997868e+00,5.000000000000001110e-01,8.267098681691640305e-01,1.730486333926772036e-01,2.414984381588276450e-04
4.659999999999997478e+00,5.000000000000001110e-01,8.278221483030090422e-01,1.719408373524325129e-01,2.370143445583013965e-04
4.719999999999997087e+00,5.000000000000001110e-01,8.289242790998643251e-01,1.708430916815259493e-01,2.326292186097783491e-04
4.779999999999996696e+00,5.000000000000001110e-01,8.300163286757179515e-01,1.697553306217204627e-01,2.283407025616464726e-04
4.839999999999996305e+00,5.000000000000001110e-01,8.310983653929998605e-01,1.686774881102146018e-01,2.241464967853559536e-04
4.899999999999995914e+00,5.000000000000001110e-01,8.321704578379371942e-01,1.676094978037130367e-01,2.200443583496012635e-04
4.959999999999995524e+00,5.000000000000001110e-01,8.332326747983889170e-01,1.665512931019833831e-01,2.160320996276274719e-04
5.019999999999995133e+00,5.000000000000001110e-01,8.342850852421597185e-01,1.655028071709032378e-01,2.121075869370019106e-04
5.079999999999994742e+00,5.000000000000001110e-01,8.353277582957883141e-01,1.644639729650004267e-01,2.082687392111881976e-04
5.139999999999994351e+00,5.000000000000001110e-01,8.363607632238097001e-01,1.634347232494880175e-01,2.045135267022906670e-04
5.199999999999993960e+00,5.000000000000001110e-01,8.373841694084908083e-01,1.624149906217948469e-01,2.008399697143047784e-04
5.259999999999993570e+00,5.000000000000001110e-01,8.383980463300324537e-01,1.614047075326013325e-01,1.972461373662685489e-04
5.319999999999993179e+00,5.000000000000001110e-01,8.394024635472387974e-01,1.604038063063764896e-01,1.937301463846797178e-04
5.379999999999992788e+00,5.000000000000001110e-01,8.403974906786508825e-01,1.594122191614243678e-01,1.902901599245660988e-04
5.439999999999992397e+00,5.000000000000001110e-01,8.413831973841373602e-01,1.584298782294439600e-01,1.869243864186130241e-04
5.499999999999992006e+00,5.000000000000001110e-01,8.423596533469420722e-01,1.574567155746041947e-01,1.836310784537457420e-04
5.559999999999991616e+00,5.000000000000001110e-01,8.433269282561859370e-01,1.564926632121393935e-01,1.804085316745853373e-04
5.619999999999991225e+00,5.000000000000001110e-01,8.442850917898140350e-01,1.555376531264726359e-01,1.772550837132016500e-04
5.679999999999990834e+00,5.000000000000001110e-01,8.452342135979892257e-01,1.545916172888661677e-01,1.741691131445919814e-04
5.739999999999990443e+00,5.000000000000001110e-01,8.461743632869233034e-01,1.536544876746092636e-01,1.711490384673339975e-04
5.799999999999990052e+00,5.000000000000001110e-01,8.471056104031466916e-01,1.527261962797443751e-01,1.681933171088567181e-04
5.859999999999989662e+00,5.000000000000001110e-01,8.480280244182039073e-01,1.518066751373413348e-01,1.653004444547956733e-04
5.919999999999989271e+00,5.000000000000001110e-01,8.489416747137789043e-01,1.508958563333191727e-01,1.624689529018954689e-04
5.979999999999988880e+00,5.000000000000001110e-01,8.498466305672399690e-01,1.499936720218261466e-01,1.596974109339440579e-04
6.039999999999988489e+00,5.000000000000001110e-01,8.507429611375987299e-01,1.491000544401810679e-01,1.569844222202188434e-04
6.099999999999988098e+00,5.000000000000001110e-01,8.516307354518810602e-01,1.482149359233828623e-01,1.543286247359498657e-04
6.159999999999987708e+00,5.000000000000001110e-01,8.525100223919039877e-01,1.473382489181917221e-01,1.517286899042941833e-04
6.219999999999987317e+00,5.000000000000001110e-01,8.533808906814489559e-01,1.464699259967916500e-01,1.491833217593462426e-04
6.279999999999986926e+00,5.000000000000001110e-01,8.542434088738329878e-01,1.456098998700373626e-01,1.466912561296996795e-04
6.339999999999986535e+00,5.000000000000001110e-01,8.550976453398655419e-01,1.447581034002924649e-01,1.442512598420952130e-04
6.399999999999986144e+00,5.000000000000001110e-01,8.559436682561901710e-01,1.439144696138652257e-01,1.418621299446957420e-04
6.459999999999985754e+00,5.000000000000001110e-01,8.567815455940029912e-01,1.430789317130475302e-01,1.395226929495336067e-04
6.519999999999985363e+00,5.000000000000001110e-01,8.576113451081411876e-01,1.422514230877651997e-01,1.372318040936961153e-04
6.579999999999984972e+00,5.000000000000001110e-01,8.584331343265382275e-01,1.414318773268428420e-01,1.349883466188054378e-04
6.639999999999984581e+00,5.000000000000001110e-01,8.592469805400393401e-01,1.406202282288922800e-01,1.327912310683727654e-04
6.699999999999984190e+00,5.000000000000001110e-01,8.600529507925679384e-01,1.398164098128293897e-01,1.306393946026127321e-04
6.759999999999983800e+00,5.000000000000001110e-01,8.608511118716436483e-01,1.390203563280260346e-01,1.285318003303014412e-04
6.819999999999983409e+00,5.000000000000001110e-01,8.616415302992380676e-01,1.382320022641047308e-01,1.264674366572837163e-04
6.879999999999983018e+00,5.000000000000001110e-01,8.624242723229699203e-01,1.374512823603787626e-01,1.244453166512368800e-04
6.939999999999982627e+00,5.000000000000001110e-01,8.631994039076276160e-01,1.366781316149500713e-01,1.224644774222988773e-04
6.999999999999982236e+00,5.000000000000001110e-01,8.639669907270148830e-01,1.359124852934657790e-01,1.205239795191983480e-04
7.059999999999981846e+00,5.000000000000001110e-01,8.647270981561175907e-01,1.351542789375420051e-01,1.186229063405008229e-04
7.119999999999981455e+00,5.000000000000001110e-01,8.654797912635775470e-01,1.344034483728617779e-01,1.167603635606234334e-04
7.179999999999981064e+00,5.000000000000001110e-01,8.662251348044761601e-01,1.336599297169535905e-01,1.149354785702569196e-04
7.239999999999980673e+00,5.000000000000001110e-01,8.669631932134149732e-01,1.329236593866541527e-01,1.131473999308518964e-04
7.299999999999980282e+00,5.000000000000001110e-01,8.676940305978901868e-01,1.321945741052668599e-01,1.113952968428289224e-04
7.359999999999979892e+00,5.000000000000001110e-01,8.684177107319571709e-01,1.314726109094157824e-01,1.096783586271810415e-04
7.419999999999979501e+00,5.000000000000001110e-01,8.691342970501721998e-01,1.307577071556077497e-01,1.079957942201454187e-04
7.479999999999979110e+00,5.000000000000001110e-01,8.698438526418159622e-01,1.300498005265035562e-01,1.063468316806244490e-04
7.539999999999978719e+00,5.000000000000001110e-01,8.705464402453808592e-01,1.293488290369089466e-01,1.047307177100480853e-04
7.599999999999978328e+00,5.000000000000001110e-01,8.712421222433284207e-01,1.286547310394872412e-01,1.031467171843727259e-04
7.659999999999977938e+00,5.000000000000001110e-01,8.719309606570995186e-01,1.279674452302025645e-01,1.015941126979172723e-04
7.719999999999977547e+00,5.000000000000001110e-01,8.726130171423808202e-01,1.272869106535003680e-01,1.000722041187518488e-04
7.779999999999977156e+00,5.000000000000001110e-01,8.732883529846172666e-01,1.266130667072274951e-01,9.858030815534794041e-05
7.839999999999976765e+00,5.000000000000001110e-01,8.739570290947648035e-01,1.259458531473009735e-01,9.711775793421691973e-05
4.299999999999999822e+00,5.400000000000000355e-01,7.883268457545440366e-01,2.112832682831717046e-01,3.898859622841760876e-04
4.359999999999999432e+00,5.400000000000000355e-01,7.897033432023818911e-01,2.099143470853908344e-01,3.823097122273217178e-04
4.419999999999999041e+00,5.400000000000000355e-01,7.910682839715241776e-01,2.085568124822204661e-01,3.749035462555172179e-04
4.479999999999998650e+00,5.400000000000000355e-01,7.924217222947269601e-01,2.072106142923910432e-01,3.676634128820833471e-04
4.539999999999998259e+00,5.400000000000000355e-01,7.937637132874867385e-01,2.058757013538802527e-01,3.605853586330280778e-04
4.599999999999997868e+00,5.400000000000000355e-01,7.950943129154699474e-01,2.045520215587844082e-01,3.536655257457024218e-04
4.659999999999997478e+00,5.400000000000000355e-01,7.964135779623380262e-01,2.032395218877456056e-01,3.469001499164676159e-04
4.719999999999997087e+00,5.400000000000000355e-01,7.977215659979800533e-01,2.019381484439233543e-01,3.402855580965688628e-04
4.779999999999996696e+00,5.400000000000000355e-01,7.990183353471591587e-01,2.006478464865054101e-01,3.338181663354082237e-04
4.839999999999996305e+00,5.400000000000000355e-01,8.003039450585808234e-01,1.993685604637487618e-01,3.274944776704238371e-04
4.899999999999995914e+00,5.400000000000000355e-01,8.015784548743897231e-01,1.981002340455474964e-01,3.213110800627776566e-04
4.959999999999995524e+00,5.400000000000000355e-01,8.028419252001038897e-01,1.968428101555180776e-01,3.152646443780667972e-04
5.019999999999995133e+00,5.400000000000000355e-01,8.040944170749886322e-01,1.955962310026000406e-01,3.093519224112655061e-04
5.079999999999994742e+00,5.400000000000000355e-01,8.053359921428783208e-01,1.943604381121666891e-01,3.035697449551275941e-04
5.139999999999994351e+00,5.400000000000000355e-01,8.065667126234494777e-01,1.931353723566392455e-01,2.979150199112574264e-04
5.199999999999993960e+00,5.400000000000000355e-01,8.077866412839515009e-01,1.919209739856054253e-01,2.923847304431000192e-04
5.259999999999993570e+00,5.400000000000000355e-01,8.089958414113950225e-01,1.907171826554349969e-01,2.869759331700737887e-04
5.319999999999993179e+00,5.400000000000000355e-01,8.101943767852053391e-01,1.895239374583924385e-01,2.816857564020905911e-04
5.379999999999992788e+00,5.400000000000000355e-01,8.113823116503432464e-01,1.883411769512430001e-01,2.765113984137150603e-04
5.439999999999992397e+00,5.400000000000000355e-01,8.125597106908913903e-01,1.871688391833512821e-01,2.714501257572242529e-04
5.499999999999992006e+00,5.400000000000000355e-01,8.137266390041147934e-01,1.860068617242712496e-01,2.664992716138168982e-04
5.559999999999991616e+00,5.400000000000000355e-01,8.148831620749906746e-01,1.848551816908270695e-01,2.616562341822679006e-04
5.619999999999991225e+00,5.400000000000000355e-01,8.160293457512154403e-01,1.837137357736803034e-01,2.569184751042780991e-04
5.679999999999990834e+00,5.400000000000000355e-01,8.171652562186825230e-01,1.825824602633916716e-01,2.522835179258339582e-04
5.739999999999990443e+00,5.400000000000000355e-01,8.182909599774365050e-01,1.814612910759696718e-01,2.477489465938530525e-04
5.799999999999990052e+00,5.400000000000000355e-01,8.194065238181009736e-01,1.803501637779116040e-01,2.433124039874312941e-04
5.859999999999989662e+00,5.400000000000000355e-01,8.205120147987829959e-01,1.792490136107338650e-01,2.389715904829953577e-04
5.919999999999989271e+00,5.400000000000000355e-01,8.216075002224467738e-01,1.781577755150004772e-01,2.347242625526882605e-04
5.979999999999988880e+00,5.400000000000000355e-01,8.226930476147635840e-01,1.770763841538409988e-01,2.305682313953119340e-04
6.039999999999988489e+00,5.400000000000000355e-01,8.237687247024315651e-01,1.760047739359691110e-01,2.265013615991715772e-04
6.099999999999988098e+00,5.400000000000000355e-01,8.248345993919640184e-01,1.749428790381998833e-01,2.225215698361602114e-04
6.159999999999987708e+00,5.400000000000000355e-01,8.258907397489464453e-01,1.738906334274671617e-01,2.186268235864488260e-04
6.219999999999987317e+00,5.400000000000000355e-01,8.269372139777572128e-01,1.728479708823498218e-01,2.148151398931452813e-04
6.279999999999986926e+00,5.400000000000000355e-01,8.279740904017524050e-01,1.718148250141014188e-01,2.110845841462908549e-04
6.339999999999986535e+00,5.400000000000000355e-01,8.290014374439094169e-01,1.707911292871950593e-01,2.074332688955899350e-04
6.399999999999986144e+00,5.400000000000000355e-01,8.300193236079276282e-01,1.697768170393811060e-01,2.038593526912505275e-04
6.459999999999985754e+00,5.400000000000000355e-01,8.310278174597830469e-01,1.687718215012646850e-01,2.003610389523560178e-04
6.519999999999985363e+00,5.400000000000000355e-01,8.320269876097303730e-01,1.677760758154073495e-01,1.969365748621693005e-04
6.579999999999984972e+00,5.400000000000000355e-01,8.330169026947574773e-01,1.667895130549527094e-01,1.935842502897843766e-04
6.639999999999984581e+00,5.400000000000000355e-01,8.339976313614737569e-01,1.658120662417884583e-01,1.903023967375791449e-04
6.699999999999984190e+00,5.400000000000000355e-01,8.349692422494451316e-01,1.648436683642410250e-01,1.870893863138812585e-04
6.759999999999983800e+00,5.400000000000000355e-01,8.359318039749565887e-01,1.638842523943130625e-01,1.839436307303173642e-04
6.819999999999983409e+00,5.400000000000000355e-01,8.368853851152101564e-01,1.629337513044664676e-01,1.808635803232933731e-04
6.879999999999983018e+00,5.400000000000000355e-01,8.378300541929416534e-01,1.619920980839593405e-01,1.778477230990826660e-04
6.939999999999982627e+00,5.400000000000000355e-01,8.387658796614638756e-01,1.610592257547341366e-01,1.748945838019836535e-04
6.999999999999982236e+00,5.400000000000000355e-01,8.396929298901215644e-01,1.601350673868734420e-01,1.720027230050556299e-04
7.059999999999981846e+00,5.400000000000000355e-01,8.406112731501581559e-01,1.592195561136190429e-01,1.691707362229063235e-04
7.119999999999981455e+00,5.400000000000000355e-01,8.415209776009873188e-01,1.583126251459666123e-01,1.663972530460518717e-04
7.179999999999981064e+00,5.400000000000000355e-01,8.424221112768667252e-01,1.574142077868369571e-01,1.636809362963527643e-04
7.239999999999980673e+00,5.400000000000000355e-01,8.433147420739633970e-01,1.565242374448337082e-01,1.610204812030553484e-04
7.299999999999980282e+00,5.400000000000000355e-01,8.441989377378117387e-01,1.556426476475893661e-01,1.584146145989638490e-04
7.359999999999979892e+00,5.400000000000000355e-01,8.450747658511549298e-01,1.547693720547088647e-01,1.558620941362900644e-04
7.419999999999979501e+00,5.400000000000000355e-01,8.459422938221625721e-01,1.539043444703156738e-01,1.533617075217250699e-04
7.479999999999979110e+00,5.400000000000000355e-01,8.468015888730255902e-01,1.530474988552043003e-01,1.509122717702922594e-04
7.539999999999978719e+00,5.400000000000000355e-01,8.476527180289128438e-01,1.521987693386096241e-01,1.485126324775460618e-04
7.599999999999978328e+00,5.400000000000000355e-01,8.484957481072957775e-01,1.513580902295943165e-01,1.461616631096963968e-04
7.659999999999977938e+00,5.400000000000000355e-01,8.493307457076233469e-01,1.505253960280655001e-01,1.438582643112358930e-04
7.719999999999977547e+00,5.400000000000000355e-01,8.501577772013493295e-01,1.497006214354209552e-01,1.416013632296638371e-04
7.779999999999977156e+00,5.400000000000000355e-01,8.509769087223042483e-01,1.488837013648386942e-01,1.393899128569103319e-04
7.839999999999976765e+00,5.400000000000000355e-01,8.517882061574048036e-01,1.480745709512082120e-01,1.372228913870604322e-04
4.299999999999999822e+00,5.800000000000000711e-01,7.503738414462275408e-01,2.490506758089728878e-01,5.754827447997307773e-04
4.359999999999999432e+00,5.800000000000000711e-01,7.519788157754195845e-01,2.474571436945389169e-01,5.640405300413249860e-04
4.419999999999999041e+00,5.800000000000000711e-01,7.535715239654361408e-01,2.458756198809093629e-01,5.528561536544512574e-04
4.479999999999998650e+00,5.800000000000000711e-01,7.551519972373155198e-01,2.443060792308299478e-01,5.419235318544978700e-04
4.539999999999998259e+00,5.800000000000000711e-01,7.567202683161996513e-01,2.427484949593772534e-01,5.312367244231636348e-04
4.599999999999997868e+00,5.800000000000000711e-01,7.582763713944392636e-01,2.412028386740679153e-01,5.207899314926882307e-04
4.659999999999997478e+00,5.800000000000000711e-01,7.598203420948328457e-01,2.396690804147744991e-01,5.105774903926022998e-04
4.719999999999997087e+00,5.800000000000000711e-01,7.613522174340194848e-01,2.381471886934224957e-01,5.005938725581558519e-04
4.779999999999996696e+00,5.800000000000000711e-01,7.628720357860486745e-01,2.366371305334516451e-01,4.908336804996659298e-04
4.839999999999996305e+00,5.800000000000000711e-01,7.643798368461406367e-01,2.351388715090274029e-01,4.812916448319372602e-04
4.899999999999995914e+00,5.800000000000000711e-01,7.658756615946592516e-01,2.336523757839777116e-01,4.719626213629516840e-04
4.959999999999995524e+00,5.800000000000000711e-01,7.673595522613145814e-01,2.321776061504444710e-01,4.628415882410058958e-04
5.019999999999995133e+00,5.800000000000000711e-01,7.688315522896090881e-01,2.307145240672315023e-01,4.539236431594583735e-04
5.079999999999994742e+00,5.800000000000000711e-01,7.702917063015483068e-01,2.292630896978334054e-01,4.452040006182622113e-04
5.139999999999994351e+00,5.800000000000000711e-01,7.717400600626274088e-01,2.278232619481310728e-01,4.366779892414570405e-04
5.199999999999993960e+00,5.800000000000000711e-01,7.731766604471096427e-01,2.263949985037406465e-01,4.283410491497726281e-04
5.259999999999993570e+00,5.800000000000000711e-01,7.746015554036108641e-01,2.249782558670016253e-01,4.201887293875211887e-04
5.319999999999993179e+00,5.800000000000000711e-01,7.760147939210050305e-01,2.235729893935921031e-01,4.122166854029321354e-04
5.379999999999992788e+00,5.800000000000000711e-01,7.774164259946569899e-01,2.221791533287619802e-01,4.044206765811102634e-04
5.439999999999992397e+00,5.800000000000000711e-01,7.788065025930066554e-01,2.207967008431645228e-01,3.967965638287627994e-04
5.499999999999992006e+00,5.800000000000000711e-01,7.801850756245022334e-01,2.194255840682878267e-01,3.893403072098816750e-04
5.559999999999991616e+00,5.800000000000000711e-01,7.815521979049008250e-01,2.180657541314676984e-01,3.820479636315423418e-04
5.619999999999991225e+00,5.800000000000000711e-01,7.829079231249481685e-01,2.167171611904727957e-01,3.749156845789984940e-04
5.679999999999990834e+00,5.800000000000000711e-01,7.842523058184406315e-01,2.153797544676600839e-01,3.679397138992362916e-04
5.739999999999990443e+00,5.800000000000000711e-01,7.855854013306828865e-01,2.140534822836850093e-01,3.611163856321910866e-04
5.799999999999990052e+00,5.800000000000000711e-01,7.869072657873489307e-01,2.127382920907622543e-01,3.544421218887823305e-04
5.859999999999989662e+00,5.800000000000000711e-01,7.882179560637528892e-01,2.114341305054719677e-01,3.479134307749895058e-04
5.919999999999989271e+00,5.800000000000000711e-01,7.895175297545367066e-01,2.101409433411021432e-01,3.415269043611297481e-04
5.979999999999988880e+00,5.800000000000000711e-01,7.908060451437831651e-01,2.088586756395212907e-01,3.352792166955699754e-04
6.039999999999988489e+00,5.800000000000000711e-01,7.920835611755577821e-01,2.075872717025800673e-01,3.291671218620530561e-04
6.099999999999988098e+00,5.800000000000000711e-01,7.933501374248876914e-01,2.063266751230324325e-01,3.231874520798637320e-04
6.159999999999987708e+00,5.800000000000000711e-01,7.946058340691783961e-01,2.050768288149754925e-01,3.173371158460603389e-04
6.219999999999987317e+00,5.800000000000000711e-01,7.958507118600781638e-01,2.038376750438027907e-01,3.116130961189764116e-04
6.279999999999986926e+00,5.800000000000000711e-01,7.970848320957908406e-01,2.026091554556669339e-01,3.060124485422481403e-04
6.339999999999986535e+00,5.800000000000000711e-01,7.983082565938374175e-01,2.013912111064539157e-01,3.005322997085984357e-04
