sepal length (cm),petal length (cm),setosa,versicolor,virginica
6.459999999999996412e+00,4.244999999999999218e+00,8.295674391049388807e-02,5.758811849312310827e-01,3.411620711582749599e-01
6.639999999999996128e+00,4.244999999999999218e+00,9.078454710267820638e-02,5.847329605224588223e-01,3.244824923748628742e-01
6.819999999999995843e+00,4.244999999999999218e+00,9.969919259960978442e-02,5.922082966531911907e-01,3.080925107471991775e-01
6.999999999999995559e+00,4.244999999999999218e+00,1.098797448517583181e-01,5.980978036177270196e-01,2.920224515305145374e-01
7.179999999999995275e+00,4.244999999999999218e+00,1.215320941975621127e-01,6.021795929766763367e-01,2.762883128257614396e-01
7.359999999999994991e+00,4.244999999999999218e+00,1.348894267849532203e-01,6.042185036803383591e-01,2.608920695347085039e-01
7.539999999999994706e+00,4.244999999999999218e+00,1.502104847853079350e-01,6.039666371406829937e-01,2.458228780740090713e-01
7.719999999999994422e+00,4.244999999999999218e+00,1.677744100327334953e-01,6.011663040763922661e-01,2.310592858908741831e-01
4.299999999999999822e+00,4.539999999999999147e+00,2.894421100071433231e-02,3.884256223385783025e-01,5.826301666607073271e-01
4.479999999999999538e+00,4.539999999999999147e+00,3.035830294919689490e-02,3.997446547305111841e-01,5.698970423202919244e-01
4.659999999999999254e+00,4.539999999999999147e+00,3.190793510516883036e-02,4.115758839839568917e-01,5.565161809108742919e-01
4.839999999999998970e+00,4.539999999999999147e+00,3.360716939119098162e-02,4.238831439372178211e-01,5.425096866715911625e-01
5.019999999999998685e+00,4.539999999999999147e+00,3.547190932631469340e-02,4.366184107861922348e-01,5.279096798874930441e-01
5.199999999999998401e+00,4.539999999999999147e+00,3.752026610428401548e-02,4.497211233396791186e-01,5.127586105560367757e-01
5.379999999999998117e+00,4.539999999999999147e+00,3.977301492661601545e-02,4.631177972854207403e-01,4.971091877879630916e-01
5.559999999999997833e+00,4.539999999999999147e+00,4.225416034035572865e-02,4.767219771935257699e-01,4.810238624661185014e-01
5.739999999999997549e+00,4.539999999999999147e+00,4.499163135732618668e-02,4.904345444637996931e-01,4.645738241788741618e-01
5.919999999999997264e+00,4.539999999999999147e+00,4.801812891744765971e-02,5.041443658209722178e-01,4.478375052615802265e-01
6.099999999999996980e+00,4.539999999999999147e+00,5.137214964224846858e-02,5.177292279950469478e-01,4.308986223627045420e-01
6.279999999999996696e+00,4.539999999999999147e+00,5.509921052036279021e-02,5.310569641388863671e-01,4.138438253407509260e-01
6.459999999999996412e+00,4.539999999999999147e+00,5.925329863965011351e-02,5.439866417000365217e-01,3.967600596603134688e-01
6.639999999999996128e+00,4.539999999999999147e+00,6.389856735519633402e-02,5.563696557094233164e-01,3.797317769353803496e-01
6.819999999999995843e+00,4.539999999999999147e+00,6.911129367529647571e-02,5.680505613270204757e-01,3.628381449976831319e-01
6.999999999999995559e+00,4.539999999999999147e+00,7.498209842078530640e-02,5.788674896844888673e-01,3.461504118947258402e-01
7.179999999999995275e+00,4.539999999999999147e+00,8.161840666692536661e-02,5.886520252305820211e-01,3.297295681024924874e-01
7.359999999999994991e+00,4.539999999999999147e+00,8.914708503556739716e-02,5.972284838450545585e-01,3.136244311193780443e-01
7.539999999999994706e+00,4.539999999999999147e+00,9.771712633320056574e-02,6.044126219218893814e-01,2.978702517449099973e-01
7.719999999999994422e+00,4.539999999999999147e+00,1.075021505723014331e-01,6.100099313084414998e-01,2.824879181192570532e-01
4.299999999999999822e+00,4.834999999999999076e+00,2.459222593476738730e-02,3.567788532127701417e-01,6.186289208524624605e-01
4.479999999999999538e+00,4.834999999999999076e+00,2.558399894835703889e-02,3.664160868812801897e-01,6.079999141703628096e-01
4.659999999999999254e+00,4.834999999999999076e+00,2.666660494258936767e-02,3.766183660886868179e-01,5.967150289687238596e-01
4.839999999999998970e+00,4.834999999999999076e+00,2.784852406014458673e-02,3.873808750939143342e-01,5.847706008459410132e-01
5.019999999999998685e+00,4.834999999999999076e+00,2.913911486921238331e-02,3.986904452817480182e-01,5.721704398490397026e-01
5.199999999999998401e+00,4.834999999999999076e+00,3.054875674884890285e-02,4.105244097070880893e-01,5.589268335440630286e-01
5.379999999999998117e+00,4.834999999999999076e+00,3.208903074001265288e-02,4.228495568269509119e-01,5.450614124330365184e-01
5.559999999999997833e+00,4.834999999999999076e+00,3.377294921102746983e-02,4.356212513523138874e-01,5.306057994366586428e-01
5.739999999999997549e+00,4.834999999999999076e+00,3.561524647793015697e-02,4.487827911230935496e-01,5.156019623989762657e-01
5.919999999999997264e+00,4.834999999999999076e+00,3.763274432072319375e-02,4.622650625679365910e-01,5.001021931113401875e-01
6.099999999999996980e+00,4.834999999999999076e+00,3.984480809141000696e-02,4.759865422690076620e-01,4.841686496395823380e-01
6.279999999999996696e+00,4.834999999999999076e+00,4.227391077908855543e-02,4.898536679789666781e-01,4.678724212419448913e-01
6.459999999999996412e+00,4.834999999999999076e+00,4.494632395835976291e-02,5.037615700406107289e-01,4.512921060010294805e-01
6.639999999999996128e+00,4.834999999999999076e+00,4.789295597899405343e-02,5.175951159914774502e-01,4.345119280295285935e-01
6.819999999999995843e+00,4.834999999999999076e+00,5.115035899596714897e-02,5.312301811148364417e-01,4.176194598891964649e-01
6.999999999999995559e+00,4.834999999999999076e+00,5.476192730634750483e-02,5.445350208041969120e-01,4.007030518894555415e-01
7.179999999999995275e+00,4.834999999999999076e+00,5.877930951631123863e-02,5.573715921998797507e-01,3.838490982838089760e-01
7.359999999999994991e+00,4.834999999999999076e+00,6.326405542774435342e-02,5.695966575776362228e-01,3.671392869946193960e-01
7.539999999999994706e+00,4.834999999999999076e+00,6.828951363233688732e-02,5.810625042785499961e-01,3.506479820891129640e-01
7.719999999999994422e+00,4.834999999999999076e+00,7.394298503834556557e-02,5.916171380351062936e-01,3.344398769265481963e-01
4.299999999999999822e+00,5.129999999999999005e+00,2.156229517407510718e-02,3.303838038398472232e-01,6.480539009860776245e-01
4.479999999999999538e+00,5.129999999999999005e+00,2.227284303534616053e-02,3.383210937721803924e-01,6.394060631924733951e-01
4.659999999999999254e+00,5.129999999999999005e+00,2.304677060987305251e-02,3.468005152585407203e-01,6.301527141315861336e-01
4.839999999999998970e+00,5.129999999999999005e+00,2.388965041884767021e-02,3.558362262936107800e-01,6.202741232875415012e-01
5.019999999999998685e+00,5.129999999999999005e+00,2.480752933325856141e-02,3.654377039841776309e-01,6.097547666825637869e-01
5.199999999999998401e+00,5.129999999999999005e+00,2.580698028835902783e-02,3.756086577563732543e-01,5.985843619552677630e-01
5.379999999999998117e+00,5.129999999999999005e+00,2.689516747316425538e-02,3.863458884525080572e-01,5.867589440743277152e-01
5.559999999999997833e+00,5.129999999999999005e+00,2.807992978328940556e-02,3.976381330797583713e-01,5.742819371369521919e-01
5.739999999999997549e+00,5.129999999999999005e+00,2.936988856519964428e-02,4.094649464343311784e-01,5.611651650004692016e-01
5.919999999999997264e+00,5.129999999999999005e+00,3.077458704418213620e-02,4.217956808876713870e-01,5.474297320681464907e-01
6.099999999999996980e+00,5.129999999999999005e+00,3.230467027185731504e-02,4.345886325074032053e-01,5.331066972207394450e-01
6.279999999999996696e+00,5.129999999999999005e+00,3.397211589644531793e-02,4.477904234118796900e-01,5.182374606916748672e-01
6.459999999999996412e+00,5.129999999999999005e+00,3.579052749439085024e-02,4.613356849207110311e-01,5.028737875848982020e-01
6.639999999999996128e+00,5.129999999999999005e+00,3.777550356229338741e-02,4.751470922296088251e-01,4.870774042080976973e-01
6.819999999999995843e+00,5.129999999999999005e+00,3.994509653730087678e-02,4.891357784728829761e-01,4.709191249898161957e-01
6.999999999999995559e+00,5.129999999999999005e+00,4.232037741243675766e-02,5.032021248913147726e-01,4.544774976962484558e-01
7.179999999999995275e+00,5.129999999999999005e+00,4.492612269426052990e-02,5.172368866437238033e-01,4.378369906620156460e-01
7.359999999999994991e+00,5.129999999999999005e+00,4.779164167632906496e-02,5.311225742656567883e-01,4.210857840580141676e-01
7.539999999999994706e+00,5.129999999999999005e+00,5.095176329044551200e-02,5.447349736030616674e-01,4.043132631064929039e-01
7.719999999999994422e+00,5.129999999999999005e+00,5.444800302951054854e-02,5.579446572996646925e-01,3.876073396708246688e-01
4.299999999999999822e+00,5.424999999999998934e+00,1.941015623660627756e-02,3.089668335121170673e-01,6.716230102512766864e-01
4.479999999999999538e+00,5.424999999999998934e+00,1.992693801303703147e-02,3.153542578767044580e-01,6.647188041102585210e-01
4.659999999999999254e+00,5.424999999999998934e+00,2.048914514679348736e-02,3.222217898289907456e-01,6.572890650242158017e-01
4.839999999999998970e+00,5.424999999999998934e+00,2.110066983325776385e-02,3.295923970501961064e-01,6.493069331165460811e-01
5.019999999999998685e+00,5.424999999999998934e+00,2.176570244050421085e-02,3.374871859424072307e-01,6.407471116170886383e-01
5.199999999999998401e+00,5.424999999999998934e+00,2.248875104095464025e-02,3.459246273590320664e-01,6.315866216000132205e-01
5.379999999999998117e+00,5.424999999999998934e+00,2.327466419213659182e-02,3.549196747050621381e-01,6.218056611028012215e-01
5.559999999999997833e+00,5.424999999999998934e+00,2.412865867746068899e-02,3.644827829537419239e-01,6.113885583687973524e-01
5.739999999999997549e+00,5.424999999999998934e+00,2.505635458751686792e-02,3.746188458709189262e-01,6.003247995415641469e-01
5.919999999999997264e+00,5.424999999999998934e+00,2.606382093876899453e-02,3.853260790823886395e-01,5.886100999788422827e-01
6.099999999999996980e+00,5.424999999999998934e+00,2.715763598562270439e-02,3.965948880223987838e-01,5.762474759919784528e-01
6.279999999999996696e+00,5.424999999999998934e+00,2.834496746516808677e-02,4.084067713264171173e-01,5.632482612084146467e-01
6.459999999999996412e+00,5.424999999999998934e+00,2.963367918694443867e-02,4.207333205188205638e-01,5.496330002942350079e-01
6.639999999999996128e+00,5.424999999999998934e+00,3.103247159370240912e-02,4.335353841633627914e-01,5.354321442429348377e-01
6.819999999999995843e+00,5.424999999999998934e+00,3.255106511529646390e-02,4.467624670385407226e-01,5.206864678461627927e-01
6.999999999999995559e+00,5.424999999999998934e+00,3.420043626017420235e-02,4.603524304712423021e-01,5.054471332685834817e-01
7.179999999999995275e+00,5.424999999999998934e+00,3.599311739768942114e-02,4.742315472384180941e-01,4.897753353638925611e-01
7.359999999999994991e+00,5.424999999999998934e+00,3.794357207306169738e-02,4.883149428101885015e-01,4.737414851167496832e-01
7.539999999999994706e+00,5.424999999999998934e+00,4.006865850522669387e-02,5.025074247778550385e-01,4.574239167169183440e-01
7.719999999999994422e+00,5.424999999999998934e+00,4.238819473632515072e-02,5.167046661654025597e-01,4.409071390982723382e-01
4.299999999999999822e+00,5.719999999999998863e+00,1.785843828140563916e-02,2.919140580048394384e-01,6.902275037137548530e-01
4.479999999999999538e+00,5.719999999999998863e+00,1.823837743736337128e-02,2.969727154037626882e-01,6.847889071588739718e-01
4.659999999999999254e+00,5.719999999999998863e+00,1.865144777759903533e-02,3.024358303721876862e-01,6.789127218502132299e-01
4.839999999999998970e+00,5.719999999999998863e+00,1.910046932156139049e-02,3.083284869501947134e-01,6.725710437282439447e-01
5.019999999999998685e+00,5.719999999999998863e+00,1.958847294126433644e-02,3.146756517238756268e-01,6.657358753348600056e-01
5.199999999999998401e+00,5.719999999999998863e+00,2.011871016087034281e-02,3.215017264747127013e-01,6.583795633644170531e-01
5.379999999999998117e+00,5.719999999999998863e+00,2.069466293789007025e-02,3.288300039609966530e-01,6.504753331011131623e-01
5.559999999999997833e+00,5.719999999999998863e+00,2.132005376727674761e-02,3.366820197479868937e-01,6.419979264847364142e-01
5.739999999999997549e+00,5.719999999999998863e+00,2.199885671794903422e-02,3.450767964129526355e-01,6.329243468690982644e-01
5.919999999999997264e+00,5.719999999999998863e+00,2.273531037788808010e-02,3.540299814552435032e-01,6.232347081668685451e-01
6.099999999999996980e+00,5.719999999999998863e+00,2.353393416492523607e-02,3.635528870223990738e-01,6.129131788126757074e-01
6.279999999999996696e+00,5.719999999999998863e+00,2.439955006728367765e-02,3.736514481586990510e-01,6.019490017740173338e-01
6.459999999999996412e+00,5.719999999999998863e+00,2.533731261463869830e-02,3.843251265015533713e-01,5.903375608838078437e-01
6.639999999999996128e+00,5.719999999999998863e+00,2.635275073917711305e-02,3.955657976871290726e-01,5.780814515736937276e-01
6.819999999999995843e+00,5.719999999999998863e+00,2.745182614447494104e-02,4.073566722850897603e-01,5.651915015704352951e-01
6.999999999999995559e+00,5.719999999999998863e+00,2.864101381949802835e-02,4.196713105502853369e-01,5.516876756302167006e-01
7.179999999999995275e+00,5.719999999999998863e+00,2.992741136274974095e-02,4.324727989672357831e-01,5.375997896700145384e-01
7.359999999999994991e+00,5.719999999999998863e+00,3.131888475619631906e-02,4.457131595492018761e-01,5.229679556946017494e-01
7.539999999999994706e+00,5.719999999999998863e+00,3.282425909140734843e-02,4.593330592429005210e-01,5.078426816656920195e-01
7.719999999999994422e+00,5.719999999999998863e+00,3.445356346091053151e-02,4.732618750801378393e-01,4.922845614589516638e-01
4.299999999999999822e+00,6.014999999999998792e+00,1.672690934028609258e-02,2.785094903542785771e-01,7.047636003054352782e-01
4.479999999999999538e+00,6.014999999999998792e+00,1.700846359382524042e-02,2.824722857793828257e-01,7.005192506267919894e-01
4.659999999999999254e+00,6.014999999999998792e+00,1.731446483759558133e-02,2.867650148967047508e-01,6.959205202656997269e-01
4.839999999999998970e+00,6.014999999999998792e+00,1.764699773219607568e-02,2.914112354681130945e-01,6.909417667996907708e-01
5.019999999999998685e+00,6.014999999999998792e+00,1.800830559829781977e-02,2.964352703141831524e-01,6.855564240875190452e-01
5.199999999999998401e+00,6.014999999999998792e+00,1.840079768533335949e-02,3.018619998960893058e-01,6.797372024185773798e-01
5.379999999999998117e+00,6.014999999999998792e+00,1.882705584703194684e-02,3.077165891504159423e-01,6.734563550025521872e-01
5.559999999999997833e+00,6.014999999999998792e+00,1.928984051423907400e-02,3.140241383049826585e-01,6.666860211807782433e-01
5.739999999999997549e+00,6.014999999999998792e+00,1.979209592012943358e-02,3.208092475905887642e-01,6.593986564892817537e-01
5.919999999999997264e+00,6.014999999999998792e+00,2.033695464279402371e-02,3.280954867193873747e-01,6.515675586378186779e-01
6.099999999999996980e+00,6.014999999999998792e+00,2.092774169977190679e-02,3.359047619898740678e-01,6.431674963103539699e-01
6.279999999999996696e+00,6.014999999999998792e+00,2.156797867430511328e-02,3.442565771796057827e-01,6.341754441460890623e-01
6.459999999999996412e+00,6.014999999999998792e+00,2.226138868992904793e-02,3.531671892588092998e-01,6.245714220512617043e-01
6.639999999999996128e+00,6.014999999999998792e+00,2.301190349252730041e-02,3.626486665903476680e-01,6.143394299171250905e-01
6.819999999999995843e+00,6.014999999999998792e+00,2.382367445649960155e-02,3.727078657256972516e-01,6.034684598178031711e-01
6.999999999999995559e+00,6.014999999999998792e+00,2.470109000534705113e-02,3.833453529941691640e-01,5.919535570004839098e-01
7.179999999999995275e+00,6.014999999999998792e+00,2.564880271608652867e-02,3.945543083384670524e-01,5.797968889454463426e-01
7.359999999999994991e+00,6.014999999999998792e+00,2.667177023591894153e-02,4.063194604187307934e-01,5.670087693453502720e-01
7.539999999999994706e+00,6.014999999999998792e+00,2.777531503673614025e-02,4.186161126202038729e-01,5.536085723430600458e-01
7.719999999999994422e+00,6.014999999999998792e+00,2.896520891215733501e-02,4.314093276086419237e-01,5.396254634792008176e-01
4.299999999999999822e+00,6.309999999999998721e+00,1.589465192428932139e-02,2.680638714436436865e-01,7.160414766320670754e-01
4.479999999999999538e+00,6.309999999999998721e+00,1.610453539229049838e-02,2.711452545640697376e-01,7.127502100436398091e-01
4.659999999999999254e+00,6.309999999999998721e+00,1.633260346569239199e-02,2.744901770083735260e-01,7.091772195259341549e-01
4.839999999999998970e+00,6.309999999999998721e+00,1.658041398586569334e-02,2.781191006679349376e-01,7.053004853461993795e-01
5.019999999999998685e+00,6.309999999999998721e+00,1.684964699276719768e-02,2.820535844461838915e-01,7.010967685610489664e-01
5.199999999999998401e+00,6.309999999999998721e+00,1.714211117523497391e-02,2.863162213627578057e-01,6.965416674620071857e-01
5.379999999999998117e+00,6.309999999999998721e+00,1.745974992486185387e-02,2.909305382728396561e-01,6.916097118022984658e-01
5.559999999999997833e+00,6.309999999999998721e+00,1.780464681515298020e-02,2.959208500072040837e-01,6.862745031776429361e-01
5.739999999999997549e+00,6.309999999999998721e+00,1.817903031766230498e-02,3.013120588451834170e-01,6.805089108371542572e-01
5.919999999999997264e+00,6.309999999999998721e+00,1.858527757053546337e-02,3.071293895278459640e-01,6.742853329016186281e-01
6.099999999999996980e+00,6.309999999999998721e+00,1.902591703996202657e-02,3.133980496476655997e-01,6.675760333123723633e-01
6.279999999999996696e+00,6.309999999999998721e+00,1.950362997116681166e-02,3.201428054007779966e-01,6.603535646280551674e-01
6.459999999999996412e+00,6.309999999999998721e+00,2.002125062459445340e-02,3.273874635863845417e-01,6.525912857890210361e-01
6.639999999999996128e+00,6.309999999999998721e+00,2.058176544859042362e-02,3.351542526462704674e-01,6.442639819051390049e-01
6.819999999999995843e+00,6.309999999999998721e+00,2.118831156704395827e-02,3.434630987325917317e-01,6.353485897003642302e-01
6.999999999999995559e+00,6.309999999999998721e+00,2.184417527386244007e-02,3.523307975346609000e-01,6.258250271914767016e-01
7.179999999999995275e+00,6.309999999999998721e+00,2.255279163831255818e-02,3.617700890810636727e-01,6.156771192806237414e-01
7.359999999999994991e+00,6.309999999999998721e+00,2.331774684368131262e-02,3.717886510264276079e-01,6.048936021298910726e-01
7.539999999999994706e+00,6.309999999999998721e+00,2.414278550543352483e-02,3.823880358848242289e-01,5.934691786097423538e-01
7.719999999999994422e+00,6.309999999999998721e+00,2.503182593108251724e-02,3.935625888383207927e-01,5.814055852305967109e-01
4.299999999999999822e+00,6.604999999999998650e+00,1.527845900962645533e-02,2.599717380359893859e-01,7.247498029543841813e-01
4.479999999999999538e+00,6.604999999999998650e+00,1.543561680835409990e-02,2.623557121252042545e-01,7.222086710664417097e-01
4.659999999999999254e+00,6.604999999999998650e+00,1.560637926840375417e-02,2.649472951452214176e-01,7.194463255863748907e-01
4.839999999999998970e+00,6.604999999999998650e+00,1.579191771244554260e-02,2.677634720051771944e-01,7.164446102823773810e-01
5.019999999999998685e+00,6.604999999999998650e+00,1.599349805167177632e-02,2.708223569692209676e-01,7.131841449791072041e-01
5.199999999999998401e+00,6.604999999999998650e+00,1.621248656360998325e-02,2.741432051875897780e-01,7.096443082488003151e-01
5.379999999999998117e+00,6.604999999999998650e+00,1.645035555073812161e-02,2.777464061047588140e-01,7.058032383445030922e-01
5.559999999999997833e+00,6.604999999999998650e+00,1.670868874648187563e-02,2.816534535359735969e-01,7.016378577175444997e-01
5.739999999999997549e+00,6.604999999999998650e+00,1.698918630980466790e-02,2.858868862806250855e-01,6.971239274095702987e-01
5.919999999999997264e+00,6.604999999999998650e+00,1.729366922501993434e-02,2.904701921714491486e-01,6.922361386035309483e-01
6.099999999999996980e+00,6.604999999999998650e+00,1.762408290239140043e-02,2.954276674905344513e-01,6.869482496070741240e-01
6.279999999999996696e+00,6.604999999999998650e+00,1.798249976151856944e-02,3.007842227899933385e-01,6.812332774484881615e-01
6.459999999999996412e+00,6.604999999999998650e+00,1.837112057895001066e-02,3.065651254417633420e-01,6.750637539792866404e-01
6.639999999999996128e+00,6.604999999999998650e+00,1.879227440126762794e-02,3.127956688494842319e-01,6.684120567492480847e-01
6.819999999999995843e+00,6.604999999999998650e+00,1.924841687438183860e-02,3.195007583688446728e-01,6.612508247567734365e-01
6.999999999999995559e+00,6.604999999999998650e+00,1.974212693033422505e-02,3.267044048252770172e-01,6.535534682443888688e-01
7.179999999999995275e+00,6.604999999999998650e+00,2.027610191760280400e-02,3.344291183474558116e-01,6.452947797349414261e-01
7.359999999999994991e+00,6.604999999999998650e+00,2.085315147381892886e-02,3.426951983269822533e-01,6.364516501991988040e-01
7.539999999999994706e+00,6.604999999999998650e+00,2.147619073464375472e-02,3.515199199307082467e-01,6.270038893346480124e-01
7.719999999999994422e+00,6.604999999999998650e+00,2.214823386061468002e-02,3.609166239336867865e-01,6.169351422056985612e-01
