petal length (cm),petal width (cm),setosa,versicolor,virginica
4.539999999999999147e+00,1.419999999999999929e+00,9.068259505357251227e-02,4.643733956803426377e-01,4.449440092660847945e-01
4.834999999999999076e+00,1.419999999999999929e+00,8.475581732380291222e-02,4.645613510219443465e-01,4.506828316542527135e-01
5.129999999999999005e+00,1.419999999999999929e+00,7.965138946040299650e-02,4.641318607497816884e-01,4.562167497898151902e-01
5.424999999999998934e+00,1.419999999999999929e+00,7.521991872757101405e-02,4.632273129327744710e-01,4.615527683396544179e-01
5.719999999999998863e+00,1.419999999999999929e+00,7.134359586321872837e-02,4.619637176698549452e-01,4.666926864669262986e-01
6.014999999999998792e+00,1.419999999999999929e+00,6.792919047679005229e-02,4.604348738706288136e-01,4.716359356525811619e-01
6.309999999999998721e+00,1.419999999999999929e+00,6.490253181539637484e-02,4.587161339629088341e-01,4.763813342216947078e-01
6.604999999999998650e+00,1.419999999999999929e+00,6.220422055758708518e-02,4.568676801210181382e-01,4.809280993213947974e-01
1.000000000000000000e+00,1.540000000000000036e+00,3.057052869886425217e-01,3.454033656562449095e-01,3.488913473551125133e-01
1.294999999999999929e+00,1.540000000000000036e+00,2.657930757972403746e-01,3.682311662576283617e-01,3.659757579451312637e-01
1.589999999999999858e+00,1.540000000000000036e+00,2.308559159649014036e-01,3.885326601425735382e-01,3.806114238925251692e-01
1.884999999999999787e+00,1.540000000000000036e+00,2.009816924055874976e-01,4.060024444555849210e-01,3.930158631388275814e-01
2.179999999999999716e+00,1.540000000000000036e+00,1.758769486265469584e-01,4.205783983045022212e-01,4.035446530689508204e-01
2.474999999999999645e+00,1.540000000000000036e+00,1.550203275130063174e-01,4.323846342916061736e-01,4.125950381953875090e-01
2.769999999999999574e+00,1.540000000000000036e+00,1.377981483535315188e-01,4.416650690873885066e-01,4.205367825590798359e-01
3.064999999999999503e+00,1.540000000000000036e+00,1.235994516117181058e-01,4.487248253721045077e-01,4.276757230161774559e-01
3.359999999999999432e+00,1.540000000000000036e+00,1.118699423557233119e-01,4.538865906475172962e-01,4.342434669967593086e-01
3.654999999999999361e+00,1.540000000000000036e+00,1.021347677420825911e-01,4.574622002393283204e-01,4.404030320185892133e-01
3.949999999999999289e+00,1.540000000000000036e+00,9.400179616026696494e-02,4.597365618970861711e-01,4.462616419426469472e-01
4.244999999999999218e+00,1.540000000000000036e+00,8.715470699539860922e-02,4.609603405918138441e-01,4.518849524127874773e-01
4.539999999999999147e+00,1.540000000000000036e+00,8.134197964769404599e-02,4.613482716124948091e-01,4.573097487398111727e-01
4.834999999999999076e+00,1.540000000000000036e+00,7.636521494602606375e-02,4.610807557124315670e-01,4.625540293415423276e-01
5.129999999999999005e+00,1.540000000000000036e+00,7.206844702524205226e-02,4.603071363756843226e-01,4.676244165990735557e-01
5.424999999999998934e+00,1.540000000000000036e+00,6.832906717696246579e-02,4.591496439425055143e-01,4.725212888805319644e-01
5.719999999999998863e+00,1.540000000000000036e+00,6.505044252390089488e-02,4.577074060317196658e-01,4.772421514443794255e-01
6.014999999999998792e+00,1.540000000000000036e+00,6.215606934283233326e-02,4.560601992402481542e-01,4.817837314169194363e-01
6.309999999999998721e+00,1.540000000000000036e+00,5.958501714585624082e-02,4.542717906876075351e-01,4.861431921665361200e-01
6.604999999999998650e+00,1.540000000000000036e+00,5.728841373859103192e-02,4.523928215970410283e-01,4.903187646643678566e-01
1.000000000000000000e+00,1.660000000000000142e+00,2.650924924408777916e-01,3.605227378193675003e-01,3.743847697397546526e-01
1.294999999999999929e+00,1.660000000000000142e+00,2.298533555668510753e-01,3.809140388054760296e-01,3.892326056276729229e-01
1.589999999999999858e+00,1.660000000000000142e+00,1.995550952377125598e-01,3.987089553990739721e-01,4.017359493632134959e-01
1.884999999999999787e+00,1.660000000000000142e+00,1.740085396897459169e-01,4.137592481710002379e-01,4.122322121392538175e-01
2.179999999999999716e+00,1.660000000000000142e+00,1.527600189245914564e-01,4.261123424441613516e-01,4.211276386312471365e-01
2.474999999999999645e+00,1.660000000000000142e+00,1.352290542311007648e-01,4.359532688912902687e-01,4.288176768776090220e-01
2.769999999999999574e+00,1.660000000000000142e+00,1.208128348852902795e-01,4.435474655008765921e-01,4.356396996138331978e-01
3.064999999999999503e+00,1.660000000000000142e+00,1.089504324513188155e-01,4.491945660425699649e-01,4.418550015061112890e-01
3.359999999999999432e+00,1.660000000000000142e+00,9.915355654575669364e-02,4.531959385035784216e-01,4.476505049506648848e-01
3.654999999999999361e+00,1.660000000000000142e+00,9.101489985134451899e-02,4.558345892115483466e-01,4.531505109371070095e-01
3.949999999999999289e+00,1.660000000000000142e+00,8.420392985438583666e-02,4.573645236807309944e-01,4.584315464648833216e-01
4.244999999999999218e+00,1.660000000000000142e+00,7.845702507532420489e-02,4.580066015144093616e-01,4.635363734102663780e-01
4.539999999999999147e+00,1.660000000000000142e+00,7.356606290803634207e-02,4.579484630364779596e-01,4.684854740554857955e-01
4.834999999999999076e+00,1.660000000000000142e+00,6.936756748430467079e-02,4.573467632612889244e-01,4.732856692544063493e-01
5.129999999999999005e+00,1.660000000000000142e+00,6.573330142338557058e-02,4.563305252418800584e-01,4.779361733347342600e-01
5.424999999999998934e+00,1.660000000000000142e+00,6.256252058786787584e-02,4.550048650098447167e-01,4.824326144022875185e-01
5.719999999999998863e+00,1.660000000000000142e+00,5.977579360383473983e-02,4.534546505469848054e-01,4.867695558491804131e-01
6.014999999999998792e+00,1.660000000000000142e+00,5.731016438858508449e-02,4.517478634221924749e-01,4.909419721892224198e-01
6.309999999999998721e+00,1.660000000000000142e+00,5.511541066618549922e-02,4.499385617576738827e-01,4.949460275761405903e-01
6.604999999999998650e+00,1.660000000000000142e+00,5.315117035318561722e-02,4.480694206401408253e-01,4.987794090066736685e-01
1.000000000000000000e+00,1.780000000000000027e+00,2.299470694082489663e-01,3.728201771852112656e-01,3.972327534065397958e-01
1.294999999999999929e+00,1.780000000000000027e+00,1.992198525294164579e-01,3.908855659230114910e-01,4.098945815475721344e-01
1.589999999999999858e+00,1.780000000000000027e+00,1.731838127148918882e-01,4.063938845975680336e-01,4.204223026875401614e-01
1.884999999999999787e+00,1.780000000000000027e+00,1.514698652158648629e-01,4.193107050187290796e-01,4.292194297654061130e-01
2.179999999999999716e+00,1.780000000000000027e+00,1.335454441686320104e-01,4.297536375696842104e-01,4.367009182616837792e-01
2.474999999999999645e+00,1.780000000000000027e+00,1.188262221846266009e-01,4.379393796958105933e-01,4.432343981195626670e-01
2.769999999999999574e+00,1.780000000000000027e+00,1.067506750529122611e-01,4.441366395637484921e-01,4.491126853833391497e-01
3.064999999999999503e+00,1.780000000000000027e+00,9.681988472904805298e-02,4.486303220031551686e-01,4.545497932677968200e-01
3.359999999999999432e+00,1.780000000000000027e+00,8.861213576543912340e-02,4.516974480823968130e-01,4.596904161521640497e-01
3.654999999999999361e+00,1.780000000000000027e+00,8.178233715843699625e-02,4.535929013150402644e-01,4.646247615265228226e-01
3.949999999999999289e+00,1.780000000000000027e+00,7.605391326516251771e-02,4.545424291520144267e-01,4.694036575828230418e-01
4.244999999999999218e+00,1.780000000000000027e+00,7.120800819984628161e-02,4.547405225957252273e-01,4.740514692044284772e-01
4.539999999999999147e+00,1.780000000000000027e+00,6.707264889451142187e-02,4.543512966247736373e-01,4.785760544807151073e-01
4.834999999999999076e+00,1.780000000000000027e+00,6.351308311213095525e-02,4.535110221145005616e-01,4.829758947733685526e-01
5.129999999999999005e+00,1.780000000000000027e+00,6.042369451153890153e-02,4.523314062011191683e-01,4.872448992873419926e-01
5.424999999999998934e+00,1.780000000000000027e+00,5.772148626462265952e-02,4.509030560434957868e-01,4.913754576918815675e-01
5.719999999999998863e+00,1.780000000000000027e+00,5.534094886806546765e-02,4.492987993066517305e-01,4.953602518252827602e-01
6.014999999999998792e+00,1.780000000000000027e+00,5.323007567817816116e-02,4.475766934615650339e-01,4.991932308602566870e-01
6.309999999999998721e+00,1.780000000000000027e+00,5.134729618452954503e-02,4.457826561258700915e-01,5.028700476896004190e-01
6.604999999999998650e+00,1.780000000000000027e+00,4.965912697146149246e-02,4.439527080283758309e-01,5.063881650001625934e-01
1.000000000000000000e+00,1.899999999999999911e+00,1.998873691089166627e-01,3.826233793442775366e-01,4.174892515468057730e-01
1.294999999999999929e+00,1.899999999999999911e+00,1.733330105663189458e-01,3.985502677569316976e-01,4.281167216767493566e-01
1.589999999999999858e+00,1.899999999999999911e+00,1.510928786224084441e-01,4.120266662261707347e-01,4.368804551514208767e-01
1.884999999999999787e+00,1.899999999999999911e+00,1.326978481579078051e-01,4.230960601136246058e-01,4.442060917284677002e-01
2.179999999999999716e+00,1.899999999999999911e+00,1.175940097878696577e-01,4.319177971570761776e-01,4.504881930550541647e-01
2.474999999999999645e+00,1.899999999999999911e+00,1.052268104464495896e-01,4.387213673285099147e-01,4.560518222250404818e-01
2.769999999999999574e+00,1.899999999999999911e+00,9.509063032948121552e-02,4.437684044197434119e-01,4.611409652507754697e-01
3.064999999999999503e+00,1.899999999999999911e+00,8.675079515826647492e-02,4.473249814734158170e-01,4.659242233683177359e-01
3.359999999999999432e+00,1.899999999999999911e+00,7.984766205865800881e-02,4.496436252120580845e-01,4.705087127292838511e-01
3.654999999999999361e+00,1.899999999999999911e+00,7.409099329831861369e-02,4.509531340189856796e-01,4.749558726826956789e-01
3.949999999999999289e+00,1.899999999999999911e+00,6.925022058697283267e-02,4.514540340392173556e-01,4.792957453738098117e-01
4.244999999999999218e+00,1.899999999999999911e+00,6.514386263033249136e-02,4.513177686070060091e-01,4.835383687626613747e-01
4.539999999999999147e+00,1.899999999999999911e+00,6.162972206442578205e-02,4.506881424695606264e-01,4.876821354660135777e-01
4.834999999999999076e+00,1.899999999999999911e+00,5.859650260665030114e-02,4.496839650983195935e-01,4.917195322950301262e-01
5.129999999999999005e+00,1.899999999999999911e+00,5.595696249980520315e-02,4.484021897989506344e-01,4.956408477012440028e-01
5.424999999999998934e+00,1.899999999999999911e+00,5.364247710930382385e-02,4.469211119361501394e-01,4.994364109545461061e-01
5.719999999999998863e+00,1.899999999999999911e+00,5.159879519842228840e-02,4.453033778510162022e-01,5.030978269505614886e-01
6.014999999999998792e+00,1.899999999999999911e+00,4.978276211286266489e-02,4.435986814385994292e-01,5.066185564485379267e-01
6.309999999999998721e+00,1.899999999999999911e+00,4.815980532722295704e-02,4.418461041615919238e-01,5.099940905111851608e-01
6.604999999999998650e+00,1.899999999999999911e+00,4.670201107746142083e-02,4.400761005727136244e-01,5.132218883498249618e-01
1.000000000000000000e+00,2.020000000000000018e+00,1.743838018153425484e-01,3.902983259606901956e-01,4.353178722239672283e-01
1.294999999999999929e+00,2.020000000000000018e+00,1.515729684264012500e-01,4.043079075924084775e-01,4.441191239811903557e-01
1.589999999999999858e+00,2.020000000000000018e+00,1.326403910075656112e-01,4.160092276483615681e-01,4.513503813440727375e-01
1.884999999999999787e+00,2.020000000000000018e+00,1.170759238611632086e-01,4.254967508930567188e-01,4.574273252457800587e-01
2.179999999999999716e+00,2.020000000000000018e+00,1.043412160761999913e-01,4.329524205917978930e-01,4.627063633320021019e-01
2.474999999999999645e+00,2.020000000000000018e+00,9.392922940892130257e-02,4.386071396062418692e-01,4.674636309848367866e-01
2.769999999999999574e+00,2.020000000000000018e+00,8.539468640463629412e-02,4.427101984483432506e-01,4.718951151470204830e-01
3.064999999999999503e+00,2.020000000000000018e+00,7.836391747724284762e-02,4.455076868972242532e-01,4.761283956255329408e-01
3.359999999999999432e+00,2.020000000000000018e+00,7.253256647566255766e-02,4.472289161759469556e-01,4.802385173483903480e-01
3.654999999999999361e+00,2.020000000000000018e+00,6.765746619827441022e-02,4.480791077180502069e-01,4.842634260836753968e-01
3.949999999999999289e+00,2.020000000000000018e+00,6.354662529465444909e-02,4.482365408129144746e-01,4.882168338924311457e-01
4.244999999999999218e+00,2.020000000000000018e+00,6.004944276719863944e-02,4.478526107453844052e-01,4.920979464874169484e-01
4.539999999999999147e+00,2.020000000000000018e+00,5.704809416440854292e-02,4.470536074258900094e-01,4.958982984097015101e-01
4.834999999999999076e+00,2.020000000000000018e+00,5.445037297358080314e-02,4.459433696860800600e-01,4.996062573403392548e-01
5.129999999999999005e+00,2.020000000000000018e+00,5.218394273902795394e-02,4.446062562983650879e-01,5.032098009626069235e-01
5.424999999999998934e+00,2.020000000000000018e+00,5.019181933938061946e-02,4.431100907104296716e-01,5.066980899501897229e-01
5.719999999999998863e+00,2.020000000000000018e+00,4.842886691284225414e-02,4.415088886697500770e-01,5.100622444174076620e-01
6.014999999999998792e+00,2.020000000000000018e+00,4.685910162549510038e-02,4.398452788445448847e-01,5.132956195299599456e-01
6.309999999999998721e+00,2.020000000000000018e+00,4.545362617569354002e-02,4.381525894810905930e-01,5.163937843432158115e-01
6.604999999999998650e+00,2.020000000000000018e+00,4.418905048960738990e-02,4.364566105867364598e-01,5.193543389236561225e-01
1.000000000000000000e+00,2.140000000000000124e+00,1.528542259501288469e-01,3.962048223661343571e-01,4.509409516837367127e-01
1.294999999999999929e+00,2.140000000000000124e+00,1.333302465365560352e-01,4.085230599946843011e-01,4.581466934687596915e-01
1.589999999999999858e+00,2.140000000000000124e+00,1.172367407823855373e-01,4.186895954593866098e-01,4.640736637582277835e-01
1.884999999999999787e+00,2.140000000000000124e+00,1.040624532264228380e-01,4.268309797969467301e-01,4.691065669766302793e-01
2.179999999999999716e+00,2.140000000000000124e+00,9.330576724964159685e-02,4.331395532904244172e-01,4.735546794599340137e-01
2.474999999999999645e+00,2.140000000000000124e+00,8.451429634995395734e-02,4.378412066862479302e-01,4.776444969637981819e-01
2.769999999999999574e+00,2.140000000000000124e+00,7.730157629739840830e-02,4.411706380324008081e-01,4.815277856702008807e-01
3.064999999999999503e+00,2.140000000000000124e+00,7.134905591808124448e-02,4.433543477101968278e-01,4.852965963717220110e-01
3.359999999999999432e+00,2.140000000000000124e+00,6.640025270419958048e-02,4.446002908279224619e-01,4.889994564678779576e-01
3.654999999999999361e+00,2.140000000000000124e+00,6.225171509513858364e-02,4.450926415361834976e-01,4.926556433686780645e-01
3.949999999999999289e+00,2.140000000000000124e+00,5.874347258555583789e-02,4.449901434373139120e-01,4.962663839771302987e-01
4.244999999999999218e+00,2.140000000000000124e+00,5.575029240856776286e-02,4.444267617067138576e-01,4.998229458847183726e-01
4.539999999999999147e+00,2.140000000000000124e+00,5.317424516958062924e-02,4.435136589657427963e-01,5.033120958646765120e-01
4.834999999999999076e+00,2.140000000000000124e+00,5.093864978648226377e-02,4.423418064576509767e-01,5.067195437558668081e-01
5.129999999999999005e+00,2.140000000000000124e+00,4.898327038659025523e-02,4.409847800294564024e-01,5.100319495839533701e-01
5.424999999999998934e+00,2.140000000000000124e+00,4.726056854798397350e-02,4.395014691055388334e-01,5.132379623464772278e-01
5.719999999999998863e+00,2.140000000000000124e+00,4.573280849277216314e-02,4.379385519236808633e-01,5.163286395835469111e-01
6.014999999999998792e+00,2.140000000000000124e+00,4.436983429385008004e-02,4.363326725279842444e-01,5.192974931781657588e-01
6.309999999999998721e+00,2.140000000000000124e+00,4.314736820767439002e-02,4.347123056399882501e-01,5.221403261523374084e-01
6.604999999999998650e+00,2.140000000000000124e+00,4.204570916660802654e-02,4.330993242788701569e-01,5.248549665545217957e-01
1.000000000000000000e+00,2.260000000000000231e+00,1.347264583239858871e-01,4.006709596115813898e-01,4.646025820644328341e-01
1.294999999999999929e+00,2.260000000000000231e+00,1.180454019409599292e-01,4.115114889504958851e-01,4.704431091085442551e-01
1.589999999999999858e+00,2.260000000000000231e+00,1.043646850636327783e-01,4.203581612919791155e-01,4.752771536443880507e-01
1.884999999999999787e+00,2.260000000000000231e+00,9.319662553670625404e-02,4.273569602140759871e-01,4.794464142492178005e-01
2.179999999999999716e+00,2.260000000000000231e+00,8.408658061978091514e-02,4.327031674956904883e-01,4.832102518845287076e-01
2.474999999999999645e+00,2.260000000000000231e+00,7.663743711460686836e-02,4.366142935625013100e-01,4.867482693228918356e-01
2.769999999999999574e+00,2.260000000000000231e+00,7.051690389285682203e-02,4.393098638755545404e-01,4.901732322315887624e-01
3.064999999999999503e+00,2.260000000000000231e+00,6.545473362344496338e-02,4.409978940049618101e-01,4.935473723715933514e-01
3.359999999999999432e+00,2.260000000000000231e+00,6.123517131718084899e-02,4.418669711199969541e-01,4.968978575628222871e-01
3.654999999999999361e+00,2.260000000000000231e+00,5.768793203980743245e-02,4.420825677458480873e-01,5.002295002143444247e-01
3.949999999999999289e+00,2.260000000000000231e+00,5.467947509354453839e-02,4.417862763729768494e-01,5.035342485334785012e-01
4.244999999999999218e+00,2.260000000000000231e+00,5.210535557945228380e-02,4.410968790036345344e-01,5.067977654169132373e-01
4.539999999999999147e+00,2.260000000000000231e+00,4.988387832797492455e-02,4.401124348707678990e-01,5.100036868012571833e-01
4.834999999999999076e+00,2.260000000000000231e+00,4.795100378765628640e-02,4.389128185575328356e-01,5.131361776548108988e-01
5.129999999999999005e+00,2.260000000000000231e+00,4.625634216662892484e-02,4.375623427653684283e-01,5.161813150680026885e-01
5.424999999999998934e+00,2.260000000000000231e+00,4.476004344454766887e-02,4.361122499980741307e-01,5.191277065573781657e-01
5.719999999999998863e+00,2.260000000000000231e+00,4.343040152082882494e-02,4.346029612545489473e-01,5.219666372246222208e-01
6.014999999999998792e+00,2.260000000000000231e+00,4.224201644478526446e-02,4.330660371807131259e-01,5.246919463745015610e-01
6.309999999999998721e+00,2.260000000000000231e+00,4.117438741298905941e-02,4.315258479063824870e-01,5.272997646806285577e-01
6.604999999999998650e+00,2.260000000000000231e+00,4.021083575234275093e-02,4.300009703616044510e-01,5.297881938860528050e-01
1.000000000000000000e+00,2.379999999999999893e+00,1.194736683545409572e-01,4.039816585140869054e-01,4.765446731313719986e-01
1.294999999999999929e+00,2.379999999999999893e+00,1.052266804309606035e-01,4.135373446288325705e-01,4.812359749402068676e-01
1.589999999999999858e+00,2.379999999999999893e+00,9.358378721620143337e-02,4.212511361787287245e-01,4.851650766050698560e-01
1.884999999999999787e+00,2.379999999999999893e+00,8.409448016068540865e-02,4.272802122970940641e-01,4.886253075422204994e-01
2.179999999999999716e+00,2.379999999999999893e+00,7.635427056906758658e-02,4.318183751402340231e-01,4.918273542906985152e-01
2.474999999999999645e+00,2.379999999999999893e+00,7.001828924008064725e-02,4.350731620942354105e-01,4.949085486656839561e-01
2.769999999999999574e+00,2.379999999999999893e+00,6.480246053531323047e-02,4.372491927121632815e-01,4.979483467525234741e-01
3.064999999999999503e+00,2.379999999999999893e+00,6.047806134661099647e-02,4.385373537001179822e-01,5.009845849532709172e-01
3.359999999999999432e+00,2.379999999999999893e+00,5.686360693089566321e-02,4.391087646346871765e-01,5.040276284344171742e-01
3.654999999999999361e+00,2.379999999999999893e+00,5.381634782960677266e-02,4.391122855699359229e-01,5.070713666004572628e-01
3.949999999999999289e+00,2.379999999999999893e+00,5.122450329658707890e-02,4.386744201979618785e-01,5.101010765054511120e-01
4.244999999999999218e+00,2.379999999999999893e+00,4.900065875701869328e-02,4.379006834501108503e-01,5.130986577928704495e-01
4.539999999999999147e+00,2.379999999999999893e+00,4.707638397674383107e-02,4.368777445563147843e-01,5.160458714669413638e-01
4.834999999999999076e+00,2.379999999999999893e+00,4.539795840422942291e-02,4.356758746181517705e-01,5.189261669776188413e-01
5.129999999999999005e+00,2.379999999999999893e+00,4.392303045184627053e-02,4.343514014011241597e-01,5.217255681470296391e-01
5.424999999999998934e+00,2.379999999999999893e+00,4.261803263832675270e-02,4.329490009872773437e-01,5.244329663743958481e-01
5.719999999999998863e+00,2.379999999999999893e+00,4.145619329094819838e-02,4.315037424473915917e-01,5.270400642616601683e-01
6.014999999999998792e+00,2.379999999999999893e+00,4.041601177872913148e-02,4.300428568909682725e-01,5.295411313303025613e-01
6.309999999999998721e+00,2.379999999999999893e+00,3.948009043597790896e-02,4.285872349667893544e-01,5.319326745972327020e-01
6.604999999999998650e+00,2.379999999999999893e+00,3.863423936731969627e-02,4.271526744149303778e-01,5.342130862177499884e-01
