sepal width (cm),petal length (cm),setosa,versicolor,virginica
2.880000000000000782e+00,1.590000000000000302e+00,9.493853503743316935e-01,5.046250007381555824e-02,1.521495518528616895e-04
2.920000000000000817e+00,1.590000000000000302e+00,9.520176002535336579e-01,4.783937006534683123e-02,1.430296811193464189e-04
2.960000000000000853e+00,1.590000000000000302e+00,9.544400475720192789e-01,4.542522544649456318e-02,1.347269814859575817e-04
3.000000000000000888e+00,1.590000000000000302e+00,9.566710920436608534e-01,4.320175022253167074e-02,1.271577338074524402e-04
3.040000000000000924e+00,1.590000000000000302e+00,9.587275154734641314e-01,4.115223703740966688e-02,1.202474891262959330e-04
3.080000000000000959e+00,1.590000000000000302e+00,9.606246035480290324e-01,3.926146644234648764e-02,1.139300096245438124e-04
3.120000000000000995e+00,1.590000000000000302e+00,9.623762642899410524e-01,3.751558938164487045e-02,1.081463284141440421e-04
3.160000000000001030e+00,1.590000000000000302e+00,9.639951416608232293e-01,3.590201442311645452e-02,1.028439160603348244e-04
3.200000000000001066e+00,1.590000000000000302e+00,9.654927232935770487e-01,3.440930076379412200e-02,9.797594262885963505e-05
3.240000000000001101e+00,1.590000000000000302e+00,9.668794417270260011e-01,3.302705764801128208e-02,9.350062496270030680e-05
3.280000000000001137e+00,1.590000000000000302e+00,9.681647688214483072e-01,3.174585052875032037e-02,8.938064980122647281e-05
3.320000000000001172e+00,1.590000000000000302e+00,9.693573032659023037e-01,3.055711406986362857e-02,8.558266423414087024e-05
3.360000000000001208e+00,1.590000000000000302e+00,9.704648512609009847e-01,2.945307191327879021e-02,8.207682582031542915e-05
3.400000000000001243e+00,1.590000000000000302e+00,9.714945005843570458e-01,2.842666301015471866e-02,7.883640548827123098e-05
3.440000000000001279e+00,1.590000000000000302e+00,9.724526883346003014e-01,2.747147422833465247e-02,7.583743706520851421e-05
3.480000000000001315e+00,1.590000000000000302e+00,9.733452626999897772e-01,2.658167889205745663e-02,7.305840795271645273e-05
3.520000000000001350e+00,1.590000000000000302e+00,9.741775391370531834e-01,2.575198087686732598e-02,7.047998607936933630e-05
3.560000000000001386e+00,1.590000000000000302e+00,9.749543513538161399e-01,2.497756386736919507e-02,6.808477881476941035e-05
3.600000000000001421e+00,1.590000000000000302e+00,9.756800974966034490e-01,2.425404538336768667e-02,6.585712002881105804e-05
3.640000000000001457e+00,1.590000000000000302e+00,9.763587819307066873e-01,2.357743518736610255e-02,6.378288192728548043e-05
3.680000000000001492e+00,1.590000000000000302e+00,9.769940529907769067e-01,2.294409770052882255e-02,6.184930869416451968e-05
3.720000000000001528e+00,1.590000000000000302e+00,9.775892370578767032e-01,2.235071807279727721e-02,6.004486932591225748e-05
3.760000000000001563e+00,1.590000000000000302e+00,9.781473692984572477e-01,2.179427157418487027e-02,5.835912735792306435e-05
3.800000000000001599e+00,1.590000000000000302e+00,9.786712213774670932e-01,2.127199599707142730e-02,5.678262546153918885e-05
3.840000000000001634e+00,1.590000000000000302e+00,9.791633264342518572e-01,2.078136678261249121e-02,5.530678313573931740e-05
3.880000000000001670e+00,1.590000000000000302e+00,9.796260015865896342e-01,2.032007460747640298e-02,5.392380593396828964e-05
3.920000000000001705e+00,1.590000000000000302e+00,9.800613682056042997e-01,1.988600518953869550e-02,5.262660485691563253e-05
3.960000000000001741e+00,1.590000000000000302e+00,9.804713701827297845e-01,1.947722109256097220e-02,5.140872470925500877e-05
4.000000000000001776e+00,1.590000000000000302e+00,9.808577903895766559e-01,1.909194533005825062e-02,5.026428036512294836e-05
4.040000000000001812e+00,1.590000000000000302e+00,9.812222655125942827e-01,1.872854658738998257e-02,4.918790001582498488e-05
4.080000000000001847e+00,1.590000000000000302e+00,9.815662994268626873e-01,1.838552589855128178e-02,4.817467458608136141e-05
4.120000000000001883e+00,1.590000000000000302e+00,9.818912752572114266e-01,1.806150463018470903e-02,4.722011260397543180e-05
4.160000000000001918e+00,1.590000000000000302e+00,9.821984662600867777e-01,1.775521364001683700e-02,4.632009989635794701e-05
4.200000000000001954e+00,1.590000000000000302e+00,9.824890456461419230e-01,1.746548349030084893e-02,4.547086355730323794e-05
4.240000000000001990e+00,1.590000000000000302e+00,9.827640954513053861e-01,1.719123560899083955e-02,4.466893970364088959e-05
4.280000000000002025e+00,1.590000000000000302e+00,9.830246145530487922e-01,1.693147430236140519e-02,4.391114458977129494e-05
4.320000000000002061e+00,1.590000000000000302e+00,9.832715259185881296e-01,1.668527953270692102e-02,4.319454870495653231e-05
4.360000000000002096e+00,1.590000000000000302e+00,9.835056831627896345e-01,1.645180038368954101e-02,4.251645352095431582e-05
2.000000000000000000e+00,1.688333333333333686e+00,7.196585436460484209e-01,2.790300939476031417e-01,1.311362406348342072e-03
2.040000000000000036e+00,1.688333333333333686e+00,7.381227277895090477e-01,2.606916781626427149e-01,1.185594047848282945e-03
2.080000000000000071e+00,1.688333333333333686e+00,7.556812753427324392e-01,2.432462890581551240e-01,1.072435599112376301e-03
2.120000000000000107e+00,1.688333333333333686e+00,7.723089735059919247e-01,2.267203496967026000e-01,9.706767973054248764e-04
2.160000000000000142e+00,1.688333333333333686e+00,7.879934235795508224e-01,2.111273611883219270e-01,8.792152321271760190e-04
2.200000000000000178e+00,1.688333333333333686e+00,8.027340092635434354e-01,1.964689445944135804e-01,7.970461420430070614e-04
2.240000000000000213e+00,1.688333333333333686e+00,8.165406332036181380e-01,1.827361129745495860e-01,7.232538218324183980e-04
2.280000000000000249e+00,1.688333333333333686e+00,8.294323065762180258e-01,1.699106891729541546e-01,6.570042508277518928e-04
2.320000000000000284e+00,1.688333333333333686e+00,8.414356708409582719e-01,1.579667905275758122e-01,5.975386314659533087e-04
2.360000000000000320e+00,1.688333333333333686e+00,8.525835207890741785e-01,1.468723116102363113e-01,5.441676006896892020e-04
2.400000000000000355e+00,1.688333333333333686e+00,8.629133853978113722e-01,1.365903486620733687e-01,4.962659401152429975e-04
2.440000000000000391e+00,1.688333333333333686e+00,8.724662093387390849e-01,1.270805229976783024e-01,4.532676635825936954e-04
2.480000000000000426e+00,1.688333333333333686e+00,8.812851645818624569e-01,1.183001740155952691e-01,4.146614025424879830e-04
2.520000000000000462e+00,1.688333333333333686e+00,8.894146093366237515e-01,1.102054046220460187e-01,3.799860413301319340e-04
2.560000000000000497e+00,1.688333333333333686e+00,8.968992011702056066e-01,1.027519722529054574e-01,3.488265768888054404e-04
2.600000000000000533e+00,1.688333333333333686e+00,9.037831628221103530e-01,9.589602698547906867e-02,3.208101924103625856e-04
2.640000000000000568e+00,1.688333333333333686e+00,9.101096930198115942e-01,8.959470443696590514e-02,2.956025432223591373e-04
2.680000000000000604e+00,1.688333333333333686e+00,9.159205103428191830e-01,8.380658539959931486e-02,2.729042575816752018e-04
2.720000000000000639e+00,1.688333333333333686e+00,9.212555156219134345e-01,7.849203672191169823e-02,2.524476561749138741e-04
2.760000000000000675e+00,1.688333333333333686e+00,9.261525571850275362e-01,7.361344912177403277e-02,2.339936931985162961e-04
2.800000000000000711e+00,1.688333333333333686e+00,9.306472831519426725e-01,6.913538772827602930e-02,2.173291197813597092e-04
2.840000000000000746e+00,1.688333333333333686e+00,9.347730656390629278e-01,6.502467049305928060e-02,2.022638678779687619e-04
2.880000000000000782e+00,1.688333333333333686e+00,9.385609829044327945e-01,6.125038844550651645e-02,1.886286500607516309e-04
2.920000000000000817e+00,1.688333333333333686e+00,9.420398469299672284e-01,5.778388030186263485e-02,1.762727681702180231e-04
2.960000000000000853e+00,1.688333333333333686e+00,9.452362655379108469e-01,5.459867234037866363e-02,1.650621217106018558e-04
3.000000000000000888e+00,1.688333333333333686e+00,9.481747297508789085e-01,5.167039284384252612e-02,1.548774052787421673e-04
3.040000000000000924e+00,1.688333333333333686e+00,9.508777186460475317e-01,4.897666887075673159e-02,1.456124831956164001e-04
3.080000000000000959e+00,1.688333333333333686e+00,9.533658153714422712e-01,4.649701169971738601e-02,1.371729288404140005e-04
3.120000000000000995e+00,1.688333333333333686e+00,9.556578292568459476e-01,4.421269602724313408e-02,1.294747159108748538e-04
3.160000000000001030e+00,1.688333333333333686e+00,9.577709200522759314e-01,4.210663689883951954e-02,1.224430488845030466e-04
3.200000000000001066e+00,1.688333333333333686e+00,9.597207212641343244e-01,4.016326741560054259e-02,1.160113202652803308e-04
3.240000000000001101e+00,1.688333333333333686e+00,9.615214603420740858e-01,3.836841947522049573e-02,1.101201827054079955e-04
3.280000000000001137e+00,1.688333333333333686e+00,9.631860741120727987e-01,3.670920916319301425e-02,1.047167247342966826e-04
3.320000000000001172e+00,1.688333333333333686e+00,9.647263183693250976e-01,3.517392789111625784e-02,9.975373955869877823e-05
3.360000000000001208e+00,1.688333333333333686e+00,9.661528709551953087e-01,3.375193996762602955e-02,9.518907717860657699e-05
3.400000000000001243e+00,1.688333333333333686e+00,9.674754279619205422e-01,3.243358696721806989e-02,9.098507086157821256e-05
3.440000000000001279e+00,1.688333333333333686e+00,9.687027929522564751e-01,3.121009901793414185e-02,8.710802980933518298e-05
3.480000000000001315e+00,1.688333333333333686e+00,9.698429592624473461e-01,3.007351294693555790e-02,8.352779061699060583e-05
3.520000000000001350e+00,1.688333333333333686e+00,9.709031855877066075e-01,2.901659709143863952e-02,8.021732085475715920e-05
3.560000000000001386e+00,1.688333333333333686e+00,9.718900651401226609e-01,2.803278249109102463e-02,7.715236878636755574e-05
3.600000000000001421e+00,1.688333333333333686e+00,9.728095887281199561e-01,2.711610011800690695e-02,7.431115387314853060e-05
3.640000000000001457e+00,1.688333333333333686e+00,9.736672021415243572e-01,2.626112376517998961e-02,7.167409329570742786e-05
3.680000000000001492e+00,1.688333333333333686e+00,9.744678582427371838e-01,2.546291819700630121e-02,6.922356025649812033e-05
3.720000000000001528e+00,1.688333333333333686e+00,9.752160641672608099e-01,2.471699216243171751e-02,6.694367030751491039e-05
3.760000000000001563e+00,1.688333333333333686e+00,9.759159240296001459e-01,2.401925587801955961e-02,6.482009238033842476e-05
3.800000000000001599e+00,1.688333333333333686e+00,9.765711775163878894e-01,2.336598260202851773e-02,6.283988158368093333e-05
3.840000000000001634e+00,1.688333333333333686e+00,9.771852347297323993e-01,2.275377393908794427e-02,6.099133117973793648e-05
3.880000000000001670e+00,1.688333333333333686e+00,9.777612076220680848e-01,2.217952853647322739e-02,5.926384145850789137e-05
3.920000000000001705e+00,1.688333333333333686e+00,9.783019383405211489e-01,2.164041385597665484e-02,5.764780350223920965e-05
3.960000000000001741e+00,1.688333333333333686e+00,9.788100247749877969e-01,2.113384072893846610e-02,5.613449607365858654e-05
4.000000000000001776e+00,1.688333333333333686e+00,9.792878435804995840e-01,2.065744042542547523e-02,5.471599407484992937e-05
4.040000000000001812e+00,1.688333333333333686e+00,9.797375709214818373e-01,2.020904399130659182e-02,5.338508721155681505e-05
4.080000000000001847e+00,1.688333333333333686e+00,9.801612011636046118e-01,1.978666362873236426e-02,5.213520766307322825e-05
4.120000000000001883e+00,1.688333333333333686e+00,9.805605637182405188e-01,1.938847591605626086e-02,5.096036570328664337e-05
4.160000000000001918e+00,1.688333333333333686e+00,9.809373382252404294e-01,1.901280668241343147e-02,4.985509234615177873e-05
4.200000000000001954e+00,1.688333333333333686e+00,9.812930682418562478e-01,1.865811736994264433e-02,4.881438820097270056e-05
4.240000000000001990e+00,1.688333333333333686e+00,9.816291735891842229e-01,1.832299273299444614e-02,4.783367782122866402e-05
4.280000000000002025e+00,1.688333333333333686e+00,9.819469614924413170e-01,1.800612973864157765e-02,4.690876891692446788e-05
4.320000000000002061e+00,1.688333333333333686e+00,9.822476366376668988e-01,1.770632754645711654e-02,4.603581587608463063e-05
4.360000000000002096e+00,1.688333333333333686e+00,9.825323102549762266e-01,1.742247845791652580e-02,4.521128710732144244e-05
2.000000000000000000e+00,1.786666666666667069e+00,6.523913592656198635e-01,3.458389993727576939e-01,1.769641361622527895e-03
2.040000000000000036e+00,1.786666666666667069e+00,6.735311728070599857e-01,3.248676336636500683e-01,1.601193529290058501e-03
2.080000000000000071e+00,1.786666666666667069e+00,6.939397674409099048e-01,3.046112091220601892e-01,1.449023437029893198e-03
2.120000000000000107e+00,1.786666666666667069e+00,7.135465099655190491e-01,2.851418565134943850e-01,1.311633520986778658e-03
2.160000000000000142e+00,1.786666666666667069e+00,7.322946296495389529e-01,2.665177071737549475e-01,1.187663176706146720e-03
2.200000000000000178e+00,1.786666666666667069e+00,7.501414650019607722e-01,2.487826627174029026e-01,1.075872280636405026e-03
2.240000000000000213e+00,1.786666666666667069e+00,7.670582305526909561e-01,2.319666415974194762e-01,9.751278498896657002e-04
2.280000000000000249e+00,1.786666666666667069e+00,7.830293636638170351e-01,2.160862431129091099e-01,8.843932232738802067e-04
2.320000000000000284e+00,1.786666666666667069e+00,7.980515289281321367e-01,2.011457518538746769e-01,8.027192179931440675e-04
2.360000000000000320e+00,1.786666666666667069e+00,8.121323669906777010e-01,1.871383962151565161e-01,7.292367941657758616e-04
2.400000000000000355e+00,1.786666666666667069e+00,8.252890761493215654e-01,1.740477730113111632e-01,6.631508393672561931e-04
2.440000000000000391e+00,1.786666666666667069e+00,8.375469100972028347e-01,1.618493551392514995e-01,6.037347635455391631e-04
2.480000000000000426e+00,1.786666666666667069e+00,8.489376653446493171e-01,1.505120089881851475e-01,5.503256671656592530e-04
2.520000000000000462e+00,1.786666666666667069e+00,8.594982190153543922e-01,1.399994610751082169e-01,5.023199095374117351e-04
2.560000000000000497e+00,1.786666666666667069e+00,8.692691635510463311e-01,1.302716674906587713e-01,4.591689582949789387e-04
2.600000000000000533e+00,1.786666666666667069e+00,8.782935707985544127e-01,1.212860537571017472e-01,4.203754443437882852e-04
2.640000000000000568e+00,1.786666666666667069e+00,8.866159050448586543e-01,1.129986055755503593e-01,3.854893795908786763e-04
2.680000000000000604e+00,1.786666666666667069e+00,8.942810934816188828e-01,1.053648019999637864e-01,3.541045184173592219e-04
2.720000000000000639e+00,1.786666666666667069e+00,9.013337536512768811e-01,9.834039148919877793e-02,3.258548595244136533e-04
2.760000000000000675e+00,1.786666666666667069e+00,9.078175707077001944e-01,9.188201799825421179e-02,3.004112940454364312e-04
2.800000000000000711e+00,1.786666666666667069e+00,9.137748126738082233e-01,8.594770891598228768e-02,2.774784102097031216e-04
2.840000000000000746e+00,1.786666666666667069e+00,9.192459690322860588e-01,8.049723950194341560e-02,2.567914657703931490e-04
2.880000000000000782e+00,1.786666666666667069e+00,9.242694966191549177e-01,7.549238984278140718e-02,2.381135380637608662e-04
2.920000000000000817e+00,1.786666666666667069e+00,9.288816565676143444e-01,7.089711057348634105e-02,2.212328588993906007e-04
2.960000000000000853e+00,1.786666666666667069e+00,9.331164266562168574e-01,6.667761300557108195e-02,2.059603382122361171e-04
3.000000000000000888e+00,1.786666666666667069e+00,9.370054745760642012e-01,6.280239814689254907e-02,1.921272770433794742e-04
3.040000000000000924e+00,1.786666666666667069e+00,9.405781791203766673e-01,5.924223761233319424e-02,1.795832672901968982e-04
3.080000000000000959e+00,1.786666666666667069e+00,9.438616879403703974e-01,5.597011778665835630e-02,1.681942729712991114e-04
3.120000000000000995e+00,1.786666666666667069e+00,9.468810021741919103e-01,5.296115694023070114e-02,1.578408855773596737e-04
3.160000000000001030e+00,1.786666666666667069e+00,9.496590798509704223e-01,5.019250340458581566e-02,1.484167444437707443e-04
3.200000000000001066e+00,1.786666666666667069e+00,9.522169514428067139e-01,4.764322144523753383e-02,1.398271119558956461e-04
3.240000000000001101e+00,1.786666666666667069e+00,9.545738422520521071e-01,4.529417015522178153e-02,1.319875927260946821e-04
3.280000000000001137e+00,1.786666666666667069e+00,9.567472974666431096e-01,4.312787954776280130e-02,1.248229855940094740e-04
3.320000000000001172e+00,1.786666666666667069e+00,9.587533066927944603e-01,4.112842704988069892e-02,1.182662573249805739e-04
3.360000000000001208e+00,1.786666666666667069e+00,9.606064255909479987e-01,3.928131678190587006e-02,1.122576271460390862e-04
3.400000000000001243e+00,1.786666666666667069e+00,9.623198929115526212e-01,3.757336333674549805e-02,1.067437517017535818e-04
3.440000000000001279e+00,1.786666666666667069e+00,9.639057417686481832e-01,3.599258123077295202e-02,1.016770005789074146e-04
3.480000000000001315e+00,1.786666666666667069e+00,9.653749044187733830e-01,3.452808076803231402e-02,9.701481319431424426e-05
3.520000000000001350e+00,1.786666666666667069e+00,9.667373101473376584e-01,3.316997072413454400e-02,9.271912852768481039e-05
3.560000000000001386e+00,1.786666666666667069e+00,9.680019761200946427e-01,3.190926800002244490e-02,8.875587988291195945e-05
3.600000000000001421e+00,1.786666666666667069e+00,9.691770912479151789e-01,3.073781420452951704e-02,8.509454755516644589e-05
3.640000000000001457e+00,1.786666666666667069e+00,9.702700932511131304e-01,2.964819898593471295e-02,8.170776295226426838e-05
3.680000000000001492e+00,1.786666666666667069e+00,9.712877392057677195e-01,2.863368983587599031e-02,7.857095835631198056e-05
3.720000000000001528e+00,1.786666666666667069e+00,9.722361699178407868e-01,2.768816802505035674e-02,7.566205710886544239e-05
3.760000000000001563e+00,1.786666666666667069e+00,9.731209685087964800e-01,2.680607029164749217e-02,7.296119955599978486e-05
3.800000000000001599e+00,1.786666666666667069e+00,9.739472136150603143e-01,2.598233588434257710e-02,7.045050059728087731e-05
3.840000000000001634e+00,1.786666666666667069e+00,9.747195276078721715e-01,2.521235855698301248e-02,6.811383514481922949e-05
3.880000000000001670e+00,1.786666666666667069e+00,9.754421202338713348e-01,2.449194311791199480e-02,6.593664821674815484e-05
3.920000000000001705e+00,1.786666666666667069e+00,9.761188280631571956e-01,2.381726615007710712e-02,6.390578676573362279e-05
3.960000000000001741e+00,1.786666666666667069e+00,9.767531501130579663e-01,2.318484053626197056e-02,6.200935068015428985e-05
4.000000000000001776e+00,1.786666666666667069e+00,9.773482799942059263e-01,2.259148344509772158e-02,6.023656069633012851e-05
4.040000000000001812e+00,1.786666666666667069e+00,9.779071349022181447e-01,2.203428745655415869e-02,5.857764122764820070e-05
4.080000000000001847e+00,1.786666666666667069e+00,9.784323817543095769e-01,2.151059452933686694e-02,5.702371635366743779e-05
4.120000000000001883e+00,1.786666666666667069e+00,9.789264607463128431e-01,2.101797253626486867e-02,5.556671742223851532e-05
4.160000000000001918e+00,1.786666666666667069e+00,9.793916065823617956e-01,2.055419411673505697e-02,5.419930090309116788e-05
4.200000000000001954e+00,1.786666666666667069e+00,9.798298676072707547e-01,2.011721761743421460e-02,5.291477529487668063e-05
4.240000000000001990e+00,1.786666666666667069e+00,9.802431230506755133e-01,1.970516991329279710e-02,5.170703603165672808e-05
4.280000000000002025e+00,1.786666666666667069e+00,9.806330985723769045e-01,1.931633092016162706e-02,5.057050746154172628e-05
4.320000000000002061e+00,1.786666666666667069e+00,9.810013802801582639e-01,1.894911962876012768e-02,4.950009108156252298e-05
4.360000000000002096e+00,1.786666666666667069e+00,9.813494273745997365e-01,1.860208150608956904e-02,4.849111931070879437e-05
2.000000000000000000e+00,1.885000000000000453e+00,5.779231191179190485e-01,4.197103843940307999e-01,2.366496488050049644e-03
2.040000000000000036e+00,1.885000000000000453e+00,6.008593791269982720e-01,3.969955156862191581e-01,2.145105186782543007e-03
2.080000000000000071e+00,1.885000000000000453e+00,6.233799614144869272e-01,3.746756780976649992e-01,1.944360487848026311e-03
2.120000000000000107e+00,1.885000000000000453e+00,6.453756270666971551e-01,3.528619891377269835e-01,1.762383795575779479e-03
2.160000000000000142e+00,1.885000000000000453e+00,6.667468305253240191e-01,3.316556813682077776e-01,1.597488106468195794e-03
2.200000000000000178e+00,1.885000000000000453e+00,6.874056382787213648e-01,3.111462117057918753e-01,1.448150015486683595e-03
2.240000000000000213e+00,1.885000000000000453e+00,7.072771591006851155e-01,2.914098541441864088e-01,1.312986755128411984e-03
2.280000000000000249e+00,1.885000000000000453e+00,7.263004452199246508e-01,2.725088172133613429e-01,1.190737566713901590e-03
2.320000000000000284e+00,1.885000000000000453e+00,7.444288604700173284e-01,2.544908908021690230e-01,1.080248727813701900e-03
2.360000000000000320e+00,1.885000000000000453e+00,7.616299451784472874e-01,2.373895932264674657e-01,9.804615950852683514e-04
2.400000000000000355e+00,1.885000000000000453e+00,7.778848352866517546e-01,2.212247616432189701e-01,8.904030701293356130e-04
2.440000000000000391e+00,1.885000000000000453e+00,7.931873130230638891e-01,2.060035090203459762e-01,8.091779565901422843e-04
2.480000000000000426e+00,1.885000000000000453e+00,8.075425776467944905e-01,1.917214596065138499e-01,7.359627466916850982e-04
2.520000000000000462e+00,1.885000000000000453e+00,8.209658277040760010e-01,1.783641718454339609e-01,6.700004504899513547e-04
2.560000000000000497e+00,1.885000000000000453e+00,8.334807420974755798e-01,1.659086617458237212e-01,6.105961567006597517e-04
2.600000000000000533e+00,1.885000000000000453e+00,8.451179377777203738e-01,1.543249491365023818e-01,5.571130857772503510e-04
2.640000000000000568e+00,1.885000000000000453e+00,8.559134689343216307e-01,1.435775621050727757e-01,5.089689606056166946e-04
2.680000000000000604e+00,1.885000000000000453e+00,8.659074180003120125e-01,1.336269494241429934e-01,4.656325755450858774e-04
2.720000000000000639e+00,1.885000000000000453e+00,8.751426141358665811e-01,1.244307653745839459e-01,4.266204895494910107e-04
2.760000000000000675e+00,1.885000000000000453e+00,8.836635012733915495e-01,1.159450049228654966e-01,3.914938037429379551e-04
2.800000000000000711e+00,1.885000000000000453e+00,8.915151660486436702e-01,1.081249789424801738e-01,3.598550088761647936e-04
2.840000000000000746e+00,1.885000000000000453e+00,8.987425263970091338e-01,1.009261286981630590e-01,3.313449048278950277e-04
2.880000000000000782e+00,1.885000000000000453e+00,9.053896743506602007e-01,9.430468604507523389e-02,3.056396042646317320e-04
2.920000000000000817e+00,1.885000000000000453e+00,9.114993615033126773e-01,8.821819085939279492e-02,2.824476372944739896e-04
2.960000000000000853e+00,1.885000000000000453e+00,9.171126124497840371e-01,8.262588037531572172e-02,2.615071749001614807e-04
3.000000000000000888e+00,1.885000000000000453e+00,9.222684499234240496e-01,7.748896668920447761e-02,2.425833873713441672e-04
3.040000000000000924e+00,1.885000000000000453e+00,9.270037149948964217e-01,7.277081905420659802e-02,2.254659508969371427e-04
3.080000000000000959e+00,1.885000000000000453e+00,9.313529662290757072e-01,6.843706705921834277e-02,2.099667117060191937e-04
3.120000000000000995e+00,1.885000000000000453e+00,9.353484428320458788e-01,6.445563965473369294e-02,1.959175132204808581e-04
3.160000000000001030e+00,1.885000000000000453e+00,9.390200783170882248e-01,6.079675349493408182e-02,1.831681879777247949e-04
3.200000000000001066e+00,1.885000000000000453e+00,9.423955528893305233e-01,5.743286239784881758e-02,1.715847128205469623e-04
3.240000000000001101e+00,1.885000000000000453e+00,9.455003744544761002e-01,5.433857802237947870e-02,1.610475231444792523e-04
3.280000000000001137e+00,1.885000000000000453e+00,9.483579798011811945e-01,5.149057021894831720e-02,1.514499798705791868e-04
3.320000000000001172e+00,1.885000000000000453e+00,9.509898490273878124e-01,4.886745399136131762e-02,1.426969812510026157e-04
3.360000000000001208e+00,1.885000000000000453e+00,9.534156276433860544e-01,4.644966864605309248e-02,1.347037105609219109e-04
3.400000000000001243e+00,1.885000000000000453e+00,9.556532519738332176e-01,4.421935351605444514e-02,1.273945101122372751e-04
3.440000000000001279e+00,1.885000000000000453e+00,9.577190744966547209e-01,4.216022363157939656e-02,1.207018717658969736e-04
3.480000000000001315e+00,1.885000000000000453e+00,9.596279866072919829e-01,4.025744785856188307e-02,1.145655341460315488e-04
3.520000000000001350e+00,1.885000000000000453e+00,9.613935369962982591e-01,3.849753132669896799e-02,1.089316770026337944e-04
3.560000000000001386e+00,1.885000000000000453e+00,9.630280443937678791e-01,3.686820340266117046e-02,1.037522035707531825e-04
3.600000000000001421e+00,1.885000000000000453e+00,9.645427038834516464e-01,3.535831201426521686e-02,9.898410228304872955e-05
3.640000000000001457e+00,1.885000000000000453e+00,9.659476863401181834e-01,3.395772478011359341e-02,9.458887976831432064e-05
3.680000000000001492e+00,1.885000000000000453e+00,9.672522308121216383e-01,3.265723713019940549e-02,9.053205767887734668e-05
3.720000000000001528e+00,1.885000000000000453e+00,9.684647298719151198e-01,3.144848740157513839e-02,8.678272650978867278e-05
3.760000000000001563e+00,1.885000000000000453e+00,9.695928081032904045e-01,3.032387874652546153e-02,8.331315018403093555e-05
3.800000000000001599e+00,1.885000000000000453e+00,9.706433939965285473e-01,2.927650758770413211e-02,8.009841576740077754e-05
3.840000000000001634e+00,1.885000000000000453e+00,9.716227855906838240e-01,2.830009828608084921e-02,7.711612323537800947e-05
3.880000000000001670e+00,1.885000000000000453e+00,9.725367102437150191e-01,2.738894364554826308e-02,7.434611073665203535e-05
3.920000000000001705e+00,1.885000000000000453e+00,9.733903789323925526e-01,2.653785085632651489e-02,7.177021128102308500e-05
3.960000000000001741e+00,1.885000000000000453e+00,9.741885354900327032e-01,2.574209247274521911e-02,6.937203722213563769e-05
4.000000000000001776e+00,1.885000000000000453e+00,9.749355011852043340e-01,2.499736202548740946e-02,6.713678930827057410e-05
4.040000000000001812e+00,1.885000000000000453e+00,9.756352150318449157e-01,2.429973388071638221e-02,6.505108743857130086e-05
4.080000000000001847e+00,1.885000000000000453e+00,9.762912702032546797e-01,2.364562697615570086e-02,6.310282058961872288e-05
4.120000000000001883e+00,1.885000000000000453e+00,9.769069469011104623e-01,2.303177208521896280e-02,6.128101367058191732e-05
4.160000000000001918e+00,1.885000000000000453e+00,9.774852420074527926e-01,2.245518228322053098e-02,5.957570932688541421e-05
4.200000000000001954e+00,1.885000000000000453e+00,9.780288958236056374e-01,2.191312631344918480e-02,5.797786294513092493e-05
4.240000000000001990e+00,1.885000000000000453e+00,9.785404161760307140e-01,2.140310457465076713e-02,5.647924931854082119e-05
4.280000000000002025e+00,1.885000000000000453e+00,9.790221001457015682e-01,2.092282747468347803e-02,5.507237961503929052e-05
4.320000000000002061e+00,1.885000000000000453e+00,9.794760536551648800e-01,2.047019591738350255e-02,5.375042745165906207e-05
4.360000000000002096e+00,1.885000000000000453e+00,9.799042091262144538e-01,2.004328371076410931e-02,5.250716302153759124e-05
2.000000000000000000e+00,1.983333333333333837e+00,5.000358388261227915e-01,4.968365458195555528e-01,3.127615354321649534e-03
2.040000000000000036e+00,1.983333333333333837e+00,5.235235517724730059e-01,4.736350447168771738e-01,2.841403510649903163e-03
2.080000000000000071e+00,1.983333333333333837e+00,5.469948454954045580e-01,4.504238904306080982e-01,2.581264073987377637e-03
2.120000000000000107e+00,1.983333333333333837e+00,5.703251372112375650e-01,4.273301184883238624e-01,2.344744300438522753e-03
2.160000000000000142e+00,1.983333333333333837e+00,5.933910044878026868e-01,4.044793177337434598e-01,2.129677778453817425e-03
2.200000000000000178e+00,1.983333333333333837e+00,6.160730787098775973e-01,3.819927811034177778e-01,1.934140186704718951e-03
2.240000000000000213e+00,1.983333333333333837e+00,6.382587941359861849e-01,3.599847941139821539e-01,1.756411750031693043e-03
2.280000000000000249e+00,1.983333333333333837e+00,6.598448542493942082e-01,3.385602000171687997e-01,1.594945733437022877e-03
2.320000000000000284e+00,1.983333333333333837e+00,6.807392982415534366e-01,3.178123594230307658e-01,1.448342335415803020e-03
2.360000000000000320e+00,1.983333333333333837e+00,7.008630810989501247e-01,2.978215915526242208e-01,1.315327348425592881e-03
2.400000000000000355e+00,1.983333333333333837e+00,7.201511172625174595e-01,2.786541477805342670e-01,1.194734956948339611e-03
2.440000000000000391e+00,1.983333333333333837e+00,7.385527760161549882e-01,2.603617299322403822e-01,1.085494051604659347e-03
2.480000000000000426e+00,1.983333333333333837e+00,7.560318525842351089e-01,2.429815299582256116e-01,9.866174575392250030e-04
2.520000000000000462e+00,1.983333333333333837e+00,7.725660690317361912e-01,2.265367374583497906e-01,8.971935099139453917e-04
