sepal length (cm),sepal width (cm),setosa,versicolor,virginica
4.599999999999997868e+00,2.440000000000000391e+00,4.542158745971441869e-01,3.664770801738211348e-01,1.793070452290345396e-01
4.659999999999997478e+00,2.440000000000000391e+00,4.016748394331853267e-01,3.941854197906677904e-01,2.041397407761468275e-01
4.719999999999997087e+00,2.440000000000000391e+00,3.517456852817129054e-01,4.188159877515188478e-01,2.294383269667683023e-01
4.779999999999996696e+00,2.440000000000000391e+00,3.053811714737861283e-01,4.398865941123612511e-01,2.547322344138525652e-01
4.839999999999996305e+00,2.440000000000000391e+00,2.632194549776893933e-01,4.571694354168419072e-01,2.796111096054688105e-01
4.899999999999995914e+00,2.440000000000000391e+00,2.255817550462750065e-01,4.706698883155230329e-01,3.037483566382019884e-01
4.959999999999995524e+00,2.440000000000000391e+00,1.925112233765569336e-01,4.805800261941209350e-01,3.269087504293221036e-01
5.019999999999995133e+00,2.440000000000000391e+00,1.638353146131530380e-01,4.872214571759912460e-01,3.489432282108558270e-01
5.079999999999994742e+00,2.440000000000000391e+00,1.392345984575151796e-01,4.909897179498396991e-01,3.697756835926450658e-01
5.139999999999994351e+00,2.440000000000000391e+00,1.183056969311113843e-01,4.923078539738808268e-01,3.893864490950079138e-01
5.199999999999993960e+00,2.440000000000000391e+00,1.006117944465666214e-01,4.915922454363504390e-01,4.077959601170828008e-01
5.259999999999993570e+00,2.440000000000000391e+00,8.571892377511838856e-02,4.892304368548069382e-01,4.250506393700747010e-01
5.319999999999993179e+00,2.440000000000000391e+00,7.321923695325346926e-02,4.855689440113426514e-01,4.412118190354039071e-01
5.379999999999992788e+00,2.440000000000000391e+00,6.274386409756152472e-02,4.809084302129591482e-01,4.563477056894794104e-01
5.439999999999992397e+00,2.440000000000000391e+00,5.396824287850619795e-02,4.755037919883504660e-01,4.705279651331433777e-01
5.499999999999992006e+00,2.440000000000000391e+00,4.661247650615464588e-02,4.695671706520495592e-01,4.838203528417958088e-01
5.559999999999991616e+00,2.440000000000000391e+00,4.043872147919293919e-02,4.632724513451849657e-01,4.962888271756221714e-01
5.619999999999991225e+00,2.440000000000000391e+00,3.524703649015277496e-02,4.567602934130019499e-01,5.079926700968453446e-01
5.679999999999990834e+00,2.440000000000000391e+00,3.087064150810715085e-02,4.501431089096110116e-01,5.189862495822817889e-01
5.739999999999990443e+00,2.440000000000000391e+00,2.717116994014265666e-02,4.435096693901942055e-01,5.293191606696631135e-01
5.799999999999990052e+00,2.440000000000000391e+00,2.403423945544065979e-02,4.369291940669319252e-01,5.390365664776274324e-01
5.859999999999989662e+00,2.440000000000000391e+00,2.136549731199536770e-02,4.304548783283826396e-01,5.481796243596219753e-01
5.919999999999989271e+00,2.440000000000000391e+00,1.908719069478820654e-02,4.241268815195735065e-01,5.567859277856382905e-01
5.979999999999988880e+00,2.440000000000000391e+00,1.713525167242005778e-02,4.179748230167329992e-01,5.648899253108469187e-01
6.039999999999988489e+00,2.440000000000000391e+00,1.545685454959524509e-02,4.120198475899733426e-01,5.725232978604314349e-01
6.099999999999988098e+00,2.440000000000000391e+00,1.400838966047807978e-02,4.062763225886287799e-01,5.797152877508929825e-01
6.159999999999987708e+00,2.440000000000000391e+00,1.275379457382270001e-02,4.007532255498988949e-01,5.864929798762783530e-01
6.219999999999987317e+00,2.440000000000000391e+00,1.166318643845630151e-02,3.954552744241162099e-01,5.928815391374274713e-01
6.279999999999986926e+00,2.440000000000000391e+00,1.071174478206916164e-02,3.903838454599393715e-01,5.989044097579915293e-01
6.339999999999986535e+00,2.440000000000000391e+00,9.878800698135365571e-03,3.855377168315489711e-01,6.045834824703156807e-01
6.399999999999986144e+00,2.440000000000000391e+00,9.147095008715237785e-03,3.809136697665483906e-01,6.099392352247363647e-01
6.459999999999985754e+00,2.440000000000000391e+00,8.502174155377862849e-03,3.765069734181331063e-01,6.149908524264888765e-01
6.519999999999985363e+00,2.440000000000000391e+00,7.931898018993913807e-03,3.723117750364738909e-01,6.197563269445321987e-01
6.579999999999984972e+00,2.440000000000000391e+00,7.426038541426888823e-03,3.683214130743164838e-01,6.242525483842567002e-01
6.639999999999984581e+00,2.440000000000000391e+00,6.975951947732048422e-03,3.645286676203903231e-01,6.284953804318775816e-01
6.699999999999984190e+00,2.440000000000000391e+00,6.574310619016142908e-03,3.609259598931327528e-01,6.324997294878511589e-01
6.759999999999983800e+00,2.440000000000000391e+00,6.214883332289924782e-03,3.575055103525230371e-01,6.362796063151870962e-01
6.819999999999983409e+00,2.440000000000000391e+00,5.892354754211090971e-03,3.542594632154067447e-01,6.398481820303821843e-01
6.879999999999983018e+00,2.440000000000000391e+00,5.602176833800572367e-03,3.511799837171913352e-01,6.432178394490080109e-01
6.939999999999982627e+00,2.440000000000000391e+00,5.340446158457221731e-03,3.482593332893961224e-01,6.464002205521466315e-01
6.999999999999982236e+00,2.440000000000000391e+00,5.103802480675732021e-03,3.454899268679105240e-01,6.494062706514136529e-01
7.059999999999981846e+00,2.440000000000000391e+00,4.889344542338440978e-03,3.428643757697770744e-01,6.522462796878845115e-01
7.119999999999981455e+00,2.440000000000000391e+00,4.694560062641198184e-03,3.403755189433037009e-01,6.549299209940552258e-01
7.179999999999981064e+00,2.440000000000000391e+00,4.517267349998369853e-03,3.380164448801847854e-01,6.574662877698168595e-01
7.239999999999980673e+00,2.440000000000000391e+00,4.355566476303485320e-03,3.357805060570686617e-01,6.598639274666278087e-01
7.299999999999980282e+00,2.440000000000000391e+00,4.207798336786089909e-03,3.336613274298720344e-01,6.621308742333419373e-01
7.359999999999979892e+00,2.440000000000000391e+00,4.072510228933204530e-03,3.316528102227824792e-01,6.642746795482843414e-01
7.419999999999979501e+00,2.440000000000000391e+00,3.948426834372520400e-03,3.297491320236375922e-01,6.663024411419897763e-01
7.479999999999979110e+00,2.440000000000000391e+00,3.834425690105439620e-03,3.279447440088558707e-01,6.682208303010387374e-01
7.539999999999978719e+00,2.440000000000000391e+00,3.729516399505034517e-03,3.262343659666492313e-01,6.700361176338457403e-01
7.599999999999978328e+00,2.440000000000000391e+00,3.632822966622138196e-03,3.246129796606948004e-01,6.717541973726830484e-01
7.659999999999977938e+00,2.440000000000000391e+00,3.543568745614187124e-03,3.230758209727170871e-01,6.733806102816687345e-01
7.719999999999977547e+00,2.440000000000000391e+00,3.461063585355027804e-03,3.216183711774212028e-01,6.749205652372237685e-01
7.779999999999977156e+00,2.440000000000000391e+00,3.384692821362381230e-03,3.202363476335762238e-01,6.763789595450613312e-01
7.839999999999976765e+00,2.440000000000000391e+00,3.313907826185991199e-03,3.189256941180075855e-01,6.777603980558064567e-01
4.299999999999999822e+00,2.480000000000000426e+00,7.464697447340786773e-01,1.878008242526914007e-01,6.572943101322997750e-02
4.359999999999999432e+00,2.480000000000000426e+00,7.035313236447052754e-01,2.162835862459756564e-01,8.018509010931912373e-02
4.419999999999999041e+00,2.480000000000000426e+00,6.564042735355063440e-01,2.466945219500744635e-01,9.690120451441910920e-02
4.479999999999998650e+00,2.480000000000000426e+00,6.058317683097247386e-01,2.783285142388862154e-01,1.158397174513889766e-01
4.539999999999998259e+00,2.480000000000000426e+00,5.528645957771072261e-01,3.103039901416865809e-01,1.368314140812061375e-01
4.599999999999997868e+00,2.480000000000000426e+00,4.987839547234338977e-01,3.416387678710027243e-01,1.595772774055632393e-01
4.659999999999997478e+00,2.480000000000000426e+00,4.449779820183845103e-01,3.713512101641087693e-01,1.836708078175066927e-01
4.719999999999997087e+00,2.480000000000000426e+00,3.927960733891279754e-01,3.985658760943369128e-01,2.086380505165351951e-01
4.779999999999996696e+00,2.480000000000000426e+00,3.434128173207984802e-01,4.226004403965775702e-01,2.339867422826240051e-01
4.839999999999996305e+00,2.480000000000000426e+00,2.977296378691707823e-01,4.430166413368426537e-01,2.592537207939865640e-01
4.899999999999995914e+00,2.480000000000000426e+00,2.563290865752634873e-01,4.596295159849159151e-01,2.840413974398204311e-01
4.959999999999995524e+00,2.480000000000000426e+00,2.194807219627486761e-01,4.724807800273579939e-01,3.080384980098933578e-01
5.019999999999995133e+00,2.480000000000000426e+00,1.871854170453454702e-01,4.817894200052745268e-01,3.310251629493799475e-01
5.079999999999994742e+00,2.480000000000000426e+00,1.592400426899227839e-01,4.878939831262094073e-01,3.528659741838678365e-01
5.139999999999994351e+00,2.480000000000000426e+00,1.353060619441184831e-01,4.911981038635562236e-01,3.734958341923252378e-01
5.199999999999993960e+00,2.480000000000000426e+00,1.149706999050790768e-01,4.921260626570818641e-01,3.929032374378391146e-01
5.259999999999993570e+00,2.480000000000000426e+00,9.779506041926526450e-02,4.910907572387749886e-01,4.111141823419597885e-01
5.319999999999993179e+00,2.480000000000000426e+00,8.334804258134022314e-02,4.884734283540022592e-01,4.281785290646574205e-01
5.379999999999992788e+00,2.480000000000000426e+00,7.122761500485522146e-02,4.846129354655993593e-01,4.441594495295453360e-01
5.439999999999992397e+00,2.480000000000000426e+00,6.107216885924489358e-02,4.798019566556190330e-01,4.591258744851360873e-01
5.499999999999992006e+00,2.480000000000000426e+00,5.256481164485795471e-02,4.742877178950222761e-01,4.731474704601196790e-01
5.559999999999991616e+00,2.480000000000000426e+00,4.543307533937555875e-02,4.682753607378380978e-01,4.862915639227864406e-01
5.619999999999991225e+00,2.480000000000000426e+00,3.944594067584501762e-02,4.619325991591300973e-01,4.986214601650248435e-01
5.679999999999990834e+00,2.480000000000000426e+00,3.440951895968703822e-02,4.553947817902416761e-01,5.101956992500712440e-01
5.739999999999990443e+00,2.480000000000000426e+00,3.016226922705595240e-02,4.487698293419323803e-01,5.210679014310116708e-01
5.799999999999990052e+00,2.480000000000000426e+00,2.657028197002054767e-02,4.421427632760269177e-01,5.312869547539524895e-01
5.859999999999989662e+00,2.480000000000000426e+00,2.352291994056184346e-02,4.355797015119021731e-01,5.408973785475360563e-01
5.919999999999989271e+00,2.480000000000000426e+00,2.092894945286321445e-02,4.291312935368877257e-01,5.499397570102491084e-01
5.979999999999988880e+00,2.480000000000000426e+00,1.871319923878598732e-02,4.228356209868024407e-01,5.584511797744114991e-01
6.039999999999988489e+00,2.480000000000000426e+00,1.681372902010355025e-02,4.167206160106406987e-01,5.664656549692557164e-01
6.099999999999988098e+00,2.480000000000000426e+00,1.517946196662280957e-02,4.108060593920402348e-01,5.740144786413369227e-01
6.159999999999987708e+00,2.480000000000000426e+00,1.376822380332077926e-02,4.051052206751535323e-01,5.811265555215257006e-01
6.219999999999987317e+00,2.480000000000000426e+00,1.254512958261191566e-02,3.996261979845920909e-01,5.878286724327959067e-01
6.279999999999986926e+00,2.480000000000000426e+00,1.148126258729705203e-02,3.943730085780839945e-01,5.941457288346189136e-01
6.339999999999986535e+00,2.480000000000000426e+00,1.055259571826177786e-02,3.893464739889300752e-01,6.001009302928081990e-01
6.399999999999986144e+00,2.480000000000000426e+00,9.739112421712865439e-03,3.845449367313113487e-01,6.057159508469758258e-01
6.459999999999985754e+00,2.480000000000000426e+00,9.024090820048376663e-03,3.799648393429806981e-01,6.110110698369709548e-01
6.519999999999985363e+00,2.480000000000000426e+00,8.393520771782257694e-03,3.756011911628837630e-01,6.160052880653339447e-01
6.579999999999984972e+00,2.480000000000000426e+00,7.835628908793110942e-03,3.714479436860907979e-01,6.207164274051160113e-01
6.639999999999984581e+00,2.480000000000000426e+00,7.340491243966107936e-03,3.674982915387927651e-01,6.251612172172411608e-01
6.699999999999984190e+00,2.480000000000000426e+00,6.899716749253011379e-03,3.637449129789494529e-01,6.293553702717976650e-01
6.759999999999983800e+00,2.480000000000000426e+00,6.506188450652920785e-03,3.601801612551394083e-01,6.333136502942076085e-01
6.819999999999983409e+00,2.480000000000000426e+00,6.153851162612748033e-03,3.567962160546534478e-01,6.370499327827338076e-01
6.879999999999983018e+00,2.480000000000000426e+00,5.837537079116461927e-03,3.535852025596606940e-01,6.405772603612228666e-01
6.939999999999982627e+00,2.480000000000000426e+00,5.552822134140534410e-03,3.505392842369924877e-01,6.439078936288670230e-01
6.999999999999982236e+00,2.480000000000000426e+00,5.295907411939068665e-03,3.476507343537326711e-01,6.470533582343281909e-01
7.059999999999981846e+00,2.480000000000000426e+00,5.063520988836115594e-03,3.449119902887184397e-01,6.500244887224454482e-01
7.119999999999981455e+00,2.480000000000000426e+00,4.852836473784422414e-03,3.423156939594258485e-01,6.528314695667897238e-01
7.179999999999981064e+00,2.480000000000000426e+00,4.661405226814841624e-03,3.398547210721629130e-01,6.554838737010222349e-01
7.239999999999980673e+00,2.480000000000000426e+00,4.487099806805050321e-03,3.375222014048038788e-01,6.579906987883911151e-01
7.299999999999980282e+00,2.480000000000000426e+00,4.328066660370639453e-03,3.353115319242496173e-01,6.603604014153797719e-01
7.359999999999979892e+00,2.480000000000000426e+00,4.182686434374022558e-03,3.332163842082566108e-01,6.626009293573693615e-01
7.419999999999979501e+00,2.480000000000000426e+00,4.049540593399941941e-03,3.312307073693616100e-01,6.647197520372385426e-01
7.479999999999979110e+00,2.480000000000000426e+00,3.927383264843854749e-03,3.293487274561347489e-01,6.667238892790214866e-01
7.539999999999978719e+00,2.480000000000000426e+00,3.815117429414482952e-03,3.275649441248288385e-01,6.686199384457566230e-01
7.599999999999978328e+00,2.480000000000000426e+00,3.711774732978768542e-03,3.258741252252715381e-01,6.704141000417498386e-01
7.659999999999977938e+00,2.480000000000000426e+00,3.616498324054847734e-03,3.242712998225915078e-01,6.721122018533537412e-01
7.719999999999977547e+00,2.480000000000000426e+00,3.528528225698841520e-03,3.227517500761879488e-01,6.737197216981132275e-01
7.779999999999977156e+00,2.480000000000000426e+00,3.447188835680123093e-03,3.213110023152738748e-01,6.752418088490460546e-01
7.839999999999976765e+00,2.480000000000000426e+00,3.371878218413730272e-03,3.199448175830955643e-01,6.766833041984906538e-01
4.299999999999999822e+00,2.520000000000000462e+00,7.785515248028156421e-01,1.659882382368833842e-01,5.546023696030098760e-02
4.359999999999999432e+00,2.520000000000000462e+00,7.394022280819148030e-01,1.924897625463108664e-01,6.810800937177448333e-02
4.419999999999999041e+00,2.520000000000000462e+00,6.956974058292831886e-01,2.213404998745221730e-01,8.296209429619456899e-02
4.479999999999998650e+00,2.520000000000000462e+00,6.479065649394628590e-01,2.520125736939229366e-01,1.000808613666142460e-01
4.539999999999998259e+00,2.520000000000000462e+00,5.968291790323512203e-01,2.837664805623766884e-01,1.194043404052720914e-01
4.599999999999997868e+00,2.520000000000000462e+00,5.435631975118843107e-01,3.156967878613679557e-01,1.407400146267477614e-01
4.659999999999997478e+00,2.520000000000000462e+00,4.894187379825231110e-01,3.468135117600653627e-01,1.637677502574114430e-01
4.719999999999997087e+00,2.520000000000000462e+00,4.357886246140162956e-01,3.761457670108475648e-01,1.880656083751360286e-01
4.779999999999996696e+00,2.520000000000000462e+00,3.840019082830842811e-01,4.028458549478280415e-01,2.131522367690875386e-01
4.839999999999996305e+00,2.520000000000000462e+00,3.351924302651135279e-01,4.262709937264535509e-01,2.385365760084328657e-01
4.899999999999995914e+00,2.520000000000000462e+00,2.902088257596662224e-01,4.460271583655546768e-01,2.637640158747791008e-01
4.959999999999995524e+00,2.520000000000000462e+00,2.495781630082378744e-01,4.619714306678103233e-01,2.884504063239518579e-01
5.019999999999995133e+00,2.520000000000000462e+00,2.135196427430048893e-01,4.741803644454354871e-01,3.122999928115597346e-01
5.079999999999994742e+00,2.520000000000000462e+00,1.819937954087270382e-01,4.828980972227285839e-01,3.351081073685442946e-01
5.139999999999994351e+00,2.520000000000000462e+00,1.547689762315755113e-01,4.884784457428595905e-01,3.567525780255650369e-01
5.199999999999993960e+00,2.520000000000000462e+00,1.314893956749005888e-01,4.913317742031804158e-01,3.771788301219189399e-01
5.259999999999993570e+00,2.520000000000000462e+00,1.117343486085415755e-01,4.918826056032947758e-01,3.963830457881636349e-01
5.319999999999993179e+00,2.520000000000000462e+00,9.506390005920974107e-02,4.905397199625854410e-01,4.143963799782048874e-01
5.379999999999992788e+00,2.520000000000000462e+00,8.105047677142192264e-02,4.876777104555182207e-01,4.312718127730598705e-01
5.439999999999992397e+00,2.520000000000000462e+00,6.929822504265818750e-02,4.836276490375821524e-01,4.470741259197595352e-01
5.499999999999992006e+00,2.520000000000000462e+00,5.945294307531975853e-02,4.786742377640694213e-01,4.618728191606107369e-01
5.559999999999991616e+00,2.520000000000000462e+00,5.120541303347516532e-02,4.730571243446520247e-01,4.757374626218729419e-01
5.619999999999991225e+00,2.520000000000000462e+00,4.429051656398453468e-02,4.669745848471010263e-01,4.887348985889144459e-01
5.679999999999990834e+00,2.520000000000000462e+00,3.848393624677403507e-02,4.605883111722531842e-01,5.009277525809727738e-01
5.739999999999990443e+00,2.520000000000000462e+00,3.359769717041108383e-02,4.540284886401123043e-01,5.123738141894766951e-01
5.799999999999990052e+00,2.520000000000000462e+00,2.947535863364907083e-02,4.473986832897325905e-01,5.231259580766183248e-01
5.859999999999989662e+00,2.520000000000000462e+00,2.598733863991181670e-02,4.407802882685933898e-01,5.332323730914947379e-01
5.919999999999989271e+00,2.520000000000000462e+00,2.302662910378105651e-02,4.342364259116800462e-01,5.427369449845388383e-01
5.979999999999988880e+00,2.520000000000000462e+00,2.050501458082323522e-02,4.278152899530017761e-01,5.516796954661750130e-01
6.039999999999988489e+00,2.520000000000000462e+00,1.834981936891381255e-02,4.215529602691353017e-01,5.600972203619508649e-01
6.099999999999988098e+00,2.520000000000000462e+00,1.650115851750926996e-02,4.154757452388499472e-01,5.680230962436407793e-01
6.159999999999987708e+00,2.520000000000000462e+00,1.490964381515259146e-02,4.096021143780826934e-01,5.754882418067646110e-01
6.219999999999987317e+00,2.520000000000000462e+00,1.353448653796491402e-02,4.039442830563999554e-01,5.825212304056350821e-01
6.279999999999986926e+00,2.520000000000000462e+00,1.234193818684453832e-02,3.985095060032734504e-01,5.891485558098819020e-01
6.339999999999986535e+00,2.520000000000000462e+00,1.130401449783898817e-02,3.933011294662874802e-01,5.953948560358734987e-01
6.399999999999986144e+00,2.520000000000000462e+00,1.039745415222681144e-02,3.883194446965067548e-01,6.012831011512664858e-01
6.459999999999985754e+00,2.520000000000000462e+00,9.602870363698575926e-03,3.835623786421120673e-01,6.068347509941893758e-01
6.519999999999985363e+00,2.520000000000000462e+00,8.904060070655382686e-03,3.790260516626474119e-01,6.120698882666971707e-01
6.579999999999984972e+00,2.520000000000000462e+00,8.287441413002916146e-03,3.747052268380280382e-01,6.170073317489690456e-01
6.639999999999984581e+00,2.520000000000000462e+00,7.741595367970687327e-03,3.705936710232132225e-01,6.216647336088161335e-01
6.699999999999984190e+00,2.520000000000000462e+00,7.256891837377263572e-03,3.666844441177194436e-01,6.260586640449034013e-01
6.759999999999983800e+00,2.520000000000000462e+00,6.825184168942440531e-03,3.629701299835250694e-01,6.302046858475325308e-01
6.819999999999983409e+00,2.520000000000000462e+00,6.439559138020775446e-03,3.594430199573784290e-01,6.341174209046008814e-01
6.879999999999983018e+00,2.520000000000000462e+00,6.094131904381119499e-03,3.560952578728954765e-01,6.378106102227233398e-01
6.939999999999982627e+00,2.520000000000000462e+00,5.783877479920213581e-03,3.529189538538619608e-01,6.412971686662178872e-01
6.999999999999982236e+00,2.520000000000000462e+00,5.504491877869042461e-03,3.499062727943985096e-01,6.445892353277323794e-01
7.059999999999981846e+00,2.520000000000000462e+00,5.252277432137224950e-03,3.470495023469747919e-01,6.476982202208879658e-01
7.119999999999981455e+00,2.520000000000000462e+00,5.024047836269232917e-03,3.443411043485826162e-01,6.506348478151481318e-01
7.179999999999981064e+00,2.520000000000000462e+00,4.817049304412420949e-03,3.417737528902416999e-01,6.534091978053458982e-01
7.239999999999980673e+00,2.520000000000000462e+00,4.628894942246533119e-03,3.393403616441810211e-01,6.560307434135724813e-01
7.299999999999980282e+00,2.520000000000000462e+00,4.457509966968841927e-03,3.370341025811750546e-01,6.585083874518560254e-01
7.359999999999979892e+00,2.520000000000000462e+00,4.301085858813166914e-03,3.348484178171903247e-01,6.608504963239963947e-01
7.419999999999979501e+00,2.520000000000000462e+00,4.158041883637426592e-03,3.327770260071287178e-01,6.630649321092337845e-01
7.479999999999979110e+00,2.520000000000000462e+00,4.026992714026210625e-03,3.308139244406860247e-01,6.651590828452877968e-01
7.539999999999978719e+00,2.520000000000000462e+00,3.906721108867826364e-03,3.289533877803334505e-01,6.671398911107986329e-01
7.599999999999978328e+00,2.520000000000000462e+00,3.796154799462788873e-03,3.271899642054056367e-01,6.690138809951315935e-01
7.659999999999977938e+00,2.520000000000000462e+00,3.694346882671279211e-03,3.255184695821007890e-01,6.707871835352279266e-01
7.719999999999977547e+00,2.520000000000000462e+00,3.600459145413033475e-03,3.239339801611080816e-01,6.724655606934788477e-01
7.779999999999977156e+00,2.520000000000000462e+00,3.513747845585960851e-03,3.224318242078109686e-01,6.740544279466030853e-01
7.839999999999976765e+00,2.520000000000000462e+00,3.433551556639411178e-03,3.210075728907738069e-01,6.755588755525867573e-01
4.299999999999999822e+00,2.560000000000000497e+00,8.074042265123759776e-01,1.460088089609345996e-01,4.658696452668949911e-02
4.359999999999999432e+00,2.560000000000000497e+00,7.721548151652096736e-01,1.703183443908219130e-01,5.752684044396843416e-02
4.419999999999999041e+00,2.560000000000000497e+00,7.321969935115488770e-01,1.972469746713172156e-01,7.055603181713397676e-02
4.479999999999998650e+00,2.560000000000000497e+00,6.877395654699651750e-01,2.264495946555959704e-01,8.581083987443877126e-02
4.539999999999998259e+00,2.560000000000000497e+00,6.393087626048652439e-01,2.573602816558872575e-01,1.033309557392476791e-01
4.599999999999997868e+00,2.560000000000000497e+00,5.877594884815154908e-01,2.892065062131886632e-01,1.230340053052959293e-01
4.659999999999997478e+00,2.560000000000000497e+00,5.342343035080224789e-01,3.210614367917877243e-01,1.447042597001897968e-01
4.719999999999997087e+00,2.560000000000000497e+00,4.800683462725269801e-01,3.519304481899159232e-01,1.680012055375571522e-01
4.779999999999996696e+00,2.560000000000000497e+00,4.266546708338918581e-01,3.808566005976491975e-01,1.924887285684589722e-01
4.839999999999996305e+00,2.560000000000000497e+00,3.752979494554846140e-01,4.070224592849553402e-01,2.176795912595600735e-01
4.899999999999995914e+00,2.560000000000000497e+00,3.270884850857814219e-01,4.298261511857507933e-01,2.430853637284677016e-01
4.959999999999995524e+00,2.560000000000000497e+00,2.828209615902149698e-01,4.489179804091522619e-01,2.682610580006327683e-01
5.019999999999995133e+00,2.560000000000000497e+00,2.429673305518522952e-01,4.641961199719011888e-01,2.928365494762465993e-01
5.079999999999994742e+00,2.560000000000000497e+00,2.076978916367672734e-01,4.757703825190922609e-01,3.165317258441404102e-01
5.139999999999994351e+00,2.560000000000000497e+00,1.769348270363476916e-01,4.839082875827803165e-01,3.391568853808720752e-01
5.199999999999993960e+00,2.560000000000000497e+00,1.504200287390201896e-01,4.889772932250925352e-01,3.606026780358873585e-01
5.259999999999993570e+00,2.560000000000000497e+00,1.277822498783165173e-01,4.913931890641460853e-01,3.808245610575374807e-01
5.319999999999993179e+00,2.560000000000000497e+00,1.085942472929359165e-01,4.915798145992583135e-01,3.998259381078058117e-01
5.379999999999992788e+00,2.560000000000000497e+00,9.241601721174524942e-02,4.899412542838079143e-01,4.176427285044468363e-01
5.439999999999992397e+00,2.560000000000000497e+00,7.882411584698505169e-02,4.868451538192068995e-01,4.343307303338081460e-01
5.499999999999992006e+00,2.560000000000000497e+00,6.742918382097658203e-02,4.826146968259299452e-01,4.499561193530934311e-01
5.559999999999991616e+00,2.560000000000000497e+00,5.788454192537370591e-02,4.775266375471746705e-01,4.645888205274515959e-01
5.619999999999991225e+00,2.560000000000000497e+00,4.988863277740258201e-02,4.718131482496998874e-01,4.782982189728973710e-01
5.679999999999990834e+00,2.560000000000000497e+00,4.318359794124961709e-02,4.656657784766867203e-01,4.911506235820637389e-01
5.739999999999990443e+00,2.560000000000000497e+00,3.755169454380779398e-02,4.592403481301028934e-01,5.032079573260893612e-01
5.799999999999990052e+00,2.560000000000000497e+00,3.281072137733755112e-02,4.526620254501148577e-01,5.145272531725475496e-01
5.859999999999989662e+00,2.560000000000000497e+00,2.880920010910115181e-02,4.460301561973529227e-01,5.251606436935459810e-01
5.919999999999989271e+00,2.560000000000000497e+00,2.542174873072908237e-02,4.394226242619532208e-01,5.351556270073175581e-01
5.979999999999988880e+00,2.560000000000000497e+00,2.254487493549566304e-02,4.328996593303109930e-01,5.445554657341934446e-01
6.039999999999988489e+00,2.560000000000000497e+00,2.009328333236027470e-02,4.265070869212142513e-01,5.533996297464254255e-01
6.099999999999988098e+00,2.560000000000000497e+00,1.799671030041275280e-02,4.202790587553379975e-01,5.617242309442492809e-01
6.159999999999987708e+00,2.560000000000000497e+00,1.619725614695073299e-02,4.142403208478552257e-01,5.695624230051939962e-01
6.219999999999987317e+00,2.560000000000000497e+00,1.464716300671271322e-02,4.084080824072067184e-01,5.769447545860806326e-01
6.279999999999986926e+00,2.560000000000000497e+00,1.330697955733920086e-02,4.027935467688824600e-01,5.838994736737782576e-01
6.339999999999986535e+00,2.560000000000000497e+00,1.214405413833619801e-02,3.974031600319204438e-01,5.904527858297433651e-01
6.399999999999986144e+00,2.560000000000000497e+00,1.113130244750272849e-02,3.922396260681280111e-01,5.966290714843692777e-01
6.459999999999985754e+00,2.560000000000000497e+00,1.024620233849418520e-02,3.873027294050255809e-01,6.024510682564803155e-01
6.519999999999985363e+00,2.560000000000000497e+00,9.469975018433834588e-03,3.825900007902438005e-01,6.079400241913223146e-01
6.579999999999984972e+00,2.560000000000000497e+00,8.786918423224194738e-03,3.780972543099912486e-01,6.131158272667844855e-01
6.639999999999984581e+00,2.560000000000000497e+00,8.183864383896646139e-03,3.738190198349002902e-01,6.179971157812030880e-01
6.699999999999984190e+00,2.560000000000000497e+00,7.649736263386698598e-03,3.697488902734654692e-01,6.226013734631478114e-01
6.759999999999983800e+00,2.560000000000000497e+00,7.175188035006084715e-03,3.658797995469032505e-01,6.269450124180905304e-01
6.819999999999983409e+00,2.560000000000000497e+00,6.752309349295279942e-03,3.622042442625059699e-01,6.310434463881987588e-01
6.879999999999983018e+00,2.560000000000000497e+00,6.374384079422857480e-03,3.587144596579665001e-01,6.349111562626106320e-01
6.939999999999982627e+00,2.560000000000000497e+00,6.035692238237278483e-03,3.554025584271640059e-01,6.385617493345987494e-01
6.999999999999982236e+00,2.560000000000000497e+00,5.731347110090965341e-03,3.522606394402293950e-01,6.420080134496797264e-01
7.059999999999981846e+00,2.560000000000000497e+00,5.457161016485608321e-03,3.492808720708775461e-01,6.452619669126368196e-01
7.119999999999981455e+00,2.560000000000000497e+00,5.209534404684548932e-03,3.464555607866623421e-01,6.483349048086530786e-01
7.179999999999981064e+00,2.560000000000000497e+00,4.985363970317934976e-03,3.437771937974577474e-01,6.512374422322242395e-01
7.239999999999980673e+00,2.560000000000000497e+00,4.781966346466450489e-03,3.412384788569484129e-01,6.539795547965852052e-01
7.299999999999980282e+00,2.560000000000000497e+00,4.597014551917151699e-03,3.388323687410702556e-01,6.565706167070125554e-01
7.359999999999979892e+00,2.560000000000000497e+00,4.428484922062938048e-03,3.365520784617417327e-01,6.590194366161953310e-01
7.419999999999979501e+00,2.560000000000000497e+00,4.274612672951178839e-03,3.343910958941410660e-01,6.613342914329077837e-01
7.479999999999979110e+00,2.560000000000000497e+00,4.133854592925432885e-03,3.323431871852181585e-01,6.635229582218564737e-01
7.539999999999978719e+00,2.560000000000000497e+00,4.004857633689260475e-03,3.304023980571983987e-01,6.655927443091123052e-01
7.599999999999978328e+00,2.560000000000000497e+00,3.886432396684245776e-03,3.285630519120514847e-01,6.675505156912642235e-01
7.659999999999977938e+00,2.560000000000000497e+00,3.777530691981533136e-03,3.268197454728118956e-01,6.694027238352066034e-01
