bill_depth_mm,flipper_length_mm,Torgersen,Biscoe,Dream
1.814000000000000057e+01,2.044499999999998749e+02,1.810157938570821357e-01,3.021125114403572787e-01,5.168716947025605579e-01
1.855999999999999872e+01,2.044499999999998749e+02,1.889875652204107970e-01,2.599026242646618745e-01,5.511098105149272453e-01
1.897999999999999687e+01,2.044499999999998749e+02,1.942409012541463920e-01,2.303462541217372039e-01,5.754128446241164596e-01
1.939999999999999858e+01,2.044499999999998749e+02,1.977327400844385297e-01,2.096598719981640768e-01,5.926073879173973102e-01
1.982000000000000028e+01,2.044499999999998749e+02,2.000903599285378254e-01,1.951008162419288205e-01,6.048088238295333818e-01
2.023999999999999844e+01,2.044499999999998749e+02,2.017102413393086213e-01,1.847760243935842039e-01,6.135137342671070915e-01
2.065999999999999659e+01,2.044499999999998749e+02,2.028418268871563235e-01,1.773972723783764360e-01,6.197609007344672127e-01
2.107999999999999829e+01,2.044499999999998749e+02,2.036438444555812022e-01,1.720865878140188654e-01,6.242695677303999879e-01
1.309999999999999964e+01,2.073999999999998636e+02,8.243993467195483496e-03,9.774352975861759774e-01,1.432070894662865364e-02
1.351999999999999957e+01,2.073999999999998636e+02,9.534242510175624033e-03,9.736250053832743445e-01,1.684075210655013380e-02
1.393999999999999950e+01,2.073999999999998636e+02,1.150920009546133223e-02,9.677097167997554816e-01,2.078108310478321216e-02
1.435999999999999943e+01,2.073999999999998636e+02,1.460962161279085250e-02,9.582496497983504780e-01,2.714072858885866954e-02
1.477999999999999936e+01,2.073999999999998636e+02,1.958239181795078457e-02,9.427083658437358515e-01,3.770924233831338818e-02
1.519999999999999929e+01,2.073999999999998636e+02,2.762516484555415860e-02,9.167990535947067032e-01,5.557578155973910000e-02
1.561999999999999922e+01,2.073999999999998636e+02,4.038660495269007222e-02,8.741317145777883768e-01,8.548168046952146770e-02
1.603999999999999915e+01,2.073999999999998636e+02,5.938542323807755041e-02,8.077454696153791858e-01,1.328691071465432638e-01
1.646000000000000085e+01,2.073999999999998636e+02,8.449251781664302019e-02,7.154508109032960972e-01,2.000566712800608826e-01
1.687999999999999901e+01,2.073999999999998636e+02,1.125880768109232821e-01,6.061174050822520920e-01,2.812945181068246536e-01
1.729999999999999716e+01,2.073999999999998636e+02,1.388092607022480829e-01,4.974683475195905702e-01,3.637223917781612914e-01
1.771999999999999886e+01,2.073999999999998636e+02,1.597253941455718251e-01,4.047442791118632255e-01,4.355303267425650326e-01
1.814000000000000057e+01,2.073999999999998636e+02,1.746951649132612583e-01,3.335655165603303440e-01,4.917393185264084532e-01
1.855999999999999872e+01,2.073999999999998636e+02,1.847966020651216623e-01,2.821003622526446764e-01,5.331030356822337168e-01
1.897999999999999687e+01,2.073999999999998636e+02,1.914665852134286306e-01,2.458630981235734592e-01,5.626703166629978270e-01
1.939999999999999858e+01,2.073999999999998636e+02,1.958752167147160550e-01,2.205245169651090520e-01,5.836002663201749208e-01
1.982000000000000028e+01,2.073999999999998636e+02,1.988259512306581600e-01,2.027570319330512794e-01,5.984170168362905606e-01
2.023999999999999844e+01,2.073999999999998636e+02,2.008346032120842117e-01,1.902136258254152612e-01,6.089517709625005271e-01
2.065999999999999659e+01,2.073999999999998636e+02,2.022257824788259439e-01,1.812888678562971645e-01,6.164853496648768916e-01
2.107999999999999829e+01,2.073999999999998636e+02,2.032045442408733915e-01,1.748910172990767731e-01,6.219044384600497244e-01
1.309999999999999964e+01,2.103499999999998522e+02,7.711205107267433273e-03,9.789901633857784891e-01,1.329863150695402910e-02
1.351999999999999957e+01,2.103499999999998522e+02,8.734458566873524316e-03,9.759857905403738210e-01,1.527975089275268594e-02
1.393999999999999950e+01,2.103499999999998522e+02,1.027859087591051664e-02,9.713971477560009449e-01,1.832426136808852982e-02
1.435999999999999943e+01,2.103499999999998522e+02,1.266786887112988230e-02,9.641831490505401447e-01,2.314898207832992785e-02
1.477999999999999936e+01,2.103499999999998522e+02,1.645636484532420757e-02,9.525043850819825408e-01,3.103925007269311628e-02
1.519999999999999929e+01,2.103499999999998522e+02,2.256813659739030295e-02,9.331555653135504835e-01,4.427629808905915454e-02
1.561999999999999922e+01,2.103499999999998522e+02,3.241417358986947023e-02,9.009318803977989232e-01,6.665394601233151639e-02
1.603999999999999915e+01,2.103499999999998522e+02,4.771175269308413486e-02,8.488150233764915065e-01,1.034732239304242962e-01
1.646000000000000085e+01,2.103499999999998522e+02,6.949956212888477869e-02,7.710176877707166643e-01,1.594827501003985570e-01
1.687999999999999901e+01,2.103499999999998522e+02,9.642674145757604287e-02,6.695980487372584777e-01,2.339752098051654239e-01
1.729999999999999716e+01,2.103499999999998522e+02,1.242868252795476108e-01,5.582426546906349429e-01,3.174705200298173491e-01
1.771999999999999886e+01,2.103499999999998522e+02,1.484766585568989272e-01,4.550822161818315337e-01,3.964411252612696224e-01
1.814000000000000057e+01,2.103499999999998522e+02,1.667798400706265449e-01,3.714749965084865879e-01,4.617451634208867839e-01
1.855999999999999872e+01,2.103499999999998522e+02,1.794866571669144206e-01,3.092419042217657288e-01,5.112714386113198506e-01
1.897999999999999687e+01,2.103499999999998522e+02,1.879543253295399841e-01,2.649010285526211539e-01,5.471446461178388621e-01
1.939999999999999858e+01,2.103499999999998522e+02,1.935397963931878296e-01,2.338290719855291577e-01,5.726311316212829849e-01
1.982000000000000028e+01,2.103499999999998522e+02,1.972506022215710086e-01,2.120947203010421500e-01,5.906546774773868691e-01
2.023999999999999844e+01,2.103499999999998522e+02,1.997535153475948344e-01,1.968152469118222558e-01,6.034312377405828265e-01
2.065999999999999659e+01,2.103499999999998522e+02,2.014713645992795565e-01,1.859930253718664328e-01,6.125356100288540384e-01
2.107999999999999829e+01,2.103499999999998522e+02,2.026702493288243812e-01,1.782679125404254550e-01,6.190618381307501084e-01
1.309999999999999964e+01,2.132999999999998408e+02,7.284409472918603953e-03,9.802300353067250338e-01,1.248555522035635357e-02
1.351999999999999957e+01,2.132999999999998408e+02,8.102029854360367350e-03,9.778409676908852433e-01,1.405700245475452644e-02
1.393999999999999950e+01,2.132999999999998408e+02,9.319445430994909019e-03,9.742470872310945440e-01,1.643346733791048800e-02
1.435999999999999943e+01,2.132999999999998408e+02,1.117589860613380816e-02,9.686917224816344874e-01,2.013237891223169582e-02
1.477999999999999936e+01,2.132999999999998408e+02,1.407945431624281138e-02,9.598461624463474617e-01,2.607438323740961933e-02
1.519999999999999929e+01,2.132999999999998408e+02,1.872373124403463665e-02,9.453658291960076454e-01,3.591043955995780468e-02
1.561999999999999922e+01,2.132999999999998408e+02,2.623437529980748167e-02,9.212502492192525816e-01,5.251537548093984653e-02
1.603999999999999915e+01,2.132999999999998408e+02,3.820954510647005947e-02,8.813829852166193968e-01,8.040746967691066172e-02
1.646000000000000085e+01,2.132999999999998408e+02,5.625632996855065709e-02,8.186562903073593134e-01,1.250873797240899254e-01
1.687999999999999901e+01,2.132999999999998408e+02,8.059179988100892422e-02,7.297598942680761924e-01,1.896483058509148834e-01
1.729999999999999716e+01,2.132999999999998408e+02,1.085270320560374202e-01,6.218445832474344126e-01,2.696283846965282227e-01
1.771999999999999886e+01,2.132999999999998408e+02,1.352648785933726061e-01,5.119817848184424758e-01,3.527533365881849181e-01
1.814000000000000057e+01,2.132999999999998408e+02,1.570216340380379827e-01,4.164362626348410701e-01,4.265421033271208917e-01
1.855999999999999872e+01,2.132999999999998408e+02,1.727916150007859641e-01,3.422185159904582719e-01,4.849898690087557362e-01
1.897999999999999687e+01,2.132999999999998408e+02,1.835022979360316775e-01,2.882367046841023406e-01,5.282609973798659819e-01
1.939999999999999858e+01,2.132999999999998408e+02,1.905915759449621494e-01,2.501470222373067265e-01,5.592614018177310964e-01
1.982000000000000028e+01,2.132999999999998408e+02,1.952781703783103562e-01,2.235117340010426834e-01,5.812100956206469604e-01
2.023999999999999844e+01,2.132999999999998408e+02,1.984124110154280862e-01,2.048514464526308976e-01,5.967361425319410717e-01
2.065999999999999659e+01,2.132999999999998408e+02,2.005436446226527281e-01,1.916935675837741215e-01,6.077627877935730671e-01
2.107999999999999829e+01,2.132999999999998408e+02,2.020181769982030417e-01,1.823430766174659878e-01,6.156387463843309149e-01
1.309999999999999964e+01,2.162499999999998295e+02,6.940272845592784096e-03,9.812259958973847951e-01,1.183373125702237051e-02
1.351999999999999957e+01,2.162499999999998295e+02,7.598074249614096554e-03,9.793115717633934514e-01,1.309035398699257002e-02
1.393999999999999950e+01,2.162499999999998295e+02,8.565550459066546829e-03,9.764712908184777218e-01,1.496315872245580943e-02
1.435999999999999943e+01,2.162499999999998295e+02,1.002027652218868796e-02,9.721508145966856196e-01,1.782890888112574623e-02
1.477999999999999936e+01,2.162499999999998295e+02,1.226259630740426411e-02,9.653883824968866323e-01,2.234902119570920595e-02
1.519999999999999929e+01,2.162499999999998295e+02,1.580578724561624432e-02,9.544864129014787313e-01,2.970779985290499664e-02
1.561999999999999922e+01,2.162499999999998295e+02,2.151114473364416219e-02,9.364738144077332516e-01,4.201504085862258625e-02
1.603999999999999915e+01,2.162499999999998295e+02,3.071804111890853728e-02,9.064534863389943631e-01,6.282847254209705801e-02
1.646000000000000085e+01,2.162499999999998295e+02,4.513388424350769229e-02,8.575716546590165246e-01,9.729446109747560967e-02
1.687999999999999901e+01,2.162499999999998295e+02,6.599068236525203190e-02,7.835234655596259312e-01,1.504858520751220508e-01
1.729999999999999716e+01,2.162499999999998295e+02,9.236722227331609081e-02,6.848441638169170398e-01,2.227886139097670082e-01
1.771999999999999886e+01,2.162499999999998295e+02,1.203799276198246615e-01,5.737461955150023885e-01,3.058738768651729223e-01
1.814000000000000057e+01,2.162499999999998295e+02,1.452783580866023050e-01,4.684978887300877970e-01,3.862237531833099258e-01
1.855999999999999872e+01,2.162499999999998295e+02,1.644371463006837342e-01,3.818343377392478533e-01,4.537285159600685236e-01
1.897999999999999687e+01,2.162499999999998295e+02,1.778686942128032134e-01,3.167379590886873486e-01,5.053933466985094380e-01
1.939999999999999858e+01,2.162499999999998295e+02,1.868593456501385364e-01,2.701686510785595852e-01,5.429720032713017952e-01
1.982000000000000028e+01,2.162499999999998295e+02,1.927971415974443214e-01,2.375005023718265440e-01,5.697023560307291623e-01
2.023999999999999844e+01,2.162499999999998295e+02,1.967405296391449010e-01,2.146597717167677555e-01,5.885996986440873435e-01
2.065999999999999659e+01,2.162499999999998295e+02,1.993976457829835791e-01,1.986195967164887111e-01,6.019827575005276543e-01
2.107999999999999829e+01,2.162499999999998295e+02,2.012193050325444543e-01,1.872725531608249172e-01,6.115081418066306007e-01
1.309999999999999964e+01,2.191999999999998181e+02,6.661151947978123655e-03,9.820312722327952937e-01,1.130757581922672318e-02
1.351999999999999957e+01,2.191999999999998181e+02,7.193647106570550190e-03,9.804866092948959500e-01,1.231974359853354149e-02
1.393999999999999950e+01,2.191999999999998181e+02,7.968167709275681548e-03,9.782232364081013820e-01,1.380859588262291042e-02
1.435999999999999943e+01,2.191999999999998181e+02,9.117570105866086919e-03,9.748311233813182763e-01,1.605130651281551010e-02
1.477999999999999936e+01,2.191999999999998181e+02,1.086374810782331571e-02,9.696099531873013655e-01,1.952629870487525288e-02
1.519999999999999929e+01,2.191999999999998181e+02,1.358450448248633979e-02,9.613333011286758767e-01,2.508219438883795352e-02
1.561999999999999922e+01,2.191999999999998181e+02,1.792344487324516733e-02,9.478352246726515773e-01,3.424133045410312354e-02
1.603999999999999915e+01,2.191999999999998181e+02,2.493583940664450757e-02,9.253902619901335225e-01,4.967389860322193179e-02
1.646000000000000085e+01,2.191999999999998181e+02,3.616107913929511586e-02,8.881739450905035138e-01,7.566497577020125931e-02
1.687999999999999901e+01,2.191999999999998181e+02,5.326505889645175712e-02,8.290293120757982193e-01,1.177056290277500583e-01
1.729999999999999716e+01,2.191999999999998181e+02,7.677423821556804417e-02,7.436775168481521980e-01,1.795482449362797717e-01
1.771999999999999886e+01,2.191999999999998181e+02,1.044449668073888365e-01,6.375472290873606118e-01,2.580078041052505933e-01
1.814000000000000057e+01,2.191999999999998181e+02,1.316173195273422081e-01,5.268130597182164587e-01,3.415696207544412499e-01
1.855999999999999872e+01,2.191999999999998181e+02,1.541934594477659959e-01,4.285807838424679495e-01,4.172257567097661379e-01
1.897999999999999687e+01,2.191999999999998181e+02,1.707826580865920152e-01,3.512903149151926918e-01,4.779270269982153763e-01
1.939999999999999858e+01,2.191999999999998181e+02,1.821314437066616776e-01,2.946973105006852056e-01,5.231712457926530613e-01
1.982000000000000028e+01,2.191999999999998181e+02,1.896643551133202488e-01,2.546630427605400815e-01,5.556726021261396697e-01
2.023999999999999844e+01,2.191999999999998181e+02,1.946460788034203304e-01,2.266601222248081360e-01,5.786937989717715336e-01
2.065999999999999659e+01,2.191999999999998181e+02,1.979751930754475309e-01,2.070570233766252100e-01,5.949677835479272314e-01
2.107999999999999829e+01,2.191999999999998181e+02,2.002364369476998252e-01,1.932504814064461840e-01,6.065130816458540464e-01
1.309999999999999964e+01,2.221499999999998067e+02,6.433578616456055166e-03,9.826861495700885962e-01,1.088027181345532432e-02
1.351999999999999957e+01,2.221499999999998067e+02,6.867013648656932791e-03,9.814322022253335609e-01,1.170078412600946381e-02
1.393999999999999950e+01,2.221499999999998067e+02,7.491218280442772312e-03,9.796150128627222342e-01,1.289376885683497613e-02
1.435999999999999943e+01,2.221499999999998067e+02,8.406494580465970895e-03,9.769280992934488150e-01,1.466540612608529040e-02
1.477999999999999936e+01,2.221499999999998067e+02,9.777862518334217573e-03,9.728571906767748967e-01,1.736494680489100717e-02
1.519999999999999929e+01,2.221499999999998067e+02,1.188358898612937829e-02,9.665134265260870716e-01,2.160298448778350672e-02
1.561999999999999922e+01,2.221499999999998067e+02,1.519902406125633702e-02,9.563302579942466464e-01,2.847071794449692120e-02
1.603999999999999915e+01,2.221499999999998067e+02,2.052581397212441955e-02,9.395567498101518034e-01,3.991743621772363138e-02
1.646000000000000085e+01,2.221499999999998067e+02,2.913056057655291284e-02,9.115996692531240786e-01,5.926977017032298428e-02
1.687999999999999901e+01,2.221499999999998067e+02,4.269435689907785658e-02,8.658165873076069108e-01,9.148905579331528815e-02
1.729999999999999716e+01,2.221499999999998067e+02,6.260507053868316629e-02,7.955200061970325587e-01,1.418749232642841918e-01
1.771999999999999886e+01,2.221499999999998067e+02,8.834865359411597785e-02,6.998396690221748706e-01,2.118116773837091238e-01
1.814000000000000057e+01,2.221499999999998067e+02,1.164102405560599601e-01,5.893909035247059114e-01,2.941988559192341701e-01
1.855999999999999872e+01,2.221499999999998067e+02,1.419607421192644048e-01,4.823162606006964892e-01,3.757229972800391060e-01
1.897999999999999687e+01,2.221499999999998067e+02,1.619753590927284215e-01,3.926458191217483962e-01,4.453788217855232934e-01
1.939999999999999858e+01,2.221499999999998067e+02,1.761577075902969469e-01,3.246149375237973866e-01,4.992273548859055832e-01
1.982000000000000028e+01,2.221499999999998067e+02,1.856990986842027569e-01,2.757191368608615245e-01,5.385817644549356631e-01
2.023999999999999844e+01,2.221499999999998067e+02,1.920104356387890010e-01,2.413710035494852635e-01,5.666185608117256800e-01
2.065999999999999659e+01,2.221499999999998067e+02,1.962008474788481949e-01,2.173624151282564088e-01,5.864367373928953686e-01
2.107999999999999829e+01,2.221499999999998067e+02,1.990216404253452309e-01,2.005189422859780524e-01,6.004594172886768000e-01
1.309999999999999964e+01,2.250999999999997954e+02,6.247174408838887527e-03,9.832214389995376225e-01,1.053138659162336163e-02
1.351999999999999957e+01,2.250999999999997954e+02,6.601699738581117208e-03,9.821979973723113932e-01,1.120030288910763179e-02
1.393999999999999950e+01,2.250999999999997954e+02,7.107787140678035152e-03,9.807292538401497506e-01,1.216295901917206247e-02
1.435999999999999943e+01,2.250999999999997954e+02,7.841884631248054183e-03,9.785836455860991157e-01,1.357446978265288047e-02
1.477999999999999936e+01,2.250999999999997954e+02,8.927739152936752312e-03,9.753797677370384944e-01,1.569249311002474112e-02
1.519999999999999929e+01,2.250999999999997954e+02,1.057125175318470237e-02,9.704690772207877902e-01,1.895967102602742066e-02
1.561999999999999922e+01,2.250999999999997954e+02,1.312224015292571058e-02,9.627192755838248628e-01,2.415848426324956888e-02
1.603999999999999915e+01,2.250999999999997954e+02,1.717749542824219960e-02,9.501303377664449545e-01,3.269216680531276259e-02
1.646000000000000085e+01,2.250999999999997954e+02,2.372411466389026322e-02,9.292391716710245442e-01,4.703671366508514057e-02
1.687999999999999901e+01,2.250999999999997954e+02,3.423666467512290895e-02,8.945245134962728217e-01,7.123882182860426238e-02
1.729999999999999716e+01,2.250999999999997954e+02,5.041357417875012153e-02,8.388644324685641251e-01,1.107219933526856631e-01
1.771999999999999886e+01,2.250999999999997954e+02,7.305199773050231882e-02,7.571652003563792421e-01,1.697828019131185362e-01
1.814000000000000057e+01,2.250999999999997954e+02,1.003573678283861403e-01,6.531670194482651626e-01,2.464756127233487526e-01
1.855999999999999872e+01,2.250999999999997954e+02,1.278748821957354787e-01,5.419242710996411416e-01,3.302008467046232965e-01
1.897999999999999687e+01,2.250999999999997954e+02,1.512407483777411799e-01,4.411716627458283080e-01,4.075875888764305399e-01
1.939999999999999858e+01,2.250999999999997954e+02,1.686644686148258965e-01,3.607920247100243616e-01,4.705435066751497697e-01
1.982000000000000028e+01,2.250999999999997954e+02,1.806800129178332548e-01,3.014968097158509663e-01,5.178231773663157789e-01
2.023999999999999844e+01,2.250999999999997954e+02,1.886818424291238083e-01,2.594235325919066470e-01,5.518946249789695724e-01
2.065999999999999659e+01,2.250999999999997954e+02,1.939768281096047042e-01,2.299787525093463791e-01,5.760444193810489999e-01
2.107999999999999829e+01,2.250999999999997954e+02,1.975128926155399200e-01,2.093800700387909997e-01,5.931070373456690525e-01
1.309999999999999964e+01,2.280499999999997840e+02,6.093868832230180284e-03,9.836609426885940533e-01,1.024518847917582805e-02
1.351999999999999957e+01,2.280499999999997840e+02,6.385099048257208976e-03,9.828216712836972402e-01,1.079322966804558553e-02
1.393999999999999950e+01,2.280499999999997840e+02,6.797615961597398837e-03,9.816275110577380447e-01,1.157487298066441420e-02
1.435999999999999943e+01,2.280499999999997840e+02,7.390244767366690830e-03,9.799016317797032416e-01,1.270812345292994007e-02
1.477999999999999936e+01,2.280499999999997840e+02,8.256641050238374552e-03,9.773581540650222443e-01,1.438520488473936897e-02
1.519999999999999929e+01,2.280499999999997840e+02,9.550247743302757442e-03,9.735196496120915866e-01,1.693010264460557968e-02
1.561999999999999922e+01,2.280499999999997840e+02,1.152896717666266127e-02,9.675642384897686910e-01,2.090679433356849512e-02
1.603999999999999915e+01,2.280499999999997840e+02,1.463294812648438005e-02,9.580462731793751852e-01,2.732077869414049898e-02
1.646000000000000085e+01,2.280499999999997840e+02,1.960741380116119009e-02,9.424210029325668092e-01,3.797158326627202152e-02
1.687999999999999901e+01,2.280499999999997840e+02,2.764618809809045799e-02,9.163919771069438669e-01,5.596183479496559532e-02
1.729999999999999716e+01,2.280499999999997840e+02,4.039060787681697517e-02,8.735642920548719603e-01,8.604510006831103675e-02
1.771999999999999886e+01,2.280499999999997840e+02,5.934910539442506128e-02,8.069915315596021266e-01,1.336593630459728399e-01
1.814000000000000057e+01,2.280499999999997840e+02,8.438606647670249261e-02,7.145327414069427840e-01,2.010811921163547789e-01
1.855999999999999872e+01,2.280499999999997840e+02,1.123910494508213037e-01,6.051231793108091672e-01,2.824857712383695985e-01
1.897999999999999687e+01,2.280499999999997840e+02,1.385280912903885941e-01,4.965138081881863563e-01,3.649581005214250218e-01
1.939999999999999858e+01,2.280499999999997840e+02,1.593921782651394892e-01,4.039127975658078906e-01,4.366950241690525925e-01
1.982000000000000028e+01,2.280499999999997840e+02,1.743495216128401193e-01,3.328866424677301983e-01,4.927638359194297379e-01
2.023999999999999844e+01,2.280499999999997840e+02,1.844699181912049790e-01,2.815664875778107756e-01,5.339635942309841621e-01
2.065999999999999659e+01,2.280499999999997840e+02,1.911770376430487473e-01,2.454515263472250575e-01,5.633714360097262785e-01
2.107999999999999829e+01,2.280499999999997840e+02,1.956297783111962119e-01,2.202104480163724620e-01,5.841597736724313261e-01
