bill_length_mm,body_mass_g,Torgersen,Biscoe,Dream
4.860000000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,4.680000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,4.860000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.040000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.220000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.400000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.580000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.760000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,5.940000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.210000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.347500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.485000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.622500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.760000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
3.897500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.035000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.172500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.310000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.447500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.585000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.722500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.860000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
4.997500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.135000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.272500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.410000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.547500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.685000000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
5.822500000000000142e+01,6.120000000000000000e+03,1.433962297272917685e-01,5.017369501101346385e-01,3.548668201625735374e-01
