bill_length_mm,flipper_length_mm,Torgersen,Biscoe,Dream
4.860000000000000142e+01,2.044499999999998749e+02,7.632092490143432828e-02,4.197408589486119612e-01,5.039382161499537105e-01
4.997500000000000142e+01,2.044499999999998749e+02,5.256366933359252203e-02,2.953809426179558884e-01,6.520553880484515341e-01
5.135000000000000142e+01,2.044499999999998749e+02,3.245501168103170908e-02,1.864612807759567226e-01,7.810837075430114851e-01
5.272500000000000142e+01,2.044499999999998749e+02,1.964595688019444772e-02,1.176283972123371713e-01,8.627256459074684747e-01
5.410000000000000142e+01,2.044499999999998749e+02,1.271977734036808597e-02,8.063018872217089794e-02,9.066500339374611306e-01
5.547500000000000142e+01,2.044499999999998749e+02,9.120923668698086018e-03,6.130660575624206216e-02,9.295724705750597616e-01
5.685000000000000142e+01,2.044499999999998749e+02,7.211400667894703707e-03,5.096148650913217421e-02,9.418271128229731559e-01
5.822500000000000142e+01,2.044499999999998749e+02,6.160410702878591979e-03,4.524161591115980624e-02,9.485979733859615237e-01
3.210000000000000142e+01,2.073999999999998636e+02,2.179089288096474619e-01,5.268686555485866396e-01,2.552224156417658985e-01
3.347500000000000142e+01,2.073999999999998636e+02,2.122810697935630930e-01,5.360495168766651330e-01,2.516694133297717184e-01
3.485000000000000142e+01,2.073999999999998636e+02,2.057291618030196445e-01,5.465871837748261797e-01,2.476836544221542036e-01
3.622500000000000142e+01,2.073999999999998636e+02,1.982657774400250761e-01,5.583014942529438418e-01,2.434327283070311099e-01
3.760000000000000142e+01,2.073999999999998636e+02,1.899519191238202842e-01,5.708102743936880330e-01,2.392378064824917383e-01
3.897500000000000142e+01,2.073999999999998636e+02,1.808799813478294272e-01,5.834794405640456594e-01,2.356405780881249412e-01
4.035000000000000142e+01,2.073999999999998636e+02,1.711350704673180456e-01,5.953622752761572601e-01,2.335026542565248053e-01
4.172500000000000142e+01,2.073999999999998636e+02,1.607383360768338820e-01,6.050851712857966413e-01,2.341764926373694489e-01
4.310000000000000142e+01,2.073999999999998636e+02,1.495849488658189119e-01,6.105830162115312154e-01,2.398320349226498449e-01
4.447500000000000142e+01,2.073999999999998636e+02,1.373932104218767714e-01,6.085067250345737033e-01,2.541000645435494976e-01
4.585000000000000142e+01,2.073999999999998636e+02,1.236665561676849046e-01,5.930649623843393670e-01,2.832684814479757285e-01
4.722500000000000142e+01,2.073999999999998636e+02,1.076312778581336449e-01,5.544398419211403750e-01,3.379288802207260911e-01
4.860000000000000142e+01,2.073999999999998636e+02,8.823944103617158141e-02,4.796618692491954605e-01,4.320986897146328332e-01
4.997500000000000142e+01,2.073999999999998636e+02,6.530899573128148838e-02,3.657829368174315698e-01,5.689080674512868585e-01
5.135000000000000142e+01,2.073999999999998636e+02,4.254995142913110817e-02,2.425098132531534889e-01,7.149402353177154446e-01
5.272500000000000142e+01,2.073999999999998636e+02,2.571946356000261863e-02,1.508774913380004079e-01,8.234030451019970220e-01
5.410000000000000142e+01,2.073999999999998636e+02,1.593318804937742320e-02,9.818016309806547326e-02,8.858866488525570793e-01
5.547500000000000142e+01,2.073999999999998636e+02,1.079245272427200447e-02,7.052511222909350896e-02,9.186824350466346045e-01
5.685000000000000142e+01,2.073999999999998636e+02,8.105839681432034163e-03,5.595590852756988920e-02,9.359382517909980992e-01
5.822500000000000142e+01,2.073999999999998636e+02,6.656855973060553724e-03,4.803554064905327103e-02,9.453076033778862186e-01
3.210000000000000142e+01,2.103499999999998522e+02,2.197033202783559569e-01,5.239905173187152654e-01,2.563061624029288055e-01
3.347500000000000142e+01,2.103499999999998522e+02,2.144103781267505116e-01,5.326960495636955395e-01,2.528935723095537824e-01
3.485000000000000142e+01,2.103499999999998522e+02,2.082093970818578443e-01,5.427939448594037986e-01,2.489966580587383016e-01
3.622500000000000142e+01,2.103499999999998522e+02,2.010997967387558594e-01,5.541707291106019451e-01,2.447294741506421956e-01
3.760000000000000142e+01,2.103499999999998522e+02,1.931328732435144968e-01,5.665342524283872860e-01,2.403328743280981061e-01
3.897500000000000142e+01,2.103499999999998522e+02,1.844024793867279910e-01,5.793682607157673026e-01,2.362292598975047064e-01
4.035000000000000142e+01,2.103499999999998522e+02,1.750148494739638960e-01,5.918867875897054764e-01,2.330983629363305720e-01
4.172500000000000142e+01,2.103499999999998522e+02,1.650379550416599672e-01,6.029629500226418859e-01,2.319990949356980914e-01
4.310000000000000142e+01,2.103499999999998522e+02,1.544395122327029413e-01,6.109655474870929748e-01,2.345949402802040562e-01
4.447500000000000142e+01,2.103499999999998522e+02,1.430297326642306355e-01,6.133713757641902076e-01,2.435988915715791570e-01
4.585000000000000142e+01,2.103499999999998522e+02,1.304212760628017942e-01,6.059366541078442525e-01,2.636420698293538423e-01
4.722500000000000142e+01,2.103499999999998522e+02,1.159893616768662289e-01,5.812452878473942652e-01,3.027653504757394920e-01
4.860000000000000142e+01,2.103499999999998522e+02,9.879699092155719287e-02,5.275124831380287871e-01,3.736905259404139645e-01
4.997500000000000142e+01,2.103499999999998522e+02,7.787726872535463696e-02,4.334650941003393432e-01,4.886576371743061031e-01
5.135000000000000142e+01,2.103499999999998522e+02,5.443969375915894832e-02,3.092299797323440624e-01,6.363303265084970795e-01
5.272500000000000142e+01,2.103499999999998522e+02,3.392590876707547720e-02,1.964017267794513910e-01,7.696723644534730902e-01
5.410000000000000142e+01,2.103499999999998522e+02,2.051194409832125462e-02,1.233014964597546753e-01,8.561865594419241221e-01
5.547500000000000142e+01,2.103499999999998522e+02,1.317577135273475912e-02,8.365041386704508142e-02,9.031738147802200745e-01
5.685000000000000142e+01,2.103499999999998522e+02,9.358659324123923956e-03,6.293873344739893405e-02,9.277026072284770830e-01
5.822500000000000142e+01,2.103499999999998522e+02,7.338623794584580272e-03,5.187752323394893145e-02,9.407838529714664944e-01
3.210000000000000142e+01,2.132999999999998408e+02,2.213797458295486686e-01,5.212734348320847699e-01,2.573468193383666169e-01
3.347500000000000142e+01,2.132999999999998408e+02,2.164097171730764713e-01,5.294990976262178295e-01,2.540911852007057270e-01
3.485000000000000142e+01,2.132999999999998408e+02,2.105502152309628727e-01,5.391316164886653661e-01,2.503181682803716779e-01
3.622500000000000142e+01,2.132999999999998408e+02,2.037867746392909851e-01,5.501145511313219050e-01,2.460986742293871932e-01
3.760000000000000142e+01,2.132999999999998408e+02,1.961577401386343511e-01,5.622337834272730372e-01,2.416084764340925284e-01
3.897500000000000142e+01,2.132999999999998408e+02,1.877517842631360179e-01,5.750738910760840872e-01,2.371743246607798394e-01
4.035000000000000142e+01,2.132999999999998408e+02,1.786862324037901129e-01,5.879799247525884232e-01,2.333338428436213807e-01
4.172500000000000142e+01,2.132999999999998408e+02,1.690638793293636755e-01,6.000116333025269366e-01,2.309244873681093324e-01
4.310000000000000142e+01,2.132999999999998408e+02,1.589138862462291524e-01,6.098461316512009400e-01,2.312399821025698798e-01
4.447500000000000142e+01,2.132999999999998408e+02,1.481304894007522133e-01,6.155339781116949682e-01,2.363355324875528740e-01
4.585000000000000142e+01,2.132999999999998408e+02,1.364257810046911046e-01,6.139380091018064034e-01,2.496362098935024088e-01
4.722500000000000142e+01,2.132999999999998408e+02,1.232982241530906908e-01,5.996166913167881862e-01,2.770850845301211507e-01
4.860000000000000142e+01,2.132999999999998408e+02,1.079776438972907815e-01,5.632023048302772228e-01,3.288200512724319680e-01
4.997500000000000142e+01,2.132999999999998408e+02,8.939252775311967714e-02,4.917066591119347296e-01,4.189008131349457043e-01
5.135000000000000142e+01,2.132999999999998408e+02,6.710186132512077628e-02,3.800913743595139005e-01,5.528067643153653510e-01
5.272500000000000142e+01,2.132999999999998408e+02,4.431065765454884897e-02,2.548815075312481082e-01,7.008078348142030567e-01
5.410000000000000142e+01,2.132999999999998408e+02,2.690497705984060822e-02,1.587187559819025762e-01,8.143762669582569336e-01
5.547500000000000142e+01,2.132999999999998408e+02,1.658562127489887281e-02,1.024497599000004366e-01,8.809646188251007981e-01
5.685000000000000142e+01,2.132999999999998408e+02,1.113216316820305092e-02,7.280046369351712843e-02,9.160673731382797946e-01
5.822500000000000142e+01,2.132999999999998408e+02,8.284866900273383725e-03,5.720511065445815779e-02,9.345100224452684845e-01
3.210000000000000142e+01,2.162499999999998295e+02,2.229442963831842206e-01,5.187169260409267846e-01,2.583387775758890226e-01
3.347500000000000142e+01,2.162499999999998295e+02,2.182851485004996261e-01,5.264646131228803982e-01,2.552502383766199756e-01
3.485000000000000142e+01,2.162499999999998295e+02,2.127579047402882728e-01,5.356162526798271539e-01,2.516258425798845733e-01
3.622500000000000142e+01,2.162499999999998295e+02,2.063342704551439644e-01,5.461639532218206528e-01,2.475017763230354106e-01
3.760000000000000142e+01,2.162499999999998295e+02,1.990376320727874071e-01,5.579615569924413210e-01,2.430008109347712164e-01
3.897500000000000142e+01,2.162499999999998295e+02,1.909463784954415211e-01,5.706815453921925130e-01,2.383720761123659382e-01
4.035000000000000142e+01,2.162499999999998295e+02,1.821802961524809084e-01,5.837794855723503762e-01,2.340402182751686877e-01
4.172500000000000142e+01,2.162499999999998295e+02,1.728656191672353903e-01,5.964618785874058471e-01,2.306725022453587626e-01
4.310000000000000142e+01,2.162499999999998295e+02,1.630810732113290584e-01,6.076301742724001809e-01,2.292887525162707330e-01
4.447500000000000142e+01,2.162499999999998295e+02,1.527955695244003764e-01,6.157342200712733193e-01,2.314702104043262210e-01
4.585000000000000142e+01,2.162499999999998295e+02,1.418137499067057827e-01,6.184078685291836130e-01,2.397783815641106875e-01
4.722500000000000142e+01,2.162499999999998295e+02,1.297411540340975000e-01,6.116780013587360676e-01,2.585808446071664046e-01
4.860000000000000142e+01,2.162499999999998295e+02,1.159522567240555552e-01,5.885434817308072830e-01,2.955042615451372034e-01
4.997500000000000142e+01,2.162499999999998295e+02,9.951520678321280899e-02,5.375943061632261211e-01,3.628904870535610838e-01
5.135000000000000142e+01,2.162499999999998295e+02,7.937449321330550256e-02,4.468214194184450538e-01,4.738040873682494714e-01
5.272500000000000142e+01,2.162499999999998295e+02,5.631658043913798095e-02,3.231957489948634188e-01,6.204876705659986280e-01
5.410000000000000142e+01,2.162499999999998295e+02,3.545321490086807137e-02,2.067592173989895032e-01,7.577875677001425503e-01
5.547500000000000142e+01,2.162499999999998295e+02,2.143034052144020263e-02,1.293061926029173692e-01,8.492634668756423588e-01
5.685000000000000142e+01,2.162499999999998295e+02,1.366284698203827294e-02,8.685441310754739297e-02,8.994827399104143861e-01
5.822500000000000142e+01,2.162499999999998295e+02,9.612745767625925294e-03,6.466408477107742081e-02,9.257231694612966244e-01
3.210000000000000142e+01,2.191999999999998181e+02,2.244027524146726127e-01,5.163185849602416333e-01,2.592786626250856985e-01
3.347500000000000142e+01,2.191999999999998181e+02,2.200422796926574109e-01,5.235953119886018747e-01,2.563624083187408531e-01
3.485000000000000142e+01,2.191999999999998181e+02,2.148379043877723937e-01,5.322588314459610892e-01,2.529032641662664616e-01
3.622500000000000142e+01,2.191999999999998181e+02,2.087481609909595803e-01,5.423422276605809333e-01,2.489096113484595141e-01
3.760000000000000142e+01,2.191999999999998181e+02,2.017805209400174715e-01,5.537585182656065141e-01,2.444609607943759033e-01
3.897500000000000142e+01,2.191999999999998181e+02,1.939994209826043647e-01,5.662577152132525216e-01,2.397428638041431692e-01
4.035000000000000142e+01,2.191999999999998181e+02,1.855199959373232954e-01,5.793913077576940962e-01,2.350886963049826084e-01
4.172500000000000142e+01,2.191999999999998181e+02,1.764815860861205787e-01,5.924860552936096481e-01,2.310323586202698287e-01
4.310000000000000142e+01,2.191999999999998181e+02,1.670005185286453642e-01,6.046122638424742401e-01,2.283872176288803402e-01
4.447500000000000142e+01,2.191999999999998181e+02,1.571096077211520115e-01,6.145010899503289270e-01,2.283893023285190893e-01
4.585000000000000142e+01,2.191999999999998181e+02,1.466987510426593089e-01,6.203181368965703379e-01,2.329831120607703809e-01
4.722500000000000142e+01,2.191999999999998181e+02,1.354720876800465934e-01,6.191306436458857698e-01,2.453972686740676368e-01
4.860000000000000142e+01,2.191999999999998181e+02,1.229229961901330964e-01,6.058333386507583906e-01,2.712436651591084713e-01
4.997500000000000142e+01,2.191999999999998181e+02,1.082870057642253553e-01,5.715110670711512908e-01,3.202019271646233678e-01
5.135000000000000142e+01,2.191999999999998181e+02,9.048339831811673395e-02,5.032648633554804851e-01,4.062517383264027671e-01
5.272500000000000142e+01,2.191999999999998181e+02,6.885633546312826259e-02,3.942238041934489345e-01,5.369198603434227612e-01
5.410000000000000142e+01,2.191999999999998181e+02,4.610460747886368366e-02,2.675622356173539274e-01,6.863331569037823821e-01
5.547500000000000142e+01,2.191999999999998181e+02,2.815034508105387911e-02,1.669645884147439863e-01,8.048850665042022179e-01
5.685000000000000142e+01,2.191999999999998181e+02,1.728058258625127588e-02,1.069789264611475249e-01,8.757404909526012027e-01
5.822500000000000142e+01,2.191999999999998181e+02,1.149525316820947801e-02,7.521188440792934971e-02,9.132928624238612070e-01
3.210000000000000142e+01,2.221499999999998067e+02,2.257606675535316076e-01,5.140745323622435414e-01,2.601648000842248232e-01
3.347500000000000142e+01,2.221499999999998067e+02,2.216864349410945512e-01,5.208913425131678210e-01,2.574222225457376001e-01
3.485000000000000142e+01,2.221499999999998067e+02,2.167951300551723137e-01,5.290662421337469778e-01,2.541386278110807639e-01
3.622500000000000142e+01,2.221499999999998067e+02,2.110332110182253640e-01,5.386664791432231869e-01,2.503003098385515046e-01
3.760000000000000142e+01,2.221499999999998067e+02,2.043921352106255196e-01,5.496563668994272067e-01,2.459514978899472737e-01
3.897500000000000142e+01,2.221499999999998067e+02,1.969200053409430884e-01,5.618546621527485962e-01,2.412253325063083986e-01
4.035000000000000142e+01,2.221499999999998067e+02,1.887217106527029897e-01,5.748978647367818384e-01,2.363804246105151718e-01
4.172500000000000142e+01,2.221499999999998067e+02,1.799406807523309670e-01,5.882151991148304448e-01,2.318441201328385604e-01
4.310000000000000142e+01,2.221499999999998067e+02,1.707193871758115877e-01,6.010095431731881099e-01,2.282710696510001358e-01
4.447500000000000142e+01,2.221499999999998067e+02,1.611429400632969355e-01,6.122149052990798479e-01,2.266421546376232166e-01
4.585000000000000142e+01,2.221499999999998067e+02,1.511776351146862929e-01,6.203638738923928919e-01,2.284584909929208985e-01
4.722500000000000142e+01,2.221499999999998067e+02,1.406202031552265530e-01,6.232433783886919265e-01,2.361364184560814650e-01
4.860000000000000142e+01,2.221499999999998067e+02,1.290684061082649770e-01,6.171394568158296012e-01,2.537921370759054218e-01
4.997500000000000142e+01,2.221499999999998067e+02,1.158967151223097708e-01,5.954535378183289929e-01,2.886497470593612502e-01
5.135000000000000142e+01,2.221499999999998067e+02,1.001835903486418961e-01,5.471832620277019554e-01,3.526331476236562179e-01
5.272500000000000142e+01,2.221499999999998067e+02,8.081207000539990248e-02,4.597770597922988811e-01,4.594108702023011470e-01
5.410000000000000142e+01,2.221499999999998067e+02,5.818732599911601022e-02,3.372232742404079331e-01,6.045893997604760983e-01
5.547500000000000142e+01,2.221499999999998067e+02,3.703420950350470864e-02,2.175220580289043693e-01,7.454437324675908805e-01
5.685000000000000142e+01,2.221499999999998067e+02,2.240283133057441312e-02,1.356565065678331239e-01,8.419406621015924630e-01
5.822500000000000142e+01,2.221499999999998067e+02,1.418285271073782550e-02,9.025462943232978597e-02,8.955625178569324163e-01
3.210000000000000142e+01,2.250999999999997954e+02,2.270234193152779745e-01,5.119797824166685274e-01,2.609967982680535536e-01
3.347500000000000142e+01,2.250999999999997954e+02,2.232227674654732319e-01,5.183508284567451829e-01,2.584264040777816129e-01
3.485000000000000142e+01,2.250999999999997954e+02,2.186342071625315409e-01,5.260420736027586752e-01,2.553237192347098117e-01
3.622500000000000142e+01,2.250999999999997954e+02,2.131935058953597362e-01,5.351487902812421815e-01,2.516577038233980268e-01
3.760000000000000142e+01,2.250999999999997954e+02,2.068766798371295401e-01,5.456793964744700576e-01,2.474439236884003190e-01
3.897500000000000142e+01,2.250999999999997954e+02,1.997142282668851188e-01,5.575135990627181348e-01,2.427721726703967464e-01
4.035000000000000142e+01,2.250999999999997954e+02,1.917966451503102521e-01,5.703642192936905220e-01,2.378391355559991982e-01
4.172500000000000142e+01,2.250999999999997954e+02,1.832638781990191257e-01,5.837506670217672555e-01,2.329854547792135078e-01
4.310000000000000142e+01,2.250999999999997954e+02,1.742740149963800944e-01,5.969848299614050058e-01,2.287411550422149553e-01
4.447500000000000142e+01,2.250999999999997954e+02,1.649526833820485483e-01,6.091521807933426569e-01,2.258951358246089336e-01
4.585000000000000142e+01,2.250999999999997954e+02,1.553322637554226393e-01,6.190412653864310055e-01,2.256264708581462164e-01
4.722500000000000142e+01,2.250999999999997954e+02,1.452954213702682684e-01,6.249317807527297042e-01,2.297727978770019996e-01
4.860000000000000142e+01,2.250999999999997954e+02,1.345371301045323598e-01,6.240874375591016765e-01,2.413754323363660192e-01
4.997500000000000142e+01,2.250999999999997954e+02,1.225458861131640959e-01,6.117247430676054920e-01,2.657293708192303705e-01
5.135000000000000142e+01,2.250999999999997954e+02,1.085646907858689864e-01,5.793782983802401310e-01,3.120570108338908688e-01
5.272500000000000142e+01,2.250999999999997954e+02,9.151522696069377960e-02,5.143288812001316490e-01,3.941558918391745991e-01
5.410000000000000142e+01,2.250999999999997954e+02,7.056805389275445928e-02,4.081297042245887741e-01,5.213022418826567250e-01
5.547500000000000142e+01,2.250999999999997954e+02,4.792567702926170403e-02,2.805130130372279762e-01,6.715613099335103753e-01
5.685000000000000142e+01,2.250999999999997954e+02,2.945549805870469051e-02,1.756200714486927938e-01,7.949244304926025295e-01
5.822500000000000142e+01,2.250999999999997954e+02,1.802011593920574417e-02,1.117823787610053438e-01,8.701975052997887872e-01
3.210000000000000142e+01,2.280499999999997840e+02,2.281962363587592968e-01,5.100285418438246232e-01,2.617752217974161355e-01
3.347500000000000142e+01,2.280499999999997840e+02,2.246563281277692004e-01,5.159703144345292314e-01,2.593733574377015128e-01
3.485000000000000142e+01,2.280499999999997840e+02,2.203596283366947017e-01,5.231872540931767901e-01,2.564531175701286192e-01
3.622500000000000142e+01,2.280499999999997840e+02,2.152327691511517482e-01,5.317971400758159106e-01,2.529700907730323411e-01
3.760000000000000142e+01,2.280499999999997840e+02,2.092373991073721573e-01,5.418458787468294346e-01,2.489167221457984358e-01
3.897500000000000142e+01,2.280499999999997840e+02,2.023860730836197774e-01,5.532669759059993808e-01,2.443469510103807862e-01
4.035000000000000142e+01,2.280499999999997840e+02,1.947520601389871042e-01,5.658421733741080262e-01,2.394057664869049251e-01
4.172500000000000142e+01,2.280499999999997840e+02,1.864657283877883820e-01,5.791721546143264732e-01,2.343621169978851171e-01
4.310000000000000142e+01,2.280499999999997840e+02,1.776914503793117217e-01,5.926625175343698260e-01,2.296460320863183968e-01
4.447500000000000142e+01,2.280499999999997840e+02,1.685839787483217334e-01,6.055170830755558509e-01,2.258989381761223603e-01
4.585000000000000142e+01,2.280499999999997840e+02,1.592305847541637398e-01,6.167068286468366800e-01,2.240625865989996079e-01
4.722500000000000142e+01,2.280499999999997840e+02,1.495915813516932868e-01,6.248485163844167412e-01,2.255599022638901108e-01
4.860000000000000142e+01,2.280499999999997840e+02,1.394539976894235978e-01,6.278777574881084789e-01,2.326682448224677568e-01
4.997500000000000142e+01,2.280499999999997840e+02,1.284075953435186990e-01,6.223277952070420671e-01,2.492646094494392617e-01
5.135000000000000142e+01,2.280499999999997840e+02,1.158276522983939100e-01,6.019882798117178746e-01,2.821840678898883126e-01
5.272500000000000142e+01,2.280499999999997840e+02,1.008069035095144755e-01,5.562874588153504662e-01,3.429056376751350443e-01
5.410000000000000142e+01,2.280499999999997840e+02,8.219011296655860666e-02,4.723053675608709367e-01,4.455045194725705260e-01
5.547500000000000142e+01,2.280499999999997840e+02,6.004513330163129686e-02,3.512572745530315177e-01,5.886975921453372340e-01
5.685000000000000142e+01,2.280499999999997840e+02,3.866551451244782528e-02,2.286740325935672502e-01,7.326604528939849592e-01
5.822500000000000142e+01,2.280499999999997840e+02,2.343088513068104783e-02,1.423654927155653949e-01,8.342036221537535434e-01
