bill_length_mm,bill_depth_mm,Torgersen,Biscoe,Dream
4.860000000000000142e+01,1.771999999999999886e+01,5.896047062044984521e-02,3.940623422584562663e-01,5.469771871210938885e-01
4.997500000000000142e+01,1.771999999999999886e+01,4.490692176096310051e-02,5.011615371954823983e-01,4.539315410435544873e-01
5.135000000000000142e+01,1.771999999999999886e+01,3.145059902817750469e-02,6.310917830981592758e-01,3.374576178736633514e-01
5.272500000000000142e+01,1.771999999999999886e+01,2.005646838805427712e-02,7.560498760901310789e-01,2.238936555218146440e-01
5.410000000000000142e+01,1.771999999999999886e+01,1.204205623265570957e-02,8.501596965483807500e-01,1.377982472189636654e-01
5.547500000000000142e+01,1.771999999999999886e+01,7.234683446894109825e-03,9.087744569608591227e-01,8.399085959224676656e-02
5.685000000000000142e+01,1.771999999999999886e+01,4.587588421022130436e-03,9.417303887799902684e-01,5.368202279898763585e-02
5.822500000000000142e+01,1.771999999999999886e+01,3.155049045805964104e-03,9.597670678071883454e-01,3.707788314700578153e-02
3.210000000000000142e+01,1.814000000000000057e+01,3.415727111471407174e-01,2.116499692003009081e-01,4.467773196525584023e-01
3.347500000000000142e+01,1.814000000000000057e+01,3.298973610864055495e-01,2.141791509055785692e-01,4.559234880080159091e-01
3.485000000000000142e+01,1.814000000000000057e+01,3.154239263848880315e-01,2.169594205850861046e-01,4.676166530300258084e-01
3.622500000000000142e+01,1.814000000000000057e+01,2.975675312632067304e-01,2.198492402383790123e-01,4.825832284984142850e-01
3.760000000000000142e+01,1.814000000000000057e+01,2.757771614441759667e-01,2.226047785315588834e-01,5.016180600242651222e-01
3.897500000000000142e+01,1.814000000000000057e+01,2.497865887617548020e-01,2.249002345179393625e-01,5.253131767203057523e-01
4.035000000000000142e+01,1.814000000000000057e+01,2.200475705452351327e-01,2.264784169240759981e-01,5.534740125306888414e-01
4.172500000000000142e+01,1.814000000000000057e+01,1.881556306074764484e-01,2.275391814064959550e-01,5.843051879860277076e-01
4.310000000000000142e+01,1.814000000000000057e+01,1.567580012467407191e-01,2.293349910415598825e-01,6.139070077116993707e-01
4.447500000000000142e+01,1.814000000000000057e+01,1.285831349320552541e-01,2.346451984218421716e-01,6.367716666461026298e-01
4.585000000000000142e+01,1.814000000000000057e+01,1.051701021418919718e-01,2.478228552424741604e-01,6.470070426156337984e-01
4.722500000000000142e+01,1.814000000000000057e+01,8.637686102994092396e-02,2.746936275071316103e-01,6.389295114629274241e-01
4.860000000000000142e+01,1.814000000000000057e+01,7.085911078562963372e-02,3.226563298484005915e-01,6.064845593659697887e-01
4.997500000000000142e+01,1.814000000000000057e+01,5.689879744766347669e-02,3.998246397691474496e-01,5.432765627831891431e-01
5.135000000000000142e+01,1.814000000000000057e+01,4.327873321808235058e-02,5.097658201194184002e-01,4.469554466624993116e-01
5.272500000000000142e+01,1.814000000000000057e+01,3.017882846312336040e-02,6.408652904726958033e-01,3.289558810641807773e-01
5.410000000000000142e+01,1.814000000000000057e+01,1.916632907191907070e-02,7.644045092236553263e-01,2.164291617044255822e-01
5.547500000000000142e+01,1.814000000000000057e+01,1.150315307806336861e-02,8.557640114370544948e-01,1.327328354848821279e-01
5.685000000000000142e+01,1.814000000000000057e+01,6.939525841119707945e-03,9.120075942081102838e-01,8.105287995076988772e-02
5.822500000000000142e+01,1.814000000000000057e+01,4.431152173460591211e-03,9.434870231607198621e-01,5.208182466581957187e-02
3.210000000000000142e+01,1.855999999999999872e+01,3.484405672246416175e-01,2.099772215496097105e-01,4.415822112257485887e-01
3.347500000000000142e+01,1.855999999999999872e+01,3.384589151552657160e-01,2.122493592257960193e-01,4.492917256189383202e-01
3.485000000000000142e+01,1.855999999999999872e+01,3.260771670230770414e-01,2.148042964827413803e-01,4.591185364941816616e-01
3.622500000000000142e+01,1.855999999999999872e+01,3.107607549942492109e-01,2.175505911803794490e-01,4.716886538253713401e-01
3.760000000000000142e+01,1.855999999999999872e+01,2.919267511275639992e-01,2.203053312022517640e-01,4.877679176701842922e-01
3.897500000000000142e+01,1.855999999999999872e+01,2.690744264983553347e-01,2.227753061867242257e-01,5.081502673149205229e-01
4.035000000000000142e+01,1.855999999999999872e+01,2.420838686594887768e-01,2.245992235280947491e-01,5.333169078124164741e-01
4.172500000000000142e+01,1.855999999999999872e+01,2.116766720132955693e-01,2.255494216416853437e-01,5.627739063450190038e-01
4.310000000000000142e+01,1.855999999999999872e+01,1.797628458916686323e-01,2.259832207265413395e-01,5.942539333817901115e-01
4.447500000000000142e+01,1.855999999999999872e+01,1.491294954727803990e-01,2.274340404915385361e-01,6.234364640356809817e-01
4.585000000000000142e+01,1.855999999999999872e+01,1.223010146481145755e-01,2.329550986470742269e-01,6.447438867048111977e-01
4.722500000000000142e+01,1.855999999999999872e+01,1.003916516709113943e-01,2.470331394234034639e-01,6.525752089056852112e-01
4.860000000000000142e+01,1.855999999999999872e+01,8.290057117018370669e-02,2.755208395563958357e-01,6.415785892734204854e-01
4.997500000000000142e+01,1.855999999999999872e+01,6.832939262863106655e-02,3.258349386917308022e-01,6.058356686796381174e-01
5.135000000000000142e+01,1.855999999999999872e+01,5.497334349323953345e-02,4.059573619361409036e-01,5.390692945706195838e-01
5.272500000000000142e+01,1.855999999999999872e+01,4.173515979011623717e-02,5.186515191382635726e-01,4.396133210716202666e-01
5.410000000000000142e+01,1.855999999999999872e+01,2.896624236167961997e-02,6.506909468780596173e-01,3.203428107602608321e-01
5.547500000000000142e+01,1.855999999999999872e+01,1.832123283985578888e-02,7.726034250984631369e-01,2.090753420616809632e-01
5.685000000000000142e+01,1.855999999999999872e+01,1.099465218577605485e-02,8.611705364620388936e-01,1.278348113521848850e-01
5.822500000000000142e+01,1.855999999999999872e+01,6.661742106157579266e-03,9.150998159806682519e-01,7.823844191317411156e-02
3.210000000000000142e+01,1.897999999999999687e+01,3.542953167447778773e-01,2.085125564960731981e-01,4.371921267591489801e-01
3.347500000000000142e+01,1.897999999999999687e+01,3.457550821865238433e-01,2.105382851440686931e-01,4.437066326694075191e-01
3.485000000000000142e+01,1.897999999999999687e+01,3.351582463645358945e-01,2.128598077934097665e-01,4.519819458420544223e-01
3.622500000000000142e+01,1.897999999999999687e+01,3.220363478704518778e-01,2.154259253006526875e-01,4.625377268288954347e-01
3.760000000000000142e+01,1.897999999999999687e+01,3.058424801750295741e-01,2.181126734156965119e-01,4.760448464092740251e-01
3.897500000000000142e+01,1.897999999999999687e+01,2.860045184374619964e-01,2.206923970652721056e-01,4.933030844972657869e-01
4.035000000000000142e+01,1.897999999999999687e+01,2.620918933951588148e-01,2.228227316643124067e-01,5.150853749405287507e-01
4.172500000000000142e+01,1.897999999999999687e+01,2.341621954416738260e-01,2.241178207033835135e-01,5.417199838549426882e-01
4.310000000000000142e+01,1.897999999999999687e+01,2.032310361537877919e-01,2.244081586851114918e-01,5.723608051611007719e-01
4.447500000000000142e+01,1.897999999999999687e+01,1.715005502592867603e-01,2.242459990057497909e-01,6.042534507349633932e-01
4.585000000000000142e+01,1.897999999999999687e+01,1.418149303895279156e-01,2.254570063429366666e-01,6.327280632675353900e-01
4.722500000000000142e+01,1.897999999999999687e+01,1.164143331676463777e-01,2.313304923233736876e-01,6.522551745089800734e-01
4.860000000000000142e+01,1.897999999999999687e+01,9.598210894206572752e-02,2.464351334315201536e-01,6.575827576264141605e-01
4.997500000000000142e+01,1.897999999999999687e+01,7.970968387440056924e-02,2.766314840461830959e-01,6.436588320794162099e-01
5.135000000000000142e+01,1.897999999999999687e+01,6.599420719209737884e-02,3.293599474697445073e-01,6.046458453381580167e-01
5.272500000000000142e+01,1.897999999999999687e+01,5.316954293857886066e-02,4.124520230035780832e-01,5.343784340578430214e-01
5.410000000000000142e+01,1.897999999999999687e+01,4.026748158086292800e-02,5.277967254400375285e-01,4.319357929790995088e-01
5.547500000000000142e+01,1.897999999999999687e+01,2.780827458531768756e-02,6.605410512112529497e-01,3.116506742034292898e-01
5.685000000000000142e+01,1.897999999999999687e+01,1.751842644263427659e-02,7.806320082067731425e-01,2.018495653505926468e-01
5.822500000000000142e+01,1.897999999999999687e+01,1.051463357445662876e-02,8.663793123852108202e-01,1.231060540403324938e-01
3.210000000000000142e+01,1.939999999999999858e+01,3.592916286255962710e-01,2.072338349033225058e-01,4.334745364710813065e-01
3.347500000000000142e+01,1.939999999999999858e+01,3.519805205035756446e-01,2.090276390644370541e-01,4.389918404319871903e-01
3.485000000000000142e+01,1.939999999999999858e+01,3.429051920810017307e-01,2.111161620026026642e-01,4.459786459163955774e-01
3.622500000000000142e+01,1.939999999999999858e+01,3.316622147265585463e-01,2.134781333235404588e-01,4.548596519499008561e-01
3.760000000000000142e+01,1.939999999999999858e+01,3.177661428968058810e-01,2.160381513944840681e-01,4.661957057087099954e-01
3.897500000000000142e+01,1.939999999999999858e+01,3.006616697098125623e-01,2.186360578970515667e-01,4.807022723931359542e-01
4.035000000000000142e+01,1.939999999999999858e+01,2.797986630503256356e-01,2.209966110225752012e-01,4.992047259270990245e-01
4.172500000000000142e+01,1.939999999999999858e+01,2.548398563040052966e-01,2.227305946719877749e-01,5.224295490240069562e-01
4.310000000000000142e+01,1.939999999999999858e+01,2.260524135323895289e-01,2.234428801753881866e-01,5.505047062922222567e-01
4.447500000000000142e+01,1.939999999999999858e+01,1.947620301210747362e-01,2.230550624998151599e-01,5.821829073791101594e-01
4.585000000000000142e+01,1.939999999999999858e+01,1.634235581637422663e-01,2.223486157539139030e-01,6.142278260823438307e-01
4.722500000000000142e+01,1.939999999999999858e+01,1.348477709860261275e-01,2.234391962709863511e-01,6.417130327429876324e-01
4.860000000000000142e+01,1.939999999999999858e+01,1.109258741798083009e-01,2.298045378417675200e-01,6.592695879784241653e-01
4.997500000000000142e+01,1.939999999999999858e+01,9.192422328199092996e-02,2.460491263285481955e-01,6.620266503894607357e-01
5.135000000000000142e+01,1.939999999999999858e+01,7.678180029436164344e-02,2.780333447575750183e-01,6.451848549480633244e-01
5.272500000000000142e+01,1.939999999999999858e+01,6.383448505503587500e-02,3.332306517614635477e-01,6.029348631835006467e-01
5.410000000000000142e+01,1.939999999999999858e+01,5.147414599786832856e-02,4.192988503056614968e-01,5.292270036964701330e-01
5.547500000000000142e+01,1.939999999999999858e+01,3.886799148469456677e-02,5.371787322081056359e-01,4.239532763071998112e-01
5.685000000000000142e+01,1.939999999999999858e+01,2.670094054721689966e-02,6.703888193450664446e-01,3.029102401077165552e-01
5.822500000000000142e+01,1.939999999999999858e+01,1.675542460356877622e-02,7.884775797976086853e-01,1.947669955988225732e-01
3.210000000000000142e+01,1.982000000000000028e+01,3.635582637337111400e-01,2.061208140304465197e-01,4.303209222358423958e-01
3.347500000000000142e+01,1.982000000000000028e+01,3.572977857744495389e-01,2.076997756699767161e-01,4.350024385555736894e-01
3.485000000000000142e+01,1.982000000000000028e+01,3.495213352010702601e-01,2.095625875503851210e-01,4.409160772485446467e-01
3.622500000000000142e+01,1.982000000000000028e+01,3.398830235723184212e-01,2.117090295781220710e-01,4.484079468495594800e-01
3.760000000000000142e+01,1.982000000000000028e+01,3.279622824118196833e-01,2.141005039839228574e-01,4.579372136042575425e-01
3.897500000000000142e+01,1.982000000000000028e+01,3.132580401624138755e-01,2.166341590503514380e-01,4.701078007872345754e-01
4.035000000000000142e+01,1.982000000000000028e+01,2.952118975795947620e-01,2.191099849019203516e-01,4.856781175184848864e-01
4.172500000000000142e+01,1.982000000000000028e+01,2.733095752805385636e-01,2.212031458953691576e-01,5.054872788240922787e-01
4.310000000000000142e+01,1.982000000000000028e+01,2.473333861701052516e-01,2.224825474471233688e-01,5.301840663827713795e-01
4.447500000000000142e+01,1.982000000000000028e+01,2.177913354218178055e-01,2.225638650940696961e-01,5.596447994841124984e-01
4.585000000000000142e+01,1.982000000000000028e+01,1.863241815272702606e-01,2.214958618791104672e-01,5.921799565936193277e-01
4.722500000000000142e+01,1.982000000000000028e+01,1.555831760903147176e-01,2.203171720819301627e-01,6.240996518277551752e-01
4.860000000000000142e+01,1.982000000000000028e+01,1.282533683949387548e-01,2.214167044209534863e-01,6.503299271841077589e-01
4.997500000000000142e+01,1.982000000000000028e+01,1.058316844546595831e-01,2.284070066644756092e-01,6.657613088808648216e-01
5.135000000000000142e+01,1.982000000000000028e+01,8.819813448210056528e-02,2.458911129144248642e-01,6.659107526034746538e-01
5.272500000000000142e+01,1.982000000000000028e+01,7.409480551035786677e-02,2.797312536767826985e-01,6.461739408128595041e-01
5.410000000000000142e+01,1.982000000000000028e+01,6.183243394268954363e-02,3.374447934643773350e-01,6.007227725929331630e-01
5.547500000000000142e+01,1.982000000000000028e+01,4.987516722417493359e-02,4.264869991017933293e-01,5.236378336740317163e-01
5.685000000000000142e+01,1.982000000000000028e+01,3.752990991060835974e-02,5.467742042530793212e-01,4.156958858363122289e-01
5.822500000000000142e+01,1.982000000000000028e+01,2.564076624259636547e-02,6.802085454884604365e-01,2.941506882689431945e-01
3.210000000000000142e+01,2.023999999999999844e+01,3.672029518754362232e-01,2.051548680130355351e-01,4.276421801115282140e-01
3.347500000000000142e+01,2.023999999999999844e+01,3.618424167824391136e-01,2.065374805910305256e-01,4.316201026265303886e-01
3.485000000000000142e+01,2.023999999999999844e+01,3.551773140762697345e-01,2.081867678015691392e-01,4.366359181221612373e-01
3.622500000000000142e+01,2.023999999999999844e+01,3.469105445995480652e-01,2.101165430779637633e-01,4.429729123224882548e-01
3.760000000000000142e+01,2.023999999999999844e+01,3.366805792661822228e-01,2.123145901716007866e-01,4.510048305622170739e-01
3.897500000000000142e+01,2.023999999999999844e+01,3.240499237294531820e-01,2.147223643157396000e-01,4.612277119548071069e-01
4.035000000000000142e+01,2.023999999999999844e+01,3.085039221099948881e-01,2.172061308494201148e-01,4.742899470405851359e-01
4.172500000000000142e+01,2.023999999999999844e+01,2.894880631020620987e-01,2.195225323646708693e-01,4.909894045332671153e-01
4.310000000000000142e+01,2.023999999999999844e+01,2.665407437654723766e-01,2.212963560595536394e-01,5.121629001749740118e-01
4.447500000000000142e+01,2.023999999999999844e+01,2.395928368533164210e-01,2.220628993037487842e-01,5.383442638429348781e-01
4.585000000000000142e+01,2.023999999999999844e+01,2.094214688685182291e-01,2.214736555708910204e-01,5.691048755605908616e-01
4.722500000000000142e+01,2.023999999999999844e+01,1.779736278938328364e-01,2.197419026796315344e-01,6.022844694265356846e-01
4.860000000000000142e+01,2.023999999999999844e+01,1.480255089047872452e-01,2.181818946154003847e-01,6.337925964798123424e-01
4.997500000000000142e+01,2.023999999999999844e+01,1.220487708123949439e-01,2.194250501892853478e-01,6.585261789983197778e-01
5.135000000000000142e+01,2.023999999999999844e+01,1.011220900440551185e-01,2.271636968646667532e-01,6.717142130912782116e-01
5.272500000000000142e+01,2.023999999999999844e+01,8.478231839425037775e-02,2.459730692434166921e-01,6.692446123623330134e-01
5.410000000000000142e+01,2.023999999999999844e+01,7.162727634549483080e-02,2.817276079768789576e-01,6.466451156776262810e-01
5.547500000000000142e+01,2.023999999999999844e+01,5.997159278792268261e-02,3.419989223276621582e-01,5.980294848844150968e-01
5.685000000000000142e+01,2.023999999999999844e+01,4.836181818523625775e-02,4.340047167917422399e-01,5.176334650230214329e-01
5.822500000000000142e+01,2.023999999999999844e+01,3.624730112846203528e-02,5.565593272278669401e-01,4.071933716436710871e-01
3.210000000000000142e+01,2.065999999999999659e+01,3.703164090429759137e-01,2.043188844870465481e-01,4.253647064699776492e-01
3.347500000000000142e+01,2.065999999999999659e+01,3.657278822034320531e-01,2.055240807928426505e-01,4.287480370037253241e-01
3.485000000000000142e+01,2.065999999999999659e+01,3.600156978912540939e-01,2.069751373042000298e-01,4.330091648045459318e-01
3.622500000000000142e+01,2.065999999999999659e+01,3.529236321527085551e-01,2.086946132087208472e-01,4.383817546385706532e-01
3.760000000000000142e+01,2.065999999999999659e+01,3.441407770089441320e-01,2.106883116970457992e-01,4.451709112940100965e-01
3.897500000000000142e+01,2.065999999999999659e+01,3.332897702224273395e-01,2.129300085633248629e-01,4.537802212142478253e-01
4.035000000000000142e+01,2.065999999999999659e+01,3.199167002281069760e-01,2.153383598727839077e-01,4.647449398991091996e-01
4.172500000000000142e+01,2.065999999999999659e+01,3.034962457884243237e-01,2.177451841582093983e-01,4.787585700533661948e-01
4.310000000000000142e+01,2.065999999999999659e+01,2.834867663243077485e-01,2.198606399586546245e-01,4.966525937170376825e-01
4.447500000000000142e+01,2.065999999999999659e+01,2.594993258147731963e-01,2.212600427819319537e-01,5.192406314032949055e-01
4.585000000000000142e+01,2.065999999999999659e+01,2.316442318037771342e-01,2.214572627112647296e-01,5.468985054849582195e-01
4.722500000000000142e+01,2.065999999999999659e+01,2.009904093664670321e-01,2.201693215280400573e-01,5.788402691054929106e-01
4.860000000000000142e+01,2.065999999999999659e+01,1.697663496359121116e-01,2.178101744338092338e-01,6.124234759302786824e-01
4.997500000000000142e+01,2.065999999999999659e+01,1.407900573983060788e-01,2.159759980676047020e-01,6.432339445340893302e-01
5.135000000000000142e+01,2.065999999999999659e+01,1.162429645351940044e-01,2.174979420752104209e-01,6.662590933895954359e-01
5.272500000000000142e+01,2.065999999999999659e+01,9.678280107885302297e-02,2.260961299811263259e-01,6.771210689400206650e-01
5.410000000000000142e+01,2.065999999999999659e+01,8.165440041025694151e-02,2.463033577308796074e-01,6.720422418588634095e-01
5.547500000000000142e+01,2.065999999999999659e+01,6.935877234885781673e-02,2.840228680154034957e-01,6.466183596357387708e-01
5.685000000000000142e+01,2.065999999999999659e+01,5.823683761977253848e-02,3.468886959551274463e-01,5.948744664251000014e-01
5.822500000000000142e+01,2.065999999999999659e+01,4.692443109082045788e-02,4.418394632761057927e-01,5.112361056330737563e-01
3.210000000000000142e+01,2.107999999999999829e+01,3.729754992595889496e-01,2.035972255552951637e-01,4.234272751851159144e-01
3.347500000000000142e+01,2.107999999999999829e+01,3.690497674999361766e-01,2.046436445915013613e-01,4.263065879085625176e-01
3.485000000000000142e+01,2.107999999999999829e+01,3.641559274419871040e-01,2.059134266731860174e-01,4.299306458848268231e-01
3.622500000000000142e+01,2.107999999999999829e+01,3.580721234678349019e-01,2.074340216252761326e-01,4.344938549068890210e-01
3.760000000000000142e+01,2.107999999999999829e+01,3.505299888705801781e-01,2.092228862043641058e-01,4.402471249250557994e-01
3.897500000000000142e+01,2.107999999999999829e+01,3.412045255988123138e-01,2.112763145586510627e-01,4.475191598425367068e-01
4.035000000000000142e+01,2.107999999999999829e+01,3.297024558002246142e-01,2.135518454701595681e-01,4.567456987296157900e-01
4.172500000000000142e+01,2.107999999999999829e+01,3.155543547697907125e-01,2.159422616600653044e-01,4.685033835701439831e-01
4.310000000000000142e+01,2.107999999999999829e+01,2.982282637937454517e-01,2.182413214127267853e-01,4.835304147935278740e-01
4.447500000000000142e+01,2.107999999999999829e+01,2.772067407731729771e-01,2.201101804698477327e-01,5.026830787569792625e-01
4.585000000000000142e+01,2.107999999999999829e+01,2.521967253318981306e-01,2.210778144862379502e-01,5.267254601818638360e-01
4.722500000000000142e+01,2.107999999999999829e+01,2.235194704836977464e-01,2.206532841484316054e-01,5.558272453678706482e-01
4.860000000000000142e+01,2.107999999999999829e+01,1.925498791426187017e-01,2.186527909913344447e-01,5.887973298660468258e-01
4.997500000000000142e+01,2.107999999999999829e+01,1.617563054994261562e-01,2.157230035643259158e-01,6.225206909362479557e-01
5.135000000000000142e+01,2.107999999999999829e+01,1.339087079657141077e-01,2.137343778938393113e-01,6.523569141404464977e-01
5.272500000000000142e+01,2.107999999999999829e+01,1.108374774786321515e-01,2.156662504355312815e-01,6.734962720858366225e-01
5.410000000000000142e+01,2.107999999999999829e+01,9.279601933495375266e-02,2.252215053723715665e-01,6.819824752926746392e-01
5.547500000000000142e+01,2.107999999999999829e+01,7.879182493827131817e-02,2.468872103463872758e-01,6.743209647153414199e-01
5.685000000000000142e+01,2.107999999999999829e+01,6.727002786566289860e-02,2.866160153353724538e-01,6.461139567989646615e-01
5.822500000000000142e+01,2.107999999999999829e+01,5.661435248814965931e-02,3.521091191263830411e-01,5.912765283854672926e-01
