bill_depth_mm,body_mass_g,Torgersen,Biscoe,Dream
1.814000000000000057e+01,4.680000000000000000e+03,2.266108317286843754e-01,4.067674860587675023e-01,3.666216822125480945e-01
1.855999999999999872e+01,4.680000000000000000e+03,2.266108317337154621e-01,4.067674860500597456e-01,3.666216822162247646e-01
1.897999999999999687e+01,4.680000000000000000e+03,2.266108317387093285e-01,4.067674860414163818e-01,3.666216822198742342e-01
1.939999999999999858e+01,4.680000000000000000e+03,2.266108317436662245e-01,4.067674860328370223e-01,3.666216822234967254e-01
1.982000000000000028e+01,4.680000000000000000e+03,2.266108317485864831e-01,4.067674860243211121e-01,3.666216822270924047e-01
2.023999999999999844e+01,4.680000000000000000e+03,2.266108317534703820e-01,4.067674860158682071e-01,3.666216822306615497e-01
2.065999999999999659e+01,4.680000000000000000e+03,2.266108317583180598e-01,4.067674860074778076e-01,3.666216822342041604e-01
2.107999999999999829e+01,4.680000000000000000e+03,2.266108317631299329e-01,4.067674859991495251e-01,3.666216822377206253e-01
1.309999999999999964e+01,4.860000000000000000e+03,2.266108320325581627e-01,4.067674855328253791e-01,3.666216824346164027e-01
1.351999999999999957e+01,4.860000000000000000e+03,2.266108320353412142e-01,4.067674855280086210e-01,3.666216824366501648e-01
1.393999999999999950e+01,4.860000000000000000e+03,2.266108320381036156e-01,4.067674855232275011e-01,3.666216824386689388e-01
1.435999999999999943e+01,4.860000000000000000e+03,2.266108320408455890e-01,4.067674855184817417e-01,3.666216824406726693e-01
1.477999999999999936e+01,4.860000000000000000e+03,2.266108320435672452e-01,4.067674855137710654e-01,3.666216824426616894e-01
1.519999999999999929e+01,4.860000000000000000e+03,2.266108320462687509e-01,4.067674855090952502e-01,3.666216824446359435e-01
1.561999999999999922e+01,4.860000000000000000e+03,2.266108320489503558e-01,4.067674855044540183e-01,3.666216824465955981e-01
1.603999999999999915e+01,4.860000000000000000e+03,2.266108320516120600e-01,4.067674854998472034e-01,3.666216824485408199e-01
1.646000000000000085e+01,4.860000000000000000e+03,2.266108320542540577e-01,4.067674854952743058e-01,3.666216824504714977e-01
1.687999999999999901e+01,4.860000000000000000e+03,2.266108320568765711e-01,4.067674854907353810e-01,3.666216824523879647e-01
1.729999999999999716e+01,4.860000000000000000e+03,2.266108320594796277e-01,4.067674854862299294e-01,3.666216824542903319e-01
1.771999999999999886e+01,4.860000000000000000e+03,2.266108320620635053e-01,4.067674854817580066e-01,3.666216824561785992e-01
1.814000000000000057e+01,4.860000000000000000e+03,2.266108320646282037e-01,4.067674854773190019e-01,3.666216824580528777e-01
1.855999999999999872e+01,4.860000000000000000e+03,2.266108320671739451e-01,4.067674854729128042e-01,3.666216824599132229e-01
1.897999999999999687e+01,4.860000000000000000e+03,2.266108320697008682e-01,4.067674854685393027e-01,3.666216824617599124e-01
1.939999999999999858e+01,4.860000000000000000e+03,2.266108320722090286e-01,4.067674854641981086e-01,3.666216824635928351e-01
1.982000000000000028e+01,4.860000000000000000e+03,2.266108320746987037e-01,4.067674854598890555e-01,3.666216824654122686e-01
2.023999999999999844e+01,4.860000000000000000e+03,2.266108320771699214e-01,4.067674854556118658e-01,3.666216824672182129e-01
2.065999999999999659e+01,4.860000000000000000e+03,2.266108320796228759e-01,4.067674854513663174e-01,3.666216824690108345e-01
2.107999999999999829e+01,4.860000000000000000e+03,2.266108320820576505e-01,4.067674854471521328e-01,3.666216824707901334e-01
1.309999999999999964e+01,5.040000000000000000e+03,2.266108322183885693e-01,4.067674852111918260e-01,3.666216825704195492e-01
1.351999999999999957e+01,5.040000000000000000e+03,2.266108322197968039e-01,4.067674852087545534e-01,3.666216825714486705e-01
1.393999999999999950e+01,5.040000000000000000e+03,2.266108322211945469e-01,4.067674852063352664e-01,3.666216825724701311e-01
1.435999999999999943e+01,5.040000000000000000e+03,2.266108322225820204e-01,4.067674852039339650e-01,3.666216825734840978e-01
1.477999999999999936e+01,5.040000000000000000e+03,2.266108322239591688e-01,4.067674852015503162e-01,3.666216825744904595e-01
1.519999999999999929e+01,5.040000000000000000e+03,2.266108322253261587e-01,4.067674851991842644e-01,3.666216825754894382e-01
1.561999999999999922e+01,5.040000000000000000e+03,2.266108322266830455e-01,4.067674851968359206e-01,3.666216825764810339e-01
1.603999999999999915e+01,5.040000000000000000e+03,2.266108322280298570e-01,4.067674851945047854e-01,3.666216825774653021e-01
1.646000000000000085e+01,5.040000000000000000e+03,2.266108322293667321e-01,4.067674851921910251e-01,3.666216825784422984e-01
1.687999999999999901e+01,5.040000000000000000e+03,2.266108322306937539e-01,4.067674851898942512e-01,3.666216825794120227e-01
1.729999999999999716e+01,5.040000000000000000e+03,2.266108322320108670e-01,4.067674851876145192e-01,3.666216825803745860e-01
1.771999999999999886e+01,5.040000000000000000e+03,2.266108322333183211e-01,4.067674851853516627e-01,3.666216825813300439e-01
1.814000000000000057e+01,5.040000000000000000e+03,2.266108322346160331e-01,4.067674851831054594e-01,3.666216825822783965e-01
1.855999999999999872e+01,5.040000000000000000e+03,2.266108322359042249e-01,4.067674851808760761e-01,3.666216825832198101e-01
1.897999999999999687e+01,5.040000000000000000e+03,2.266108322371827855e-01,4.067674851786630130e-01,3.666216825841541738e-01
1.939999999999999858e+01,5.040000000000000000e+03,2.266108322384519091e-01,4.067674851764663813e-01,3.666216825850817096e-01
1.982000000000000028e+01,5.040000000000000000e+03,2.266108322397117070e-01,4.067674851742859587e-01,3.666216825860023065e-01
2.023999999999999844e+01,5.040000000000000000e+03,2.266108322409621512e-01,4.067674851721216900e-01,3.666216825869161311e-01
2.065999999999999659e+01,5.040000000000000000e+03,2.266108322422033805e-01,4.067674851699734639e-01,3.666216825878231833e-01
2.107999999999999829e+01,5.040000000000000000e+03,2.266108322434353672e-01,4.067674851678411141e-01,3.666216825887235187e-01
1.309999999999999964e+01,5.220000000000000000e+03,2.266108323124189361e-01,4.067674850484450100e-01,3.666216826391361372e-01
1.351999999999999957e+01,5.220000000000000000e+03,2.266108323131315050e-01,4.067674850472117742e-01,3.666216826396568318e-01
1.393999999999999950e+01,5.220000000000000000e+03,2.266108323138387448e-01,4.067674850459875313e-01,3.666216826401736406e-01
1.435999999999999943e+01,5.220000000000000000e+03,2.266108323145407943e-01,4.067674850447725032e-01,3.666216826406867302e-01
1.477999999999999936e+01,5.220000000000000000e+03,2.266108323152376536e-01,4.067674850435664125e-01,3.666216826411959895e-01
1.519999999999999929e+01,5.220000000000000000e+03,2.266108323159293503e-01,4.067674850423692035e-01,3.666216826417014740e-01
1.561999999999999922e+01,5.220000000000000000e+03,2.266108323166158844e-01,4.067674850411808207e-01,3.666216826422031838e-01
1.603999999999999915e+01,5.220000000000000000e+03,2.266108323172974226e-01,4.067674850400013198e-01,3.666216826427012299e-01
1.646000000000000085e+01,5.220000000000000000e+03,2.266108323179738537e-01,4.067674850388305341e-01,3.666216826431956122e-01
1.687999999999999901e+01,5.220000000000000000e+03,2.266108323186453444e-01,4.067674850376684081e-01,3.666216826436862752e-01
1.729999999999999716e+01,5.220000000000000000e+03,2.266108323193118113e-01,4.067674850365148309e-01,3.666216826441733301e-01
1.771999999999999886e+01,5.220000000000000000e+03,2.266108323199733376e-01,4.067674850353698024e-01,3.666216826446567767e-01
1.814000000000000057e+01,5.220000000000000000e+03,2.266108323206299791e-01,4.067674850342332671e-01,3.666216826451366151e-01
1.855999999999999872e+01,5.220000000000000000e+03,2.266108323212818465e-01,4.067674850331052250e-01,3.666216826456130673e-01
1.897999999999999687e+01,5.220000000000000000e+03,2.266108323219288012e-01,4.067674850319853985e-01,3.666216826460858003e-01
1.939999999999999858e+01,5.220000000000000000e+03,2.266108323225709820e-01,4.067674850308738432e-01,3.666216826465551470e-01
1.982000000000000028e+01,5.220000000000000000e+03,2.266108323232084165e-01,4.067674850297705591e-01,3.666216826470209411e-01
2.023999999999999844e+01,5.220000000000000000e+03,2.266108323238411604e-01,4.067674850286754351e-01,3.666216826474833490e-01
2.065999999999999659e+01,5.220000000000000000e+03,2.266108323244691858e-01,4.067674850275884157e-01,3.666216826479422597e-01
2.107999999999999829e+01,5.220000000000000000e+03,2.266108323250926038e-01,4.067674850265094455e-01,3.666216826483978397e-01
1.309999999999999964e+01,5.400000000000000000e+03,2.266108323599983487e-01,4.067674849660949388e-01,3.666216826739066570e-01
1.351999999999999957e+01,5.400000000000000000e+03,2.266108323603589214e-01,4.067674849654709379e-01,3.666216826741702239e-01
1.393999999999999950e+01,5.400000000000000000e+03,2.266108323607168018e-01,4.067674849648515445e-01,3.666216826744316815e-01
1.435999999999999943e+01,5.400000000000000000e+03,2.266108323610720454e-01,4.067674849642366475e-01,3.666216826746913071e-01
1.477999999999999936e+01,5.400000000000000000e+03,2.266108323614245967e-01,4.067674849636263579e-01,3.666216826749489899e-01
1.519999999999999929e+01,5.400000000000000000e+03,2.266108323617745945e-01,4.067674849630205647e-01,3.666216826752047853e-01
1.561999999999999922e+01,5.400000000000000000e+03,2.266108323621220111e-01,4.067674849624193234e-01,3.666216826754586378e-01
1.603999999999999915e+01,5.400000000000000000e+03,2.266108323624668464e-01,4.067674849618224120e-01,3.666216826757106029e-01
1.646000000000000085e+01,5.400000000000000000e+03,2.266108323628091836e-01,4.067674849612300525e-01,3.666216826759608471e-01
1.687999999999999901e+01,5.400000000000000000e+03,2.266108323631489119e-01,4.067674849606420229e-01,3.666216826762090930e-01
1.729999999999999716e+01,5.400000000000000000e+03,2.266108323634861144e-01,4.067674849600582676e-01,3.666216826764555625e-01
1.771999999999999886e+01,5.400000000000000000e+03,2.266108323638208744e-01,4.067674849594788977e-01,3.666216826767002002e-01
1.814000000000000057e+01,5.400000000000000000e+03,2.266108323641531919e-01,4.067674849589038577e-01,3.666216826769430059e-01
1.855999999999999872e+01,5.400000000000000000e+03,2.266108323644829836e-01,4.067674849583329810e-01,3.666216826771840354e-01
1.897999999999999687e+01,5.400000000000000000e+03,2.266108323648103606e-01,4.067674849577663787e-01,3.666216826774232884e-01
1.939999999999999858e+01,5.400000000000000000e+03,2.266108323651352952e-01,4.067674849572039952e-01,3.666216826776607651e-01
1.982000000000000028e+01,5.400000000000000000e+03,2.266108323654578705e-01,4.067674849566457196e-01,3.666216826778964655e-01
2.023999999999999844e+01,5.400000000000000000e+03,2.266108323657780033e-01,4.067674849560914963e-01,3.666216826781303895e-01
2.065999999999999659e+01,5.400000000000000000e+03,2.266108323660958046e-01,4.067674849555415473e-01,3.666216826783626481e-01
2.107999999999999829e+01,5.400000000000000000e+03,2.266108323664112467e-01,4.067674849549955951e-01,3.666216826785931859e-01
1.309999999999999964e+01,5.580000000000000000e+03,2.266108323840735628e-01,4.067674849244257707e-01,3.666216826915006388e-01
1.351999999999999957e+01,5.580000000000000000e+03,2.266108323842560002e-01,4.067674849241100232e-01,3.666216826916339766e-01
1.393999999999999950e+01,5.580000000000000000e+03,2.266108323844371053e-01,4.067674849237966073e-01,3.666216826917663152e-01
1.435999999999999943e+01,5.580000000000000000e+03,2.266108323846168504e-01,4.067674849234854673e-01,3.666216826918976546e-01
1.477999999999999936e+01,5.580000000000000000e+03,2.266108323847952355e-01,4.067674849231766587e-01,3.666216826920280503e-01
1.519999999999999929e+01,5.580000000000000000e+03,2.266108323849723716e-01,4.067674849228701817e-01,3.666216826921575023e-01
1.561999999999999922e+01,5.580000000000000000e+03,2.266108323851481476e-01,4.067674849225658695e-01,3.666216826922858996e-01
1.603999999999999915e+01,5.580000000000000000e+03,2.266108323853226192e-01,4.067674849222638889e-01,3.666216826924134642e-01
1.646000000000000085e+01,5.580000000000000000e+03,2.266108323854958417e-01,4.067674849219640731e-01,3.666216826925400296e-01
1.687999999999999901e+01,5.580000000000000000e+03,2.266108323856677598e-01,4.067674849216665889e-01,3.666216826926657069e-01
1.729999999999999716e+01,5.580000000000000000e+03,2.266108323858384288e-01,4.067674849213712696e-01,3.666216826927903849e-01
1.771999999999999886e+01,5.580000000000000000e+03,2.266108323860077933e-01,4.067674849210781152e-01,3.666216826929141748e-01
1.814000000000000057e+01,5.580000000000000000e+03,2.266108323861759088e-01,4.067674849207870147e-01,3.666216826930370210e-01
1.855999999999999872e+01,5.580000000000000000e+03,2.266108323863427476e-01,4.067674849204981902e-01,3.666216826931589789e-01
1.897999999999999687e+01,5.580000000000000000e+03,2.266108323865084484e-01,4.067674849202115306e-01,3.666216826932800488e-01
1.939999999999999858e+01,5.580000000000000000e+03,2.266108323866729002e-01,4.067674849199269804e-01,3.666216826934002304e-01
1.982000000000000028e+01,5.580000000000000000e+03,2.266108323868361030e-01,4.067674849196444287e-01,3.666216826935194684e-01
2.023999999999999844e+01,5.580000000000000000e+03,2.266108323869980845e-01,4.067674849193640418e-01,3.666216826936378737e-01
2.065999999999999659e+01,5.580000000000000000e+03,2.266108323871588726e-01,4.067674849190857089e-01,3.666216826937553908e-01
2.107999999999999829e+01,5.580000000000000000e+03,2.266108323873184949e-01,4.067674849188094299e-01,3.666216826938719642e-01
1.309999999999999964e+01,5.760000000000000000e+03,2.266108323962556792e-01,4.067674849033411366e-01,3.666216827004032397e-01
1.351999999999999957e+01,5.760000000000000000e+03,2.266108323963479387e-01,4.067674849031813200e-01,3.666216827004706857e-01
1.393999999999999950e+01,5.760000000000000000e+03,2.266108323964395876e-01,4.067674849030227802e-01,3.666216827005376322e-01
1.435999999999999943e+01,5.760000000000000000e+03,2.266108323965305427e-01,4.067674849028652950e-01,3.666216827006040790e-01
1.477999999999999936e+01,5.760000000000000000e+03,2.266108323966208316e-01,4.067674849027090866e-01,3.666216827006700818e-01
1.519999999999999929e+01,5.760000000000000000e+03,2.266108323967104821e-01,4.067674849025540440e-01,3.666216827007355850e-01
1.561999999999999922e+01,5.760000000000000000e+03,2.266108323967994109e-01,4.067674849024000561e-01,3.666216827008005885e-01
1.603999999999999915e+01,5.760000000000000000e+03,2.266108323968876737e-01,4.067674849022472339e-01,3.666216827008650925e-01
1.646000000000000085e+01,5.760000000000000000e+03,2.266108323969753258e-01,4.067674849020955219e-01,3.666216827009291523e-01
1.687999999999999901e+01,5.760000000000000000e+03,2.266108323970623117e-01,4.067674849019449757e-01,3.666216827009927126e-01
1.729999999999999716e+01,5.760000000000000000e+03,2.266108323971486593e-01,4.067674849017955396e-01,3.666216827010558288e-01
1.771999999999999886e+01,5.760000000000000000e+03,2.266108323972343686e-01,4.067674849016471583e-01,3.666216827011184454e-01
1.814000000000000057e+01,5.760000000000000000e+03,2.266108323973194394e-01,4.067674849014999428e-01,3.666216827011806179e-01
1.855999999999999872e+01,5.760000000000000000e+03,2.266108323974038719e-01,4.067674849013537819e-01,3.666216827012423463e-01
1.897999999999999687e+01,5.760000000000000000e+03,2.266108323974876937e-01,4.067674849012087313e-01,3.666216827013035751e-01
1.939999999999999858e+01,5.760000000000000000e+03,2.266108323975708772e-01,4.067674849010647353e-01,3.666216827013643598e-01
1.982000000000000028e+01,5.760000000000000000e+03,2.266108323976534777e-01,4.067674849009217941e-01,3.666216827014247559e-01
2.023999999999999844e+01,5.760000000000000000e+03,2.266108323977354400e-01,4.067674849007799076e-01,3.666216827014846524e-01
2.065999999999999659e+01,5.760000000000000000e+03,2.266108323978167916e-01,4.067674849006390758e-01,3.666216827015440494e-01
2.107999999999999829e+01,5.760000000000000000e+03,2.266108323978975880e-01,4.067674849004992987e-01,3.666216827016031132e-01
1.309999999999999964e+01,5.940000000000000000e+03,2.266108324024198317e-01,4.067674848926723374e-01,3.666216827049079141e-01
1.351999999999999957e+01,5.940000000000000000e+03,2.266108324024665166e-01,4.067674848925915132e-01,3.666216827049421090e-01
1.393999999999999950e+01,5.940000000000000000e+03,2.266108324025128684e-01,4.067674848925111886e-01,3.666216827049759153e-01
1.435999999999999943e+01,5.940000000000000000e+03,2.266108324025588872e-01,4.067674848924315301e-01,3.666216827050095550e-01
1.477999999999999936e+01,5.940000000000000000e+03,2.266108324026045728e-01,4.067674848923524822e-01,3.666216827050429172e-01
1.519999999999999929e+01,5.940000000000000000e+03,2.266108324026498699e-01,4.067674848922739894e-01,3.666216827050761129e-01
1.561999999999999922e+01,5.940000000000000000e+03,2.266108324026949450e-01,4.067674848921961628e-01,3.666216827051090310e-01
1.603999999999999915e+01,5.940000000000000000e+03,2.266108324027396315e-01,4.067674848921187802e-01,3.666216827051416716e-01
1.646000000000000085e+01,5.940000000000000000e+03,2.266108324027839571e-01,4.067674848920420083e-01,3.666216827051740346e-01
1.687999999999999901e+01,5.940000000000000000e+03,2.266108324028279497e-01,4.067674848919657915e-01,3.666216827052061755e-01
1.729999999999999716e+01,5.940000000000000000e+03,2.266108324028716370e-01,4.067674848918901853e-01,3.666216827052380944e-01
1.771999999999999886e+01,5.940000000000000000e+03,2.266108324029150189e-01,4.067674848918151898e-01,3.666216827052698468e-01
1.814000000000000057e+01,5.940000000000000000e+03,2.266108324029580401e-01,4.067674848917405828e-01,3.666216827053012661e-01
1.855999999999999872e+01,5.940000000000000000e+03,2.266108324030007837e-01,4.067674848916666974e-01,3.666216827053324634e-01
1.897999999999999687e+01,5.940000000000000000e+03,2.266108324030431942e-01,4.067674848915932562e-01,3.666216827053634941e-01
1.939999999999999858e+01,5.940000000000000000e+03,2.266108324030853272e-01,4.067674848915203700e-01,3.666216827053942473e-01
1.982000000000000028e+01,5.940000000000000000e+03,2.266108324031270993e-01,4.067674848914480945e-01,3.666216827054248339e-01
2.023999999999999844e+01,5.940000000000000000e+03,2.266108324031685939e-01,4.067674848913763186e-01,3.666216827054550875e-01
2.065999999999999659e+01,5.940000000000000000e+03,2.266108324032097554e-01,4.067674848913050978e-01,3.666216827054852301e-01
2.107999999999999829e+01,5.940000000000000000e+03,2.266108324032505839e-01,4.067674848912343211e-01,3.666216827055150951e-01
1.309999999999999964e+01,6.120000000000000000e+03,2.266108324055388923e-01,4.067674848872738780e-01,3.666216827071873130e-01
1.351999999999999957e+01,6.120000000000000000e+03,2.266108324055625123e-01,4.067674848872329663e-01,3.666216827072045770e-01
1.393999999999999950e+01,6.120000000000000000e+03,2.266108324055859657e-01,4.067674848871923321e-01,3.666216827072216744e-01
1.435999999999999943e+01,6.120000000000000000e+03,2.266108324056092527e-01,4.067674848871520865e-01,3.666216827072387163e-01
1.477999999999999936e+01,6.120000000000000000e+03,2.266108324056323176e-01,4.067674848871120075e-01,3.666216827072555917e-01
1.519999999999999929e+01,6.120000000000000000e+03,2.266108324056553269e-01,4.067674848870723170e-01,3.666216827072724116e-01
1.561999999999999922e+01,6.120000000000000000e+03,2.266108324056780587e-01,4.067674848870329041e-01,3.666216827072890094e-01
1.603999999999999915e+01,6.120000000000000000e+03,2.266108324057006240e-01,4.067674848869937132e-01,3.666216827073054962e-01
1.646000000000000085e+01,6.120000000000000000e+03,2.266108324057231338e-01,4.067674848869549109e-01,3.666216827073219275e-01
1.687999999999999901e+01,6.120000000000000000e+03,2.266108324057453938e-01,4.067674848869164417e-01,3.666216827073382478e-01
1.729999999999999716e+01,6.120000000000000000e+03,2.266108324057674872e-01,4.067674848868781390e-01,3.666216827073544016e-01
1.771999999999999886e+01,6.120000000000000000e+03,2.266108324057894419e-01,4.067674848868401694e-01,3.666216827073703888e-01
1.814000000000000057e+01,6.120000000000000000e+03,2.266108324058112578e-01,4.067674848868024773e-01,3.666216827073863205e-01
1.855999999999999872e+01,6.120000000000000000e+03,2.266108324058328793e-01,4.067674848867650628e-01,3.666216827074021412e-01
1.897999999999999687e+01,6.120000000000000000e+03,2.266108324058542789e-01,4.067674848867278703e-01,3.666216827074178508e-01
1.939999999999999858e+01,6.120000000000000000e+03,2.266108324058755952e-01,4.067674848866910109e-01,3.666216827074333384e-01
1.982000000000000028e+01,6.120000000000000000e+03,2.266108324058967172e-01,4.067674848866543735e-01,3.666216827074488260e-01
2.023999999999999844e+01,6.120000000000000000e+03,2.266108324059177281e-01,4.067674848866181248e-01,3.666216827074641471e-01
2.065999999999999659e+01,6.120000000000000000e+03,2.266108324059386003e-01,4.067674848865820425e-01,3.666216827074794127e-01
2.107999999999999829e+01,6.120000000000000000e+03,2.266108324059592505e-01,4.067674848865462378e-01,3.666216827074945117e-01
